isEdited,title,userName,review,rating,date,body,id,modified
False,Not worth the position,Fyrfly5,Over the last 6 months I have seen 4 doctors in the UPMC network who have been listed as “head of the department” only to be treated as dirt under their fingernails and not even addressed to the problems I was seeing them for. It was all a total waste of time and money. Not one of them even stopped to listen to me or tried to get to the root of the problem. Each one brushed me off to have physical therapy for 4 separate and non related problems. I will avoid UPMC doctors at all cost now. They aren’t worth the paper their so called diploma is printed on.,4,2019-06-07 07:50:22,"Hi -- we're sorry to hear about your negative experience with UPMC. If you'd like to discuss this with a Patient Relations representative, please call 1-866-705-7020. Thank you.",9062504.0,2019-06-07T16:43:27Z
False,Vertical Only,MaryPat5,"While the app always provides good information on visits and tests, nice to see it finally came out with a version again that works on iPad.  But so disappointing to see it is in vertical mode only.  I have a keyboard and use my iPad most of the time in horizontal mode.  Today, hard to believe they don’t allow the app to rotate to horizontal.  And I didn’t see a LOG OUT button anywhere.  Last version has it right on the side of the menu.",5,2019-04-30 13:23:28,"Hi, thanks for sending your feedback. We appreciate hearing from our users on how we can improve their experience across various devices and give them better access to their care. Your feedback is important to us, and if you would like to share more, please email MyUPMC_Feedback@upmc.edu. Thanks so much.",8479214.0,2019-05-02T14:05:47Z
False,So helpful!,ricgeorge,"I’ve recently have been going through some health issues.  This app is great.  It keeps all my appointments organized, and I can go back to the visit and read the doctors report. 
If I have to go to a different clinic for a test, I can get directions and the phone number for that location. 
I can also go in and read all my test results.  It has really made my life easier.",5,2020-10-14 07:41:06,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18502026.0,2020-10-15T13:21:53Z
False,Surprised,obringer0621,"When I first heard about this app I said no thanks I already have a lot of useless apps. Then someone showed me theirs and what it can actually do. I said right away “I need that. I got it and love it and share it with everyone. I show them what it does, I help them install it, and show them on their app once it is downloaded how it can help them. The next thing you know they love it too.😀",5,2020-03-03 18:36:21,Hi! Thank you for taking the time to review. We're so happy to hear that the MyUPMC app is beneficial to you!,13902204.0,2020-03-06T19:34:28Z
False,Needs work!,PUREPHORIA,"App is great but needs improvements. A lot of the content accessible on the website is still not accessible on the app. For example, previous test result comparison chart. It would really be helpful to see the changes of lab work by tapping on the specific test. 
Additionally, doctors after-visit notes do not show up on the app either.. super important to be able to read this information as a patient.",5,2019-05-17 04:46:05,"Thanks for taking the time to write a review and share your thoughts. Your feedback is very important to us, and we will share your comments with the team that works on new features!",8727062.0,2019-05-17T18:50:53Z
False,Best Medical App I’ve Used,MJMMJT,"Seriously best app I’ve used. Simple to use. Choices are clear....appointment needs, medication needs, option to ask questions of doctor or nurses, plus all your medical info at your fingertips: office visit summaries, testing ordered, test results, etc. It’s all there quickly & clearly. (And staff & physicians are super fast at responding to questions....sometimes within minutes!) I highly recommend!",5,2019-10-25 15:12:28,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18200741.0,2020-09-30T16:00:35Z
False,Useful app but…,Leifpetersen,"in addition to providing you with access to your medical records/information, the app makes it very easy to pay any charges you might go. However, the app does not make it easy to find the invoice a listing charge is for. It’s there but not easy to find. So you get a very clear message that you owe, say, $50 and can pay it with One click but you have to look for a reason you owe that $50.",4,2022-01-18 22:10:06,"Hello, thank you for leaving your feedback. We're sorry you've had a negative experience and would love the opportunity to listen to any other feedback or suggestions you may have. We're always looking for ways to improve the app. Please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579. ",27564225.0,2022-01-20T17:11:12Z
False,SIDEWAYS?! Must type uphill using an iPad with keyboard.,Laundry King,"I use this app a lot to communicate with numerous doctors and nurses at UPMC.  I also use an iPad Pro that has a keyboard, and have for years.  This app “says” it is compatible with “this iPad” but all communication is in Portrait mode… NOT LANDSCAPE mode.

I would hope to see the developer fix this, as typing uphill, or sideways, or whatever you call it is most annoying.  

It’s a great app, and the medical teams I work with use it to get messages to me quite frequently… but THEY are not the ones to tell.  

Hey developers, make this app “Great Again” by fixing this issue, and for anyone out there sharing my experience, let App Support know this as well.",5,2021-12-06 16:12:25,"Hello, thank you for leaving your feedback. We're sorry you've had a negative experience and would love the opportunity to listen to any other suggestions you may have or walk you through any issues as you could be experiencing with the app. Please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579.",26700836.0,2021-12-07T20:51:35Z
False,Change in test result view,CemDubbs,"Previously in the app in the Test Results tab it would show what values (specifically in any sort of blood work) were abnormal with a red exclamation point, then it also gave the general appropriate range of values for each of the tests results. I heavily rely on that information to quickly check my routine bloodwork. 
Other than that the app is adequate simple setup & dashboard, easy messaging, and a good way to keep up to date with my providers & test results.",3,2020-10-14 05:11:36,,,
False,Calendar Add Gone,Baz400,"Used to enjoy using this app now it has lost the functionality that I used the most. On the previous version, in the specific appointment, there was a button I could hit that would allow me to add the appointment directly to my calendar. That was removed after the last update. Now, I have to manually put my appointments in my calendar. That was a nice convenience that made the app worth while and also helped to keep appointments straight.",3,2020-09-28 14:08:57,"Hi, thank you for letting us know that you miss this feature. We're always looking for ways to improve the app. If you'd like, please send your feedback to MyUPMC_Feedback@upmc.edu",18304234.0,2020-10-06T13:05:08Z
True,Prompt and convenient,Bic a Boo,"I get a call every time with my results.  Blood work can be drawn right next door and your results can be viewed through the App. It’s quick and convenient. I  Never have to wait long to be seen. No long waiting periods for appointments.  Phone call returns and requests, such as script renewals are prompt.  I am very happy with this facility.",5,2020-08-07 22:46:41,Thank you for reviewing! We're so glad that you find the MyUPMC app to be easy to use and convenient for managing your health!,17149244.0,2020-08-07T22:46:41Z
False,Convenient at t  he e touch of an app,apcompton,"I really appreciate having the ease of access to my information, and being able to communicate with my doctors via texts. 
Lately I’ve been receiving notices of test results, but when I access the app the results aren’t uploaded for viewing. 
I hope this is temporary, but it’s been happening for at least a month. 

Thank you for an app well done!",4,2021-01-03 15:51:42,Hi! -- We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,20245450.0,2021-01-07T15:25:40Z
False,If This. …,praiseworshipre,"This is a good idea on paper. Now if there was only a consistency with how many UPMC physicians would actually use the website portal for more then appointment reminders.

I have experienced a variety of UPMC physicians that either refuse to use the portal. Or only rely on UPMC designated staff member only enter selected patient data and/or patient information. It almost appears that it is informative on a basis of what a patient needs to know approach.

How could that approach be useful for a patient in regards to maintaining a personal quality of life. This almost appears that a patient only medical value is in being consistently medically ill.",1,2020-02-06 22:52:19,"Hi, thanks for sending your feedback. We appreciate hearing from our users on how we can improve their experience and give them better access to their care. Your feedback is important to us and you would like for you to share more details. If you'd like, please email MyUPMC_Feedback@upmc.edu. Thanks so much.",13358266.0,2020-02-07T18:08:18Z
False,UPMC!,londonboyblue,"This Application has saved me so much time, made my life easier, so much easier. It’s super easy to work, you don’t have to think about it. I have a rare cancer and I’m on this all the time. It’s keeps me updated and informed on all my appointments, schedules, testing, also I can ask questions to my doctor and even they reply! This is a wonderful Application. Download it you won’t be sorry:)",5,2019-10-25 17:11:33,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18200731.0,2020-09-30T16:00:20Z
False,Test results not posted in a timely manner,ponies do,On multiple occasions my complaints have been that test results don’t get posted in a timely manner. I hope MyUPMC works to correct this issue. It is very frustrating when I have to take additional time to contact the physician for results rather than get them through MyUPMC!,5,2021-01-26 13:15:36,"Thanks for taking the time to share your thoughts. Your feedback is very important to us, and we will share your comments with the team to review.",20788149.0,2021-02-01T16:47:26Z
False,Forces You To Update Constantly,Sprite160,"Every time I go to use the app, it says “you must update to the newest version.”  Developers, please stop REQUIRING users to update.  New features and bug fixes are not a necessity, and we know you’re not making huge backend changes that require us to update.  Please get rid of this “feature,” as everyone I know complains about it, and i would use the app more frequently if I didn’t have to update so often.  Yes, it’s annoying enough to be one star.  And no, not everyone can use “auto update,” especially beta testers like myself.",1,2021-12-28 02:41:32,"Hello, thank you for leaving your feedback. We're sorry you've had a negative experience and would love the opportunity to listen to any other feedback you may have or walk you through any issues as you could be experiencing with the app. Please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579.",27128182.0,2021-12-29T15:54:55Z
False,Paste fails,Supuflourous Flounder,"I was trying to paste the text of an article in for my doctor.  I kept getting an error message “unsupported characters”.

Hello, 1985 is calling and it wants its software back.

I could not paste at all because some dropout from User Interfaces 101 did not understand responsible UI design.  I used the Web interface and it worked perfectly.  So I did the only responsible things I could do: wrote nasty feedback, deleted the app from my iPhone, and wrote this review.  I have a 54-year professional programming career and I would never have written anything this bad.  But I know how to program responsibly.  Whoever wrote this app did not.",1,2019-06-10 18:54:04,"Hi, we apologize that you had a negative experience with the app. We will share your feedback with the team. Thanks so much.",9155278.0,2019-06-13T17:26:57Z
True,Unhelpful App,Sensee111024,"This is a very basic and unhelpful app. 50% of the time, you have to call the doctors office to schedule an appointment instead of being able to use the app. The app also does NOT let you update your health insurance. It also does NOT sync with Epic Systems and UPMC doesn’t integrate/offer Blue across affiliation in network which means you you have to go through the added stress and work to have your doctor outside of UPMC fax everything to UPMC then UPMC loses the documents and you have to repeat the process again. This problem would be solved if UPMC just synced with other health systems network - aka Epic.",1,2021-09-11 13:24:34,Hi -- thanks so much for your feedback. We are currently working on an integration with Apple. Please check back soon!,12754792.0,2021-09-11T13:24:34Z
False,Sign out needs to be more obvious,Joe&Bill,"Users should not have to go hunting for how to sign out.  That option should clearly appear at the top.  

The refill function is nifty, but should include a field for comments or requests, such as could you please write script for 90 vs 30 days.  There should be an open field for communication.",5,2020-12-19 14:31:06,"Thank you for the feedback, Joe and Bill!",20245338.0,2021-01-07T15:21:01Z
False,Such a great method of communication with UPMC,kate3.th3.gr3at,"This app has made my life 100x easier whether it’s tracking my blood work results, immediate contact with physicians for questions or appointment scheduling and canceling; you can upload important documents without faxing- it’s a great tool and it’s user friendly. I am not particularly tech savvy but if you can navigate facebook and email this will be easy for you to use!",4,2020-09-10 13:22:08,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18304749.0,2020-10-06T13:27:35Z
False,Telemedicine trouble with sound,Fishingwithfreddo,"My speaker and sound failed to work when I had a telemedicine appointment this week (Dr. Shobana). The doctor was not able to hear me although I had not muted the sound and volume was dialed up fully, I was unable to hear the doctor. She had to simply call my phone.
I have this app on my IPhone.
Sheila Gold",5,2020-05-01 12:15:58,,,
True,Update NEEDED,Hot~N~Sexy Firefighter,"Y’all NEED to update the MyUPMC App. I can NOT confirm doctors appointments & the Automatic calling system hung up on me before I could confirm the one who I hold Medical Advisory of doctor’s appointment! ! ! That’s NOT RIGHT! ! ! Plus, for those who have Apple iPhone, Apple provided an update where people can show proof of COVID Vaccinations right from their iPhones. It’s time to move with the times.",5,2021-10-30 13:34:36,"Hello, thanks for telling us about the problem you're having. We know that being able to access your health information is important and we're sorry that you've had a frustrating experience. We'd love another opportunity to walk you through any functions as your feedback is very important. For more help, please send an email to MyUPMC_Feedback@upmc.edu or call our support line at 1-866-884-8579 and we'll be happy to assist.",23153788.0,2021-10-30T13:34:36Z
False,Access to test results,3/$,I am unable to see my daughter test results even though I have proxy access and no one seems to be able to help me. I called the help desk they said I needed to use a desk top!! I can access my results on my phone app why should o need a desk top!! I am frustrated right now need some answers.,5,2020-09-14 18:37:40,"Hi! -- We'd like to hear from you directly. If you'd like, please call 1-866-884-8579 or send an email to MyUPMC_Feedback@upmc.edu.",17937577.0,2020-09-17T15:35:18Z
False,My UPMC keeps me in touch,Jomommabab,"This is a great app for staying in touch with my UPMC health care providers. I can get prescription refills sent to my pharmacist, ask and get quick and comprehensive answers to health related questions, make and be reminded of appointments, and get timely and informative test results. The app is straightforward and easy to use even for a non-tekkie like me!",5,2020-07-10 12:49:25,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app.  Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18155990.0,2020-09-28T18:54:12Z
False,Five Stars,garyveryl,"Using the MyUPMC portal is fast, user friendly, and easy access. My appointments, lab results, any X-ray, ultrasound,  CTscan and MRI can be reviewed by myself and other health care professionals~ plus all prescription medication is listed for other physicians and you can refill or request a prescription by sending a message~ everything is private and confidential...we really like this app",5,2020-02-11 19:03:57,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18200635.0,2020-09-30T15:55:24Z
False,Review of my Service,MaddMoneyMurf,Most of the employees were very friendly and helpful and made me feel very comfortable: Overall my experience with the UPMC team was very nice and helpful with helping me going throughout this trying time I have to go deal with. And I appreciate all the service they gave me.,5,2020-09-23 08:56:40,We're so glad that you're satisfied with your care! Thank you for leaving a review.,18304247.0,2020-10-06T13:05:48Z
False,Great tool for managing health,Hollywood JDog,"Love the UPMC app. Easy, intuitive. Everything at your fingertips. All of your test results and after visit summary’s. Upcoming appointments. Amazing ease of use for telehealth appointments which are so valued during the time of this pandemic. Medication refills. Just everything is packed into this powerful little app.",5,2020-08-11 10:43:51,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app.  Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18155980.0,2020-09-28T18:53:24Z
False,Everything at one place,myupmcUser9,This app has made it so easy for me to see everything at one place. One feature that appeals most to me is taking a look at the test results as soon as they’re available in the system. Also communicating with Dr’s office has become so much more convenient!,5,2019-03-28 18:06:46,We’re so glad you’re enjoying MyUPMC and appreciate your positive review! We’d like to share your review with other UPMC patients to encourage them to use the app. Can you please email us at MyUPMC_Feedback@upmc.edu so that we can share more details?,18200797.0,2020-09-30T16:03:45Z
False,Hand and more current,PappyPicker,I use both the mobile app and the web portal. The app shows test results sooner than the web portal. The web portal shows historical test results and graphs while the app only shows 1 test result per date. Both have their strengths,5,2020-08-28 22:58:23,"Hi, we're so glad that you enjoy using the MyUPMC app. Thank you for leaving a review!",18304353.0,2020-10-06T13:10:21Z
