reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOET_BSqBxYidVURMFQq7Qi6jEk4k4t3KKh2EnLlCgJ-ZUR-c9hUSoAyq7JLxzX_i3asAyqI0ZPR73TJfPM,Bill Murray,https://play-lh.googleusercontent.com/a/AATXAJy7qMSNcctMZFlb5I0-vV2vZ_U2C5zXcta2shqd=mo,Just started need to update,5,0,2.25.2,2022-05-01 14:10:14,"Hi Bill, thank you for downloading the MyUPMC app. If you have any questions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to assist.",2022-05-02 13:53:52
gp:AOqpTOEu8f0RfiOtiV8WILPKU5omwgEyrKwkM63n486CktyZvdygNnDVjk4oIgAmyWieItrPE3oTJCS5hBbkvtE,Chaz Austin,https://play-lh.googleusercontent.com/a/AATXAJzlVCbrIjZ1nqbG6CpYEzQkCZuZLrePHfLCNMdL=mo,great app Purple dollar team,5,0,2.24.2,2022-04-30 06:44:19,"Hi Chaz, we're happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!",2022-05-02 13:29:01
gp:AOqpTOGGtQhrC45mv5am_RUNhRI6NwVEFRQm_kPpImujgq1-lH4pZB44BWLCyAYNWc2MXxwt2d7UOtT1efranRU,Lisa Marshall,https://play-lh.googleusercontent.com/a-/AOh14GgWOSrrz5iE0kuXuSswlQ8eux84l6yb8CNQUxhGFw4,Some docs are besos some are thinkin' they GOD lemme tell u dey aint,5,0,2.26.0,2022-04-28 06:55:24,,
gp:AOqpTOGlH95MbZFVtgABFCJy07Y2V_N6W4PTDkdDNLHOR13SsxVbEseOozfHBMBTImJdKNBdD9uApBWJGmyAfFw,Wendy Roessler,https://play-lh.googleusercontent.com/a/AATXAJw4ZIxI4jxDZc4gVV9F1-3wikIaFnYjnwVCR_Hj=mo,Easy to use. No complaints!,5,0,2.27.0,2022-04-28 05:19:04,"Hi Wendy, we're happy to hear you're enjoying the app and finding it easy to use. Thank you for leaving a review!",2022-04-28 08:31:23
gp:AOqpTOE5rcpdZxX6yf4plPdzQ4Bg9tkdxQeCqlNMCpjLXgAkI2fIwpWLXTWbfuQY7xqslE033KBtvi2lBWBvMfE,edith carey,https://play-lh.googleusercontent.com/a/AATXAJwlfxmIycAC_COe2sbbkbrmizt1uJt9groajiSa=mo,so easy!,5,0,2.26.0,2022-04-28 04:09:25,"Hi Edith, we're happy to hear you're enjoying the app and finding it easy to use. Thank you for leaving a review!",2022-04-28 08:31:02
gp:AOqpTOFmqCJi1yfO7hfPhN5NgLMJaX7joNtg6cifs31Y5HKqJj1Js3JSj4oUO_p7xOPRiZ9hPW7tdBVUF8IGa5U,Myrtle Barlow,https://play-lh.googleusercontent.com/a-/AOh14GhoiA-yTLJF4Jirl0m9pHYTaLi428oZoBmzUKpS2A,"always return calls or text and have always treated me with up most respect and answer my question ,Thank you all",5,0,2.27.0,2022-04-27 12:17:50,"Hi Myrtle, we're happy to hear you've had a great experience and are enjoying the app. Thank you for leaving a review!",2022-04-27 14:12:01
gp:AOqpTOFEse6PS7La6YKeHrgOcR6dDRSyfmwgg7nb7g6SgcACWnyB7oiGEhtgPY37JeNTH9c2MgxgXFssPxYHhuQ,David Horrell,https://play-lh.googleusercontent.com/a/AATXAJzaAnhmym54QAMvEnBZAdaiVghICOSMDsaMjyug=mo,"I HAD A GREAT TIME IN THE HOSPITAL FOR 2 MONTH THE NURSE ,S SO SPECIAL THANKS A LOT",5,0,2.24.2,2022-04-26 22:41:05,"Hi David, we're happy to hear you've had a great experience. Thank you for leaving a review!",2022-04-27 11:54:14
gp:AOqpTOFRGyDPnAnvaPjNwJzbRmBcOKyFglq9ym2-ScLJiu7dyhOEF7FldbqRtdrqLApn75sfWwUkm4Mty9ftAys,Geo Vir,https://play-lh.googleusercontent.com/a-/AOh14Giz-wB6VNzoOvc4ZtAR3Nj5I18A_ktd_ma2DuE5rA,"I use this app regularly to chk test results, add appts to my google-calendar, send/receive Dr's msgs and pay appt copayments. Also, convenient to hv easy access to my covid records. Over time, this app has become an essential part of my healthcare management. Thank you.",5,0,2.27.0,2022-04-26 18:04:31,"Hi Geo, we're happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!",2022-04-27 11:53:44
gp:AOqpTOEPFvrrbcVkH_ClMTqIUdd2C6Do2Gv9gtcGAswN3OGqI0wWF6e-5R9Knu9krtoCkj-YemBhwLctY-9CJrA,Brandon Magoon,https://play-lh.googleusercontent.com/a-/AOh14Gi_l5P6svrRXw6642xychh75YGBKItoh9erwremIQ,"This was a pretty good app till they decided to ""fix"" it. The app was fine, there was nothing wrong with it. But now I can't use it because it won't work without the update. Which is apparently bloated because it's saying I need to uninstall other apps that I need. So thanks for nothing. Update: And now the app won't sent messages to my doctors. It's OK, my health isn't really something a Healthcare app needs to be concerned with, it's not like people could die or anything!",1,21,2.26.0,2022-04-26 12:18:25,"Hi Brandon, thank you for reaching out about the problems you're having with the app. We apologize for the negative experience. We've taken your comments back to team and are working towards improving this issue. For any other questions or concerns, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to assist.",2022-04-27 11:52:59
gp:AOqpTOG07Uy1mxAqJR1uLE89OpK2N02o9JWifOl-uCnaf07o9WSr79DVlIif_sQaA8cIOmMyG5CnEw9_VOBBIw4,Lorraine Neel,https://play-lh.googleusercontent.com/a/AATXAJy0ITQn4GLU35Mul_G6hVG-64ijk6UEvbY4DC14=mo,Most times have to restart phone to be able to log in with pass code. Screen freezes often,3,0,2.26.0,2022-04-25 19:20:25,"Hi Lorraine, thank you for leaving your feedback, we apologize for the negative experience. We've passed on your comment for our technical team to review. If you have any further questions or need help, please email MyUPMC_Feedback@upmc.edu with details and we'll be happy to assist.",2022-04-26 11:03:56
gp:AOqpTOHqSdMydApjgeXUgUHmnekJG3r9O7NuK50392hmqAHyDTOKCKqWlf-G57GEbp--N0XxlV0qKq_Fxvt0W1M,John k,https://play-lh.googleusercontent.com/a-/AOh14GhLrNEx1SlNPnioSS_CyPktbcsF_w8V2q154olh,generic and vague doesn't even function properly,1,0,2.26.0,2022-04-25 12:13:53,"Hi John, thank you for leaving your feedback; we apologize for the negative experience. We'd like to learn more about issues you may be having with the app, please email MyUPMC_Feedback@upmc.edu with details and we'll be happy to assist.",2022-04-25 12:54:33
gp:AOqpTOE3LFdVrvgmlafVWChxazXrGd4s53drxddmbuVDq2Bngp4KYwAxr20ExIpR2fF9MfZtLpitKHJnliwZ3F4,Lori Cunningham,https://play-lh.googleusercontent.com/a/AATXAJylmSGhKhXvZghI6AMrOmBrgG6Fs8dpfUvEQmXR=mo,Every time I go to open certain tests the App just closes??,4,0,2.26.0,2022-04-24 14:38:44,"Hi Lori, thank you for leaving your feedback; we apologize for the negative experience. We'd like to learn more about this issue, please email MyUPMC_Feedback@upmc.edu with details and we'll be happy to assist.",2022-04-25 12:39:24
gp:AOqpTOFvl3aLgeeZB5IJq6PCb64feXEmMTWne-ZhPFE7mc1JeYlyESq5O7fSPnIDC5868RBivp2KfyTcH7lCzjw,Maria Ferguson,https://play-lh.googleusercontent.com/a/AATXAJwu7l1meqtXp1YLS4SfmYgiR_fZ5qsBGrc8xaxMpg=mo,can't scan fingerprint. need better instructions filled everything out but it doesn't advance.,1,0,2.26.0,2022-04-23 05:22:01,"Hi Maria, we apologize for the negative experience. If your fingerprint wasn't accepted, try using your backup PIN, pattern, or password. If you have any questions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to assist.",2022-04-25 12:37:05
gp:AOqpTOHns4Ul982FQ28Bg06HUKvIgQrOTXnLg4PjN1Nmbw3chnKfLa9LvIJpCCy915QzPcVgqVLVTsZ07qJxHks,Carmela Senior,https://play-lh.googleusercontent.com/a-/AOh14Gg_alufpvUOGfMeceW6to1RBmygIRMvmUUPyFSrPZQ,Good,5,0,2.25.0,2022-04-23 05:09:30,"Hi Carmela, we're happy to hear you're enjoying the app. Thank you for leaving a review!",2022-04-25 08:48:30
gp:AOqpTOHFovhr9P2mTMGkxC9GyxpdixDAQ3KB7isNYcYGiPD5kU9jAxlHfpyC0MEUavEk3lgka9Uk92sne7tn-SM,Darlene Singer,https://play-lh.googleusercontent.com/a-/AOh14GhDuyhlZQ8zsnRk_7PPyV0fxFghMTO1sMKPOGLSNXk,"I love being able to see all my test results ininone place. I do have a problem and a question. why would you put a new test result using tiff. None of my devices can read tiff. so, now what ????",5,0,2.26.0,2022-04-22 10:14:42,"Hi Darlene, we apologize for the inconvenience. If you are unable to view .tif files on your mobile device, please log into www.MyUPMC.com on web and access the test result from there. Please be sure to click the link at the top of the test result to view the info. If you have any questions, email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579.",2022-04-22 11:09:20
gp:AOqpTOFTtoiSTdDg3laMmqT6LEXAVzYUYSKAf2QRtGTM2DNVKueIhKduS7VZb_NFjtKom-Y-1Ed6iATDhRwbJtk,Cashmere Kush,https://play-lh.googleusercontent.com/a-/AOh14GgVVHY-_SVQ5wN739KQp7egl90R7XYgrQEfeySgZQ,So easy for me to get access to my dr.,5,0,2.24.2,2022-04-22 03:45:42,"Hi Crystal, we're happy to hear you're enjoying the app and finding it helpful. Thank you for leaving a review!",2022-04-22 11:00:19
gp:AOqpTOHOckct37wjAiteQnavKhwbLu7orwZvneczBg9gwB1By-S_uHZVT1oLQoqigS0Rw1tNQVC8GT8v-EcyfqQ,Mordechai Gal-Or,https://play-lh.googleusercontent.com/a/AATXAJxob0B0OWiroNL15PoB6r5S9DbUTohj9Ie2uRmP=mo,Ervc,2,0,2.26.0,2022-04-21 15:28:57,"Hello, we apologize that you have had a negative experience with MyUPMC. We are interested in learning more about your experience, please email MyUPMC_Feedback@upmc.edu with more details or call 1-866-884-8579 and we'll be happy to assist.",2022-04-22 11:12:23
gp:AOqpTOGrsoBK8eQMZ9DoQWxNJUv8tpI-V8VCURLV5SdusUIcNSIuNBqG5kpX3jhXrudp_b2IcC8yBIZMGWdXPR4,jared hill,https://play-lh.googleusercontent.com/a-/AOh14GjcV_8525J0nYN8s2aEp90fTab91o_KA49ChMvLCRA,Àwseome,5,0,2.26.0,2022-04-21 12:35:53,"Hi Jared, we're happy to hear you're enjoying the app. Thank you for leaving a review!",2022-04-22 10:59:05
gp:AOqpTOEmFw0qqg20W72RPpITIncGOXCSp7uZQztpTJSYImqkKrMgPhqCmwdV4TN5AgSarJhCsj_JxrxOxiRydLY,cade,https://play-lh.googleusercontent.com/a-/AOh14GjOJ-bauRo1j4UDaEVHSkTl-2h_nIApoAaW0DfQ,this cool,5,0,2.26.0,2022-04-20 15:21:35,"Hi Cade, we're happy to hear you're enjoying the app. Thank you for leaving a review!",2022-04-21 09:40:28
gp:AOqpTOHfmCjfFeLyVl3rDCULsv7EZ5_X8GNxNW12HBfPFgOprYlvln5pGOdayzauu20BF5oPzfQRtSXK8fbEueE,MrMy,https://play-lh.googleusercontent.com/a-/AOh14GhNWmBwV9SMvn1Z6MUAEqKRVFLSn8crgA_OE-Us,"Using this app has honestly improved my life. Saying that almost sounds ridiculous, since it's just an app but because it makes medical care so easy and seem less it truly has made an impact. It lets me schedule appointments with any doctor in my network very quickly, handles payments, and I get to see my test/lab results the moment they're entered into the UPMC system so I no longer have to wait for a doctor's appointment to get them. I'm truly impressed.",5,0,2.26.0,2022-04-20 08:38:51,"Hello, we're happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!",2022-04-20 10:19:23
gp:AOqpTOEkXeed726ZoSrVjHeY4Vi2uxCYnU2dnbj0EhrG6B8llnovMsoQPXVPmnb6GEIjU2FGxz8N027gMxAHN2U,Suzanne Shore,https://play-lh.googleusercontent.com/a/AATXAJwzFUayAtLIKqJyNvoWsMzhenEAaVKBKhQKuBct=mo,Restriction to using a mobile device is a significant dissatisfier. Upmc should make it an easy alternative to use a laptop computer. As an older adult a mobile device is a barrier to access. Make it easier to use my laptop computer and my rating of upmc telemedicine will improve,1,0,2.26.0,2022-04-20 05:50:56,"Hello, thank you for leaving your feedback. In addition to the mobile app, MyUPMC users also have the option of accessing their health information online via computer by visiting www.MyUPMC.com; just log in using your username and password. If you have any questions, email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to help.",2022-04-20 10:24:19
gp:AOqpTOEaGh8xEkgtA_KpuqU0gzq4Hqr4CQ_nk1TsiwfY_26sMNvFt1GZMNFGaw8mkq3s5iIbe-UtDBSH7GWxtp4,Carol Denniston,https://play-lh.googleusercontent.com/a/AATXAJyV-gcotvnut44SDNZ8ViGAmMUH6Uz4nNmDF8XI=mo,pretty easy to use so far.,5,0,2.26.0,2022-04-19 05:14:37,"Hi Carol, we're happy to hear you're enjoying the app and finding it easy to use. Thank you for leaving a review!
",2022-04-19 07:08:00
gp:AOqpTOEVR2ov9yrQX-MlRRm6NqgbcJfasWZekyc06J0eLa7jNi9uS7nTJtF2lRgP_s4F2fwQxvWrQUpdw08Pd2A,Heather Ferringer,https://play-lh.googleusercontent.com/a/AATXAJzqfEaWrDzIxU_9T3Jhq8TO6tzt7M6BdRhgdKMI=mo,Ok once u gain all necessary clearance to view your own families info. Slow and nit user friendly.,2,0,2.26.0,2022-04-18 14:25:24,"Hello Heather, thank you for leaving your feedback. We're sorry to hear that you had a negative experience. We'd love to hear more about your experience, as we are always striving to find ways to improve the app. Please send an email to MyUPMC_Feedback@upmc.edu with details and we'll be happy to help.

",2022-04-18 14:38:08
gp:AOqpTOEELuvTyMnw1ZOpxj2xApbtdEbBG5_NoBneg_B3kcHVbmD_5zl0i64TAF22i3nH0R_ZRYIPVzM30lT80cs,James Anzaldi,https://play-lh.googleusercontent.com/a-/AOh14Gjzj7eWYh469eYKqftYG6jZPptIkavV99PT6oo2rQ,Solid App does work well easy to use.,5,0,2.26.0,2022-04-18 07:26:32,"Hi James, we're happy to hear you're enjoying the app and finding it easy to use. Thank you for leaving a review!",2022-04-18 14:31:52
gp:AOqpTOFjQBBo-dM3QvpEl9FHfhPescfD6TWQFwPlxhQ-PUmSZv9MmI31ZxU249dLng6lx-cohI9aKsAV_7nW--4,Timothy Berry,https://play-lh.googleusercontent.com/a/AATXAJyzORrT25YJvHkr5ShW1oBtvncOYQpQhLB0LUw1=mo,Need to uninstall because it isn't working,5,0,2.26.0,2022-04-15 20:18:52,"Hi Timothy, we're sorry to hear about the trouble you're having with the app. We apologize for the inconvenience. If you need any additional assistance, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to help.",2022-04-18 14:31:20
gp:AOqpTOGqpeZZiqZBZqy1wSdvSlKZ7kV9S46FPe8Hx1unoVAosziEhDIGY6YCmu5eBwzWZ1gv0Qs-QET-Bc_ekQw,Kristine Budny,https://play-lh.googleusercontent.com/a/AATXAJyyRTEyjMorSl3BRfiB4GWPbz5JH3sm-IOZH5Jb=mo,"Everytime i want to check test results, i cant log in..its so frustrating..you need a better IT team..",2,0,2.26.0,2022-04-15 17:44:55,"Hi Kristine, we're sorry to hear you're having trouble accessing your health information. We apologize for the inconvenience. Please email MyUPMC_Feedback@upmc.edu with more details about the issue you're experiencing or call 1-866-884-8579 and we'll be happy to help.",2022-04-18 14:29:54
gp:AOqpTOHan4rLeJsWVHzvUBiOnqAZeQQ_ZT4CeJdn2sB9PMrGw9FZS_QEUQNTWgBKsWkc14bPGG8hl70KmL55zMs,Angela Sprague,https://play-lh.googleusercontent.com/a-/AOh14GjIOfG7zU3FCCoLg8Tl88srqJsucm9wuPQQI2YQTA,I have been for a few days now trying to change my email and password but its not letting me,1,0,2.26.0,2022-04-15 13:14:46,"Hi Angela, we're sorry that you've been having trouble with the app. To update your email or password, please visit www.MyUPMC.com and select ""Account Settings"" by clicking your initial in the top right corner of the screen. For additional assistance, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to help.",2022-04-18 14:24:53
gp:AOqpTOFn48aID860flA2Uc_OE_S0xqjzWtNEyDfXmuNMnVzL2Ya-NgJCxODsvh-w_3b07TBXvb9cT4y08AyR_7w,Isly Santana,https://play-lh.googleusercontent.com/a-/AOh14GiI_16lp-F2y86mto7bp6HpRakJ_DDjR0-VH2sjVME,The best of the best 🌻,5,0,2.26.0,2022-04-15 06:51:44,"Hello Isly, we're happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!",2022-04-15 10:35:28
gp:AOqpTOHpUyMqxP2KSGXCwLLh_2KrGkKO-sAyDJGD4cu4N5F4lZlOUiOOtpzG3Ldb8UGCKrXSj6tpRy_uSYbSNQk,larry davis,https://play-lh.googleusercontent.com/a/AATXAJxlcsDTZjzFHTC6zWXHUb4r8y0DX9Z-BcevjLYx=mo,Will not update,1,0,2.24.2,2022-04-14 15:08:29,"Hi Larry, we apologize for the inconvenience. Please visit this article; https://bit.ly/3zRGMCB to try to resolve the ""download pending"" error and finish updating the app. For additional assistance, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to help.",2022-04-15 10:35:13
gp:AOqpTOHy5HWRQ7liGrIndimCquAD5aJzqi9RsNSXywyH7AY75GvQjDzKPdf2LloPkV0fo0nw2DGB2qrEW7p9Efc,Geraldine Singletary,https://play-lh.googleusercontent.com/a/AATXAJzUXa_Ksd88jXkc77vY-NV2cN5kpKAYeHmdAhHE=mo,SO NECESSARY IT ALLOWS ME TO BE IN CONSTANT CONTACT WITH MY DR.HIS TEAM AND MY OWN HEALTH CHARTS TEST RESULTS..THIS IS ONE OF THE GREATEST TIMES IN HISTORY FOR THE MEDICAL FIELD HEALTH CARE AND US.IT THEYMAKE ME FEEL EXTREMELY IMPORTANT.,5,0,2.26.0,2022-04-14 11:10:46,"Hi Geraldine, we're happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!",2022-04-14 12:56:33
gp:AOqpTOGfepvcIvgDrkobpSBfIy2ww-eBDSmgiF-WE5B9kJaC3K70WjzEX8qZebn3ND_rO1jPoKdL-2ftH2zqL2I,Chrisie Musulin,https://play-lh.googleusercontent.com/a/AATXAJytq6iAs3PcpkEozHyXwle8fLkiMe4QDzsqQCcc=mo,How about telling me when my appointment is. Not nonsense,1,0,2.24.2,2022-04-14 04:43:13,"Hi Chrisie, we're sorry you had a negative experience. Thank you for leaving your feedback as we're always striving to improve. If you'd like to leave additional feedback in more detail or have questions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579.",2022-04-14 13:01:46
gp:AOqpTOHrL-TNZ3WlWMFewJHPu3O4wcLQ0s88Gg7aTNjZNl6iXudST5yj-2PY-RvaTPkU-t74-9LcXkYyTQke9p4,Erica Graham,https://play-lh.googleusercontent.com/a-/AOh14GgTaRWtNn0kbgdBicUvfgTUWNU7smGUMvG-5LEF,The app is great and very useful.,5,0,2.26.0,2022-04-10 20:45:29,"Hi Erica, we're happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!",2022-04-11 10:57:56
gp:AOqpTOGaL3X2cYdZxkxRelwxSweJDC67gHJLBbIbyIdIPUAvjO3ar9vADPm5Z6t1t8tD4bUkBIooCm7W2AUYnwo,Trinita Ellis,https://play-lh.googleusercontent.com/a-/AOh14GiMlzdmBG_9ISaS0NM83Beu-xYt_xylREjMhu5OMw,Everytime u log on its an updateyes,1,0,2.25.0,2022-04-08 09:17:47,"Hi Trinita, we're sorry for the inconvenience. Thank you for leaving your feedback as we're always striving to improve. If you'd like to leave additional feedback in more detail or have questions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579.",2022-04-08 13:20:12
gp:AOqpTOH5ljCPgj4jbPKqjRb7YPwczpSXO_foq562FUZqoOO0R0Pm_n_jLJxNAa3kzRBp3FJ4yk73W-xNV7GbO5g,David Eichenlaub,https://play-lh.googleusercontent.com/a-/AOh14GiQq-nJqRg-pZoyJuBVx8IUFnpOh7jCdShLJb9Otw,VERY nice to be able to message drs & others on the app. also able to see appointment notes & other important stuff,5,0,2.26.0,2022-04-06 08:35:14,"Hi David, we're happy to hear you're enjoying the app and finding it helpful in managing your care. Thank you for leaving a review!",2022-04-06 12:55:32
gp:AOqpTOF-jPgJMqlNl6iPlJSbf8ZLluTv8H0J3aNDnHaP7LGGmBUMaf025n5WPpIai_p6BpP_gcnP5aicBmPt9Qg,Georgia Maybee,https://play-lh.googleusercontent.com/a/AATXAJwjUSTWzC7oryD2KkwG3dXvDcu9kppS45HMqzzm=mo,UPMC is more a business transaction than a Dr appointment,1,0,2.26.0,2022-04-05 23:30:06,"Hi Georgia, we're sorry to hear you've had a negative experience. Thank you for leaving your feedback as we're always striving to improve. If you'd like to leave additional feedback in more detail or have questions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579.",2022-04-06 12:57:22
gp:AOqpTOEGRKVkEjcKU5hLeanzsCzjhkgztCHunTai-CK6ZVLIZgBSf8e6DqCntwBInkkLM5jT-g9CqZOy7ZJicl8,Debbie Chaffin,https://play-lh.googleusercontent.com/a/AATXAJyrF-c4IUvD2N4bez2dQdnhIIrV4hA1hklaDJwG=mo,Takes too long to access..Tired of updating every few weeks!,1,0,2.25.0,2022-04-03 05:53:31,"Hi Debbie, we're sorry to hear you've had a negative experience and have passed this onto our technical team. Thank you for leaving your feedback as we're always striving to improve. If you'd like to leave additional feedback or have questions, please email MyUPMC_Feedback@upmc.edu or call 1-866-884-8579 and we'll be happy to assist.",2022-04-04 14:10:35
