userName,date,isEdited,review,rating,title,id,body,modified
CLRV99,2020-08-11 03:09:52,False,"I’m not really interested in talking to this app. Yes I can see my insurance card and my current medical claims but I cannot see anything about my dental plan at all. The old app used to have both my medical and dental information. It provides the plan benefits but not the actual claims. We used it for dental so I know it should show up there by now. Also, when I search for care and cost finder, my dentist doesn’t even show up. I was just trying to find her information and I found her before on the old app but now it’s no results found. 

Also, I have something like a stipend that my job gives me and the old app used to show this and this app doesn’t show it. I get a lot of contact the hotline messages over information I had access to with the old app. I’d prefer to use the old app. I might as well just use the actual card and call the number since that’s what it tells me anyway. I hope this app improves.",1,Doesn’t have all the info I need,17242996.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the app and what features they're looking for helps us improve the experience for everyone! If you could, please email us at Sydney@anthem.com with your username and we would be glad to look into this further for you. Thank you. ~ Sydney ~",2020-08-12T16:20:48Z
Dboyes99,2020-03-24 20:12:18,False,"It’s nice that Anthem is trying new ideas, but this is one of the worst user interfaces I’ve ever seen, and it’s very frustrating to use or guess what to do next. 

First, I have no interest in having a conversation with an app. There are a strictly limited number of things this app needs to do: show me my ID card, show me my claims and pharmacy info, show me what I owe and give me a way to pay it without switching to another app, and request a callback to handle anything more complicated. KISS design needs 4 buttons to do the above. The ID card function needs to store the card locally so you don’t have to be constantly connected to show some office admin your current insurance info. This version makes me guess what a not very well trained AI is looking for and then have an extended discussion with the app to get any useful information while you’re standing at a window.

Suggestion for developers: make a point to stand on one leg with crutches and no weight allowed on the other foot, or put your arm in a sling with nothing to hang onto while trying to find your ID card without assistance; you’ll get the picture quickly why that this app is not an improvement.
Automatic fail if you fall or unbalance yourself - and then we’ll talk.

The previous version was simple to operate and it worked far better. I’ll use this one since I’m forced to, but you need to rethink the design.",1,Irritated and going back to a paper card.,14269990.0,"Hi Dboyes99, thank you for taking the time to share your feedback with us. If you could, would you email us at Sydney@anthem.com? We would like to speak with your more on this! Thank you.

~ Sydney ~",2020-03-26T16:58:04Z
Holiday1328,2021-05-22 02:10:49,True,"Update-took away a star considering the dashboard does NOT update like it should. I sent an email to the SydneyAnthem email. I have stayed at 5 days of 5k steps for an extra two days despite doing over 5k today & yesterday. I login each night to sync the information. The steps update but the badge info still shows the same number… Please…please…please…move the dashboard to its own app!! It’s a great app, but I think it would be nice to have the health dashboard part on its own app. I think having it combined with insurance claims/benefits information overloads it to a degree. Not sure if that has lead to an issue where paper EOBs have gone out despite the fact I have been set to paperless for several years…which unfortunately lead to a financial penalty for paper. There also is not an option on the login of remember my username/password which does not allow for touch ID to be used.",1,MOVE DASHBOARD TO ITS OWN APP!,22859991.0,"Hello, thank you for taking the time to share your feedback with us! If you have any questions, or want to share additional feedback with us, please let us know at Sydney@anthem.com. We love to hear from our members! Thank you. ~ Sydney ~",2021-05-22T02:10:49Z
SeriouslyStuck21,2021-10-23 13:02:48,False,"The app seems nice BUT I am having a great deal of difficulty with figuring out how to deposit money into the HSA account. I added my bank account to the app several days ago. I have not been able to figure out how to validate the bank account from within the app. I gave up and verified my bank account by going to the actual website. Unfortunately, that still didn’t help inside the app. The app keeps telling me that I need to add an account however it won’t let me use the same account (because I have already added it). The only thing the cute little seal (Sidney) does is put me back on the same app page. It does not give me any additional information or help and apparently no people are available to chat with except during business hours when I have to work. This is not helpful!!",2,It seems nice BUT…,25954025.0,"Hello, thank you for taking the time to share your feedback with us. We would like to discuss your experience further with you. If you could please email us at Sydney@anthem.com with your Username and a brief description of what you encountered. Thank you. ~ Sydney ~",2021-10-28T18:32:35Z
JAHO2011,2020-08-20 04:45:50,False,"Screen rotation - Not supported. Only portrait mode. Not good when using a keyboard.

Login screen - I need to context switch to pick up name and password from my pwd manager. Tool prevents context switching from keyboard (cmd+tab). When context switching with home button, this app deletes anything typed into name and password fields. This forces me to type name and password, which is not at all secure, as people can see what you are typing if you are in public.

Plan Usage Screen - Some silly little symbol (Sydney ?) on lower right corner of screen is covering the last entry under Claims.

Plan Usage Screen - Claims Screen - Lack of useful information. There are $ amounts with no description.

Context Switching away from the app for a couple seconds results in a forced-logged out.

Buttons pop up in arbitrary and inconsistent places. For example,  I had an error messages appear at bottom of screen. To cancel out of it and make any forward progress, I had to hit a little cancel button that appears at the top/center of the screen. What is this Whack-a-mole ?

The web site works better.",4,My impressions after first use of S/W on iPad... immature,17423115.0,"Hello, thank you for taking the time to share your feedback with us. If you would please reach out to us at Sydney@anthem.com with your username. Thank you. ~ Sydney ~",2020-08-21T15:36:48Z
tontib,2022-04-04 10:12:02,False,"So far it’s a pretty decent app. It’s nice using the health dashboard and getting little tips on health and fitness. And being rewarded for being active and healthy as well. The reason I gave it 4 starts is because there is a feature where you can speak with a doctor over video chat, but every time I tried using the link to connect to one it would not work. Luckily I was able to see a doctor the next day, but with kids and the longer waiting time it takes to see doctors lately, it would have been very nice to have had access to video chatting with a doctor online. So hopefully in the future that feature of the app with be fixed and able for me to use if needed.",4,Good app,28979371.0,"Hello, thank you for sharing your experience with us. We can understand why that would be frustrating. If you could, please email us at Sydney@anthem.com with your username, the model of your iPhone, and your iOS version. We'll look into this further for you. Thank you. ~ Sydney",2022-04-05T15:27:55Z
splme2,2021-04-20 12:42:43,False,"App Doesn’t provide the most basic info like nearby pharmacies in network (defaults to 50 miles - this is hardly nearby to anything. In my area I probably have 50 pharmacies within 3-5 miles but this app shows up with “doh we can’t find anything”) Hides basic usability items such as enter on login and has too much of their own pictures and content prioritized over the user’s basic questions. If you hit one of those screens you can’t get out and have to close and reopen and login again. Anyway tried using it two years ago and haven’t since but this latest update is, once again, a complete waste of my time - making any current symptoms worse. This app is not good for my health. Anthem’s online services are not good for my health. But obviously they are not a healthcare provider- they are an insurance company. That’s two different things",1,Horrible and useless,,,
BipolarPrincess,2020-03-12 20:32:17,False,When I first got my new insurance I logged into my insurance site and there was a big banner with a link to download Sydney Health. I clicked it and logged in about four times over the first week. Then all of a sudden this message “something went wrong” kept popping up. So I called the number from the message (just over 1hr on the phone) and they said they would look into it. They messaged me and said I shouldn’t have access based on what they found. Just on a whim I checked the login and lo and behold I had access again. Color me confused but I was happy because I had an upcoming dr appointment and needed the access because I misplaced my insurance card. Day of appointment came and I went to log in and again “something went wrong”. Why can’t I access something that I was directed to and understood was part of my insurance benefits/features. Such a headache.,1,Maybe or maybe not,14030552.0,"Hello BipolarPrincess, thank you for sharing your experience with us. We would like to take a look at this for you. If you could, please email us at Sydney@anthem.com with your username? We'll take a look right away! Thank you.

~ Sydney ~",2020-03-13T15:09:59Z
Ro_bie,2022-05-25 17:42:10,False,"Awful user experience start to finish. Information is unclear or nonexistent. In addition to the design looking a decade old, it isn't responsive either. Words run off the screen in many random places. The actual service flows to connect to doctors (in any of the ways offered) are terribly designed - severely prioritizing a company's myopic desire for maximum data at the expense of understanding the patient's need, sense of urgency, and where this attempt to connect with a doctor fits into their overall health situation. It's like you're interacting with a V1 wireframe that was concepted without any customer-centric thinking or understanding of standard UX practices in 2022. It's a joke this is supposed to be a trustworthy, legit and valuable health entity. 
Overall I'd say the fact this app is acceptable/publishable from the insurer's perspective is concerning enough that I'd prefer to switch insurers.",1,"Poorly Concepted, Poorly Designed",30075951.0,"Hello, Thank you for taking the time to share your feedback with us. If you could please email us at Sydney@anthem.com with your username and a brief description of what you're experiencing. We would like to investigate this further. Thank you. ~ Sydney ~
",2022-05-31T12:33:52Z
Sheepiegirlie,2020-07-24 20:00:29,False,"Literally I’ve had to call their hotline so many times and get new passwords because even with two factor login I just get a “we encountered a problem” message and it usually only works for like one login after I wait on their hotline etc and then the next day it’s the same story.    There is no explanation and I keep getting locked out.    They always changed my password and even the correct one doesn’t work.   How can I pay my bill because by the way their website is also garbage and just looks like an html error page from geo cities in 1997.   

At least there should be an online way to reset but no it’s just a phone number and you get to be on hold and then it never works anyway.    I don’t even see how it’s possible for it to be this bad.",1,This app never works and always locks me out and you have to call a hotline to fix it.,16906974.0,"Hello, thank you for taking the time to share your experience with us. We're sorry to hear that you've been having such consistent problems and we can understand why that would be frustrating. If you could please write us at Sydney@anthem.com with your username, we would like to look into this further for you. Thank you. ~ Sydney ~",2020-07-27T17:44:42Z
Jgmac68,2019-12-14 06:59:35,False,"The app has been buggy since I switched over to it.  Today, while in the ER, I couldn’t access the card (I couldn’t find my physical card - I’ve never lost a card ever (I’m 51)) and had to call a family member to scan and send a photo of their card.

Update: just tried again and got an error message reference #NHMNYMCD, app version 1.012.

I manage software development teams (Agile) in my company and I know the type of business/user testing required before an app or version is released.  I’m assuming that an update in soon to be released.  If not, this would be a hard fail.",5,App crashes when I attempt to download ID card,12424290.0,"Hi Jgmac68, we're sorry to hear you had a negative experience. If you would, send us an email at Sydney@anthem.com with your contact information. We want to get to the bottom of this for you!

~ Sydney ~",2019-12-16T15:02:30Z
no way my name is gone,2021-06-28 22:18:42,False,"I am very upset by the service I received from Sydney Health! I used the “text a doctor” service, because it seemed like a great option after my 2 sons were diagnosed with bronchitis by their pediatrician, and I had developed the same symptoms. It seemed like the perfect alternative to finding a babysitter for my sick babies so I could go to the doctor myself. It was not! It was a complete waste of time and money! I spoke with 2 different doctors that both ignored my concerns and gave generic, yet conflicting, answers. After I googled the doctors, I saw that many people had the same experiences! I was very disappointed by the arrogance of these doctors! In addition, I found it very difficult to express my complaint through my Sydney Health account, and was refused a refund even though the last doctor I spoke with told me to go to an urgent care and that she could not help me.",1,Very dissatisfied,23683390.0,"Hello, thank you for taking the time to share your feedback with us. Knowing how our Members are using the application, and where you faced problems allows us to improve the experience for all. If you could, please email us at Sydney@anthem.com with your username. We would like to look into this further. Thank you. ~ Sydney ~",2021-06-30T19:39:16Z
Firebane25,2021-02-09 01:02:49,False,"I have used this app ever since its launch, and on the whole it’s very handy. Having a digital ID on hand and quick access to my HSA details are really appreciated, and while it occasionally has some server hiccups that manifest in blank screens and errors, most of the time it has suited my needs and gotten the job done. 

The developers are actively improving the app regularly, as well — my original review was pretty scathing, but they reached out to me shortly after and informed me that the technical issues I had faced had been solved, and indeed they have been. If you have Anthem coverage, this is a nice utility to have on your phone.",4,EDIT: Very handy app that works well most of the time,21005874.0,"Update: Hello, thank you for taking the time to update your review with your new experience. We're always happy to hear that a Member is having the positive experience that they deserve! If you have any questions, or want to share additional feedback, please email us at Sydney@anthem.com. Thank you. ~ Sydney ~",2021-02-11T18:37:03Z
MysticHymn,2022-02-05 22:33:17,False,"I give 1 ⭐️ for app being what it says it is. And I give 1 more ⭐️ for it offering a variety of ways to input and/or find information. But that’s it… the info I’m getting is mostly irrelevant to me. When asking for a PCP in general/family medicine, why would I (as a cis male) need the slew of OB/GYN referrals that come up, along with half a dozen other specialties? And why is it that the window for conducting searches (or for displaying options on a map) is so small, and the headings of that section of the search process takes up 80% or more of the phone screen? It looks like I’ll need to skip using this app and do all my searching on a desktop computer, which raises the final question: Why did I bother using this app? It’s extremely frustrating to try to navigate.",2,Clunky,27975851.0,"Hello, thank you for taking the time to share your feedback with us. If you could please email us at Sydney@anthem.com with your username and a brief description of what you're experiencing. We would like to investigate this further. Thank you. ~ Sydney ~",2022-02-10T19:34:31Z
pnut319,2022-02-03 21:36:24,True,"Updating. Still one star. App isn’t functioning properly and help in ineffective. Trying to take a picture of my vaccine card because my first two doses are missing from the record. Which is slightly absurd because they were provided by my employer so I have no clue why there is not a record in the system. However it won’t take a picture and help just sends me to the endless stream of phone tag of who’s responsibility this is not. 

Everything on this app takes 10 times longer than it did on the old one. So disappointed. And forget tracking your reward points… I can’t even track that she logged on for the day, much less keep up with all of the other ways of earning the points. I wish we had a choice about which app to use, because this one really isn’t cutting it.",1,Not user-friendly,27380514.0,"Hello, thank you for sharing your experience with us. Knowing what issues our Members are seeing helps us create a better experience for everyone. If you could, please email us at Sydney@anthem.com with your username and a brief description of what you faced. Would like to investigate this further. Thank you. ~ Sydney ~",2022-02-03T21:36:24Z
clelldeaver,2019-12-03 23:33:42,False,"Someone referred to this app’s 5-star reviews as “astroturfing.” I wasn’t familiar with the term, the definition seems very applicable to this app. There is no way this app could have received so many legitimate 5-star ratings right out of the gate (many of which were curiously grouped largely during the period from Aug 30 to Sept 3). Then the tone changes during Oct-Dec where 1-star ratings are much more common than any others. Was this app even beta-tested? The standard response from the developers is “we will continue to release upgrades frequently to provide users with an even more robust and enjoyable user experience” followed by “please provide us with specific examples of problems you experienced so that we can address them.” That really should not be necessary. Users should not be forced to serve as beta-testers; that should be done pre-release.",1,No way the 5-star reviews are legit,,,
ElvisPrez,2021-07-01 06:14:28,True,"Overall app is lacking, coming from the Engage app which was much more intuitive and user friendly. Sydney Health app doesn’t always sync with my Apple Health data (steps and Sleep time). It always misses 2 days of a seven day week. Yes, I do log in every day to the app and it will show “no data” for my steps and sleep, even thought my Apple Health data has my steps and sleep time. I always click on the refresh button but that doesn’t change the result, it remains “no data”. Must be bad coding. This issue has been happening since I started using the app months ago. Since this seems to be a syncing issue with the app, maybe let users manually input their daily steps and sleep time since your app doesn’t seem to work/sync consistently with Apple Health.",1,Sleep and step tracking doesn’t always sync,22793006.0,"Hello, thank you for taking the time to share your experience with us. If you could please email us at Sydney@anthem.com with your username and a brief description of what you faced. We would like to investigate this data sync issue further! Thank you. ~ Sydney ~",2021-07-01T06:14:28Z
linear_circle,2021-03-15 06:07:05,False,"Opens to a lovely black screen to show off the OLED display. Doesn’t do anything else. I guess it’s good it’s free.

Update: After multiple uninstalls and reinstalls and reboots, I was able to run the app. I log in using a text verification. I signed up with my account using my email. The app now tells me I can’t a receive text or email notifications because you don’t have me email of phone number and I have to contact my administrator to add it. How did I sign up and sign in with no email or phone number? So I tried to close the app and reopen it. Now it says there’s an error with my account and the “Sign in” button no longer works. What kind of sick joke is this app?

After more attempts, I was able to sign in and add my phone number and email. Still leaving a 1 star because wow is this app broken.",1,A sick joke,21735776.0,"Hello, thank you for taking the time to share your experience with us. If you could, please email us at Sydney@anthem.com with your username and a brief description of the errors you experienced. We would like to look into this further. Thank you. ~ Sydney ~",2021-03-18T14:28:46Z
slntreader,2021-09-01 16:20:22,False,"I just showed my colleagues that I can see my insurance card AND COVID-19 Vaccination card right in the app and they were amazed and thrilled and went to download the app for themselves.
I order my prescriptions on this app AND it includes coupons for various prescriptions (when available) so I can save money.
I have also used the chat feature to talk with a representative quickly rather than wait on the phone.
I love that my benefits are clearly listed too.
This is such a help for someone like me who seems to lose everything.  Thank You Sydney!",5,I love this app!,25009475.0,"Hello, thank you for taking the time to share your feedback with us! We're always glad to see our Members having the positive experience they deserve. If you have any questions, or want to share additional feedback with us, please let us know at Sydney@anthem.com. We love to hear from our members! Thank you. ~ Sydney ~",2021-09-09T18:08:38Z
insaineyesay,2019-08-31 12:27:41,False,"This improved app is MUCH smoother, snappier, and native feeling over the previous app. The colors are nice and the new chat feature is actually kind of awesome. I imagine new learning  capabilities and responses will come from that AI in the releases to come. Now I can just type what I want to do in the chat rather than pressing buttons, looking everywhere to find it. Really cool. 
The development team at anthem has stepped it up BIG time. Great job! I’ll admit I’m looking forward to all of the new features and integrations that will be coming in the future. 
Again. Great job Anthem.",5,Definite improvement over the last app,,,
Dummblonde,2020-05-26 00:37:53,False,"This is a VERY frustrating App.  They claim that I have already accessed it, and yet it denies me access every time I try to log on. Says that my plan may not be valid and yet I know for certain that it is valid.  My option is to call “customer service” but that is an ugly wait time and frustrating experience that I am not looking forward to.  
Frankly, I have gone without healthcare questions being answered, just so that I didn’t have to deal with this.  What a great deal!",5,Have NEVER been able to log on successfully.,15577001.0,"Hello, we're sorry to hear that you have been having issues logging into Sydney Health. This isn't the kind of experience we want for any of our members and we can understand why that would be frustrating. If you could, please email us at Sydney@anthem.com with your username and we'll look into this right away. Thank you. ~ Sydney ~",2020-05-26T15:32:50Z
Neomikin,2020-04-22 15:18:46,False,"So I wanted to find a clinic near me. I type in “find a provider near me,” and I receive a message I do not have access to provider finder. I literally cannot find in and out of network providers in the app. I then clicked the “Care & Cost” finder option that it provided. That option, does nothing, and the option list came up again. I hit Care & Cost another three times with nothing changing. So finally, just for fun, I hit the COVID-19 banner at the top. Corona is typed into Sydney, and she replies, “Not sure I got that. Ask me again.” I’m really not the type to leave reviews, but when your health insurance app can’t tell me about something you made a banner at the top, that’s an issue that needs fixing NOW. (Also I should be able to find providers, but maybe that’s just a me issue.)",1,Does this app do anything helpful?,14868732.0,"Hello, we apologize for the inconvenience and can understand why that would be frustrating. Could you email us at Sydney@anthem.com and provide your username? We'll look into this for you right away. Thank you. ~ Sydney ~",2020-04-23T16:07:23Z
CuteMariMari,2020-11-25 16:18:42,False,"For a year now I’ve been with Anthem, they’ve been wonderful in all ways, but with this app, it’s not accessible for people on Medicare or dual Medicare and Medicaid eligible individuals even though they keep pushing me to use it with pop ups, it keeps telling me I’m not registered with anthem. When I am. I’ve tried to talk to customer service months ago for the app and they gave me things I had already tried uninstalling, reinstalling, changing my password for me, none of it worked, I already knew that since I tried it. They didn’t seem interested in fixing it on there end just trouble shooting in my end when it’s not an issue with me. It’s the app. Love anthem but I hope the app gets fixed.",1,Never been able to log in and they haven’t Helped,19446493.0,"Hello, thank you for taking the time to share your experience with us. We can understand why it would be frustrating to see prompts to use the Sydney app when your account is not able to use it. If you could, please email us at Sydney@anthen.com and we can offer more direct assistance. Thank you. ~ Sydney ~",2020-11-30T19:30:57Z
sam_mcguire,2019-12-10 17:34:21,False,"I saw a lot of 1 star reviews with some serious hate for this app which made me nervous. The old app I was using is gone and a message popped up saying I had to switch to this one, which is the only issue I had at all. Once I downloaded it, things worked at least as good as before and I was able to do all of my normal tasks in the app. It didn’t crash. It was pretty quick. Nothing seemed off. So either the app was fixed or the negative reviews have some grudge. I am a college professor and don’t work for the company and I have zero invested in the app. I just want to make sure an honest review gets posted.",4,Seems Fine,12326014.0,"Hi sam_mcguire. We're glad that you had a positive experience and appreciate your feedback. If there is anything we can do for you, just let us know at Sydney@anthem.com! 

~ Sydney ~",2019-12-10T22:44:48Z
bairnns,2022-03-17 22:42:34,False,"I guess this is useful for people who call for ultra basic questions. But that’s not me! For almost everything I’ve tried to ask it, it says the app doesn’t have that information and I have to get an agent on chat or phone call. Plus it loads slowly, not just on opening but everything I select. Yes I update- it actually forces you to, which means it takes even more time if you’re in a hurry. My iPhone isn’t the newest and best but neither is it nearing the end of a normal lifespan, and this was the case both before and after I got this phone. The only thing I use it for is to renew Ingenio prescriptions.",3,Totally inadequate,28704243.0,"Hello, thank you for taking the time to share your feedback with us. If you have any questions or want to share additional feedback with us or need support, please email us at Sydney@anthem.com. Thank you. ~ Sydney ~",2022-03-21T22:26:17Z
RikNem,2020-09-11 18:55:48,False,"I got this app for my college-aged daughter so that she could find care in her college town. But, whenever I or she visits the “find care” spyglass at the bottom of the page, it brings up a screen that is clearly meant for a web browser, not this app. Worse, the screen doesn’t scale to fit the screen of an iPhone 8 or 11, so you cannot read the choices you are selecting. It is useless for finding care. It does a decent job viewing claims, viewing your insurance card, etc. (although my phone won’t fit into the card scanner at my physician’s office, so I still need the physical card), but until the find care option is fixed, the app doesn’t work.",2,Terrible on Phone,17874010.0,"Hello, thank you for sharing your feedback with us. We can understand why an experience like that would be frustrating. If you could please email us at Sydney@anthem.com with your username and we'll look into this further for you. Thank you. ~ Sydney ~",2020-09-14T16:44:19Z
