reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOFozvv_-6jfS4TBJUThM8SLYFo3Amb1qp4j36hr3qwAp6rnzlolU1_Nx4aW_B2ZWFuAbY0dESA-OcvJ6w,Dale Smith,https://play-lh.googleusercontent.com/a-/AOh14Gj1an4V170CfmqY3VW-vDzltqV3LxGRY-Eoj-cH,occasionally I can't get into the app,4,0,2.8.0,2022-05-10 18:33:30,,
gp:AOqpTOGwHpWM7PtrHM1svSoP_rIZuh9Yxk4-eqAiPfexiF-W2E3uKYeXb-EsqvJeAl5_C2EcA9kSSLwyz34IBg,Tiffany Marie,https://play-lh.googleusercontent.com/a/AATXAJxYxEAyor-K0gSechrPc09ejPe40wgE8RZla_i9=mo,"United Health Care has $175 FOOD BENEFITS CARD /OTC BENEFITS Once a month.. Which is Better than any other Plan I've ever seen.. With $0.00 co-pay and $0.00 premium. And Vision/Glasses/Dental/Hearing lots more. Medicare and Medicaid services. AARP too. I am Disabled.. after 2 years of being Disabled. . So Glad I signed up..... THANK YOU UNITED HEALTH CARE. SINCERELY, Tiffany Marie 05/09/2022",5,0,2.7.0,2022-05-09 20:11:50,,
gp:AOqpTOGv0zfWFRAzGHlKU-A9w81KIZxiWCR1HS6B4iCDgdKMRmV1rwcLNgbYECMAVDLu9De-wtWW_rRLFIXykw,Delaine McLafferty,https://play-lh.googleusercontent.com/a/AATXAJySZEp6q-sl7LKVG-MdZQ3Y4kpQ8PsDF4ibVpWI=mo,It's too hard to find the information that you want. Like your year to date out of pocket expenses.,2,0,2.8.0,2022-05-09 17:39:21,,
gp:AOqpTOG1DGL2OU-bnnqYwLn-IJYYmztA3i0XZ7AFsRBYko2UWYxG_UaWZcBhZoG7OvynRBdtvOlnYD-e-yZLWQ,michele berg,https://play-lh.googleusercontent.com/a-/AOh14Gg7AsKYym51s3YDLZMz4aR_fOweIm7mAG7C6ykZNXg,Keeps displaying error message,3,0,2.5.1,2022-05-09 07:06:46,,
gp:AOqpTOH6XmmENBwiXaBxc8g1fTQtgTUmLtnzJoyweteITnQyLvDiwI1_bLutlgpljwL6W-i-iGJ8bXOrqzdfxQ,Lisabeth Dixon,https://play-lh.googleusercontent.com/a/AATXAJxtfwB0TAhOcLttO_2dfo1dm2Or6UA5vlDDOaE2=mo,LisabethDixon Save,5,0,,2022-05-08 22:29:42,,
gp:AOqpTOHvrQYKK3w1tuvr0TK3j6tli9b5rIla5w-erB826aHJQqrYFh2yuWSiyHJ-mg7qAKy1PfyyTpr1_IodqQ,Teresa Fleger,https://play-lh.googleusercontent.com/a-/AOh14GiSHYE9MPTVO35lncsNWbw7RG0JTdOVM_Gih5JBQg,Great.,5,0,2.8.0,2022-05-08 03:07:39,,
gp:AOqpTOHpULGKT-oWPW_sIe3MYICXS5p5FvCem4R_60Pi584wAJU8MbaS8bf4Bv1LuMIMxUusp6YJN4-VhdQwuQ,Kat Gilliland,https://play-lh.googleusercontent.com/a-/AOh14GjZndvKMxx5Bly0oOAgTf3NmD0l8E7aWDFdkYDD4g,"This app used to be very good. Had pull down menu on left side and it was really easy to get to renew rewards to sync Google Fit and get credit for my steps. Now, there is no link to go anywhere. There is an option to add renew rewards to the home page, but...it will not add, so unable to sync my phone and Google Fit to get credit for steps. Also frequently gives the message that ""something went wrong"" and it needs to close. It now is totally useless, and the little bit of info you can get is not worth it. Plus, if I wanted to check my claims, that always has ""unable to load claims"" message, so what is this app good for??? Nothing! One star is way too much, but there is no way to leave zero stars. UHC, please fix this app or go back to the old one!",1,4,2.8.0,2022-05-08 00:11:05,,
gp:AOqpTOGVyO77JfZzznTiqcUgunj8ohsVvBFomcwnqVqYf9gnW8xrPAYn-73ZsY1WOC2s0n_Iu5qaZsfoQ-c1tA,William Green,https://play-lh.googleusercontent.com/a-/AOh14GjqNFG9SZrVLKj6v6GapU048LTCAE4vBcqpfZD-,App will not upload.,4,0,,2022-05-07 15:40:59,,
gp:AOqpTOF_eWzvu0gz89Z0p42g-M2mHsEPzkxS9E3YP_HnPjGLcp6A_mRKtBNqnEK3ZvwqPSwEBrT519sTqfxI5w,Janice Ellison,https://play-lh.googleusercontent.com/a-/AOh14GjwPBYGCzLK7aTx-QO6i7LBUHpnsX2f91ffG9iJXw,I don't think I don't think everyone should be able to see my information,1,0,2.7.0,2022-05-07 12:19:14,,
gp:AOqpTOH4JjN-R8qLGiS1Ri8CxSqOr7YQpCtmGTMVW8oZebaiR2hu2cMUuoaKpYKb-Qk1UGRZZFFOoTTlHjJawg,Sheila Jones,https://play-lh.googleusercontent.com/a-/AOh14Gj7k-PNKspAfVw1jMIPoRnQnYm4BiRJXPf81PuaBg,very easy to use,5,0,2.5.1,2022-05-07 08:02:18,,
gp:AOqpTOEvJbnVRDrZKYzEVjPJN3j6Xqu3kSxlYP-fh3y_xxkdF8wZvvziu2zhQmtXrDUnDGhAd02r24s9YxO-gQ,Christopher Bevers,https://play-lh.googleusercontent.com/a/AATXAJz9R9TWA0w0M8hYzWJnL1aakFqzp0mAPkUjNSAe=mo,Limited information available.,2,0,2.8.0,2022-05-06 09:37:19,,
gp:AOqpTOGNMZ2lZjhtF50JIfbf_wI7nxE7gKPk5iXnZLTaKxvzAdRqZpIPU-gEebJSZ8qt230D9HCENnEJMId-Ew,Brian McBride,https://play-lh.googleusercontent.com/a-/AOh14Gjsqp_XkRaqE3WnThKHP2L38ei6O-DDma4MZk-Z,out of date medical information. not much use.,2,0,2.7.0,2022-05-06 07:10:45,,
gp:AOqpTOGtWw_5GjbCUC8M26m4ayYeDPnDjwU2vlaUPvzigeCCB4xumpVvayjifHGEIsf3apChzZ668sDFV95Law,Wyatt Anderson,https://play-lh.googleusercontent.com/a/AATXAJy4OMvWJb5jaUs-6sicnQr49tfsBGmv4u3VWGkj=mo,why does my insurance only pay for 10% of prostate biopsy?,1,0,2.7.0,2022-05-05 19:50:15,,
gp:AOqpTOGvdLkaTnEQtZ_8XvufdWwSWGRrK82mlwnk6J1TkgQcApyXhsaE9kCpZvmnWM7fqXZ9Su4PZIe4wIGWxw,Fred Williams,https://play-lh.googleusercontent.com/a/AATXAJxYggQJZiJr3akZ1UHMrUt_vhA9rpnrixOPLIkD=mo,"friendly and caring staff at archwell, which is where I go; it's senior oriented.",5,0,2.7.0,2022-05-05 19:24:09,,
gp:AOqpTOFqnZlKDEwmaejgV-LGaH0eGRXXTcy0eruuggYVyR1d1H2W2PKxqKbqeBXIFQLybanzrI31D_Yl4XnhjQ,SILIS Productions,https://play-lh.googleusercontent.com/a-/AOh14GhyAAMao6d_ueSEAQ1giHYig53QxVXbJQUr2DlnmA,Can't even login,1,0,2.7.0,2022-05-05 15:23:45,,
gp:AOqpTOFOVL1Ac60J74WQC3ojwtFa1UYS-52Ga-Tx-DvWAF961GDlQXKi1DF4-OBC3wAkrXKb4fZ3wPDoiVdiQQ,Michael Urbanski,https://play-lh.googleusercontent.com/a/AATXAJxjjkKzTfrzCD6Td00CgcCn10aPeU7ME8PZG4b9=mo,Can not find what I'm looking for all I've just wanted to know is how much I have left on my car for Non prescription drugs and I can't find it anywhere,2,0,2.0.3,2022-05-05 11:43:02,,
gp:AOqpTOFXP7KpsEvwGLrqyPVP5SyAbJIiZ6vyPdsZc4dx1XOTHvKRCUY-Go_cj9UTStHwE75dF0hrSYyNyaNqEQ,Ted Doty,https://play-lh.googleusercontent.com/a-/AOh14GiKDozFGr9KWTh2YuTjeogUOSvGVmXAXn2XfQVKzg,wouldn't let me get a call from a nurse,4,0,2.7.0,2022-05-05 11:35:36,,
gp:AOqpTOG6wm8V-LTRtGsSWayFKYGpTVPY-3AjCJDgy4O4JQTjwc6jE48uvwtXv3FYesyaqUWD82m0fsE_R-5l7A,Eric Cole,https://play-lh.googleusercontent.com/a-/AOh14GinFznYxPLdbSIbfvvZ9U9dajLlSjIzCQNXcon8,Good,5,0,,2022-05-05 10:35:51,,
gp:AOqpTOFCGDLOYAhH0IB1KbdOaWht3LDC8Rqu6brTgaSels1F_43RxG95LwxW724mzo2w46pFRg6aJ8xkMqvXoQ,Tavia Lariccia-Von Rissen,https://play-lh.googleusercontent.com/a-/AOh14GghbEVg0Mxjpnmt4uqZeZ0B3QPP7uQddCZKEprp8Eo,Makes my life a little easier.,5,0,2.8.0,2022-05-04 16:17:49,,
gp:AOqpTOG9fl8j80lCzJ798ftRT67pMRmnafmmIn3R7r2X2H7UeLnwI9TJvBRT-fgGR97iYHMe3ApKk01rRDHr1w,Erich Flertzheim,https://play-lh.googleusercontent.com/a-/AOh14Gi7wI81M1N1_BpviFfNDRAZX1WAkZUBvHBF-GOsgg,I don't like being forced to update the app cause it no longer works. I don't have much room to install it!,1,0,2.0.1,2022-05-04 15:00:50,,
gp:AOqpTOEbMu_gzTxT5Zozky7rALe9WMBmolu7DGGNooP5RF9VUPMU-mRLcnslh38rnuPtw0a1074tQq1EGFP6Fw,Anthony Stevens,https://play-lh.googleusercontent.com/a-/AOh14GjBCQJ56TlYSU1__GeuLIQHpZP1q6mCBNf88wnbeA,it's a good health policy that really provides care,5,0,2.0.3,2022-05-04 05:02:32,,
gp:AOqpTOHJMXXkJXFWjYCMgsK6wHGtTdayIGgwd0CIjRJ1Z0S0QVfnVj3N1Nph1F6vWi-BN51DTAfnaGPexy9xJw,Adrian Cole,https://play-lh.googleusercontent.com/a/AATXAJxiTkVIkVBGT9yu9xi54b1u_3EYOpGUJJuvokLg=mo,great plan,5,0,2.7.0,2022-05-03 19:57:01,,
gp:AOqpTOGtNlPA3vFc9r03HhfeE75UpM2lQ4-ZaukJxZ-Akc1RLmha7uv5xKrs1iRR_1juStek_UDTVoGXvk2ysw,Liz Parr,https://play-lh.googleusercontent.com/a/AATXAJwxIwNVUCX5LLtdvMCumSaXmcUvfqOZwGSTgQDb=mo,connects me with providers NOT in network!,1,0,2.7.0,2022-05-03 17:57:31,,
gp:AOqpTOGd7X1kht_emPGAA_G3YvHLl_So5nEQya87YmBbPOXocbW6FOciDUzDhIdnb3qQoyvjk3qtUnfCgbSQTw,Kimberly K,https://play-lh.googleusercontent.com/a-/AOh14GhrhkVJUiq0UnOJoPS7JU8ChF7XRgqoomzy6R_Eiw,App doesn't work. Every time I try to log in it tells me to create a health safe ID when I already have one. When I try to create one it says I already have one and send me back to log in. Just and endless loop!,1,0,2.7.0,2022-05-03 15:47:43,,
gp:AOqpTOEgX7wWhv0iJA3Xop-o0nF9Vhd16xE6OrSF3i57QWReFrP5Vu5bw6K9NTsRv476bboePC5yLe3DsJevrg,Colette B,https://play-lh.googleusercontent.com/a-/AOh14GhtOcsXwCOb1zNMrK7kwb46rcz8dPp_RHXofkV0MA,This app sucks. I scanned my card & all I got was a white screen.,1,0,2.7.0,2022-05-03 03:55:37,,
gp:AOqpTOFQo7d-u5J7kbQGkQDLD2639B_Q_hWX9iKalYPfUVeA8gAq2jcalOnsTjK-eHr3A8yK8vwcXOIhZa2gQQ,Dreika Davis,https://play-lh.googleusercontent.com/a/AATXAJzohTHfEs7oDaBpYH8yMK_yU-a4Y6gBMs7_vFDd=mo,The app was working completely fine! Then when it updated all of a sudden my plan is not supported by the app😒. Would literally give zero stars,1,0,2.7.0,2022-05-03 01:17:21,,
gp:AOqpTOEAC-X_17_mJP5SBA9P2xnSK6UKXgV27JeVsWCB3TFizAN3uJCiBki9XhdUY8jc5LbmzlntuWAMOLr9ew,John Kamps,https://play-lh.googleusercontent.com/a/AATXAJw3OFlT-PiPHJqJyAifIM7r365LRZtiBFs8RxH3=mo,Its an excellent health care.,5,0,2.5.1,2022-05-02 21:13:28,,
gp:AOqpTOFUnBUoTMwf17F08kzkxO9ZqvHRQpBP3lG8UCjQ7zSvq9P1165BVtOzL3vY0qcYF1gb8sVu3d67WGF9tg,Sturmbannführer,https://play-lh.googleusercontent.com/a-/AOh14Ggyz_ICg_Rm43JA0ZzDN8P5qUDCtSxzqgllg7Yc,"Worthless app, cannot even sign into account. Error message ""We're sorry. Something went wrong. Please try again later."" Tried later for 3 day multiple times each day and still not working. Was told I would receive a callback regarding the issue and have not. Website has issues too. All sites or apps using this same design or sign in stuff have the same issues, UHC, Optumrx, AARP, and others. Uninstalling apps and will no longer use them or the websites. You can deal with me on the phone now.",1,1,2.7.0,2022-05-02 14:01:13,,
gp:AOqpTOHw82s5zlG9xnbpi7tn4A1QSl1Tfau5z9g_2kv8ZpNdmIsdQA0qq8g8LqfFIkniWkYs-GRpiwsQ2AXQCQ,Bette Sample,https://play-lh.googleusercontent.com/a/AATXAJwwlryn8UbkxqlenDagoRRObJn3eiFOyuC_Zsy0=mo,Can't find my account,1,0,2.7.0,2022-05-02 12:36:11,,
gp:AOqpTOGf6ycclh7ZeXcYLXCBJ7cXVnW0Lz7tensSiYPpaaKwDrl-vyMlXV75xZNZnhEODxblRC_vHfsti-e7bQ,Denise- Marie,https://play-lh.googleusercontent.com/a-/AOh14GiaUdiAKFprqteh7nF36P1oCbwZ7xD-r59GsEL3Ng,only able to get basics not all health care plan details available,1,0,2.7.0,2022-05-02 09:32:28,,
gp:AOqpTOEIUSWlK0U6BtgJEkM-RTvMb7ByqRgagH6pu6rhnBeEasELMJviD4HHQcG0LW8VuFfPFZE3D07ju2yJZw,Linda Maltsberger,https://play-lh.googleusercontent.com/a/AATXAJzU3xvFc3g3NuAK80wTGZc6NMYmFN56FJh_ojoZ=mo,Won't let me recognize my email to create the account it's been happening for 2 days now,1,0,2.7.0,2022-04-30 16:58:17,,
gp:AOqpTOEs8URHe8uGOitGp-nIBrp5G45cMmjzTei9CvwQGhMbPEyhwJSPXTkMBofX8J0JTOws9XVUpjoyfMmnlA,Pamela Denniston,https://play-lh.googleusercontent.com/a/AATXAJwBLMBfRXRoUoFU-xsnUBmsEXM0aKeciH6WBYw=mo,great,5,0,2.7.0,2022-04-29 10:11:30,,
gp:AOqpTOFhf1t4yL7cttJ7BugFmmMvaBR2OBZWPmNp6x7mVQOYY2QiLzxQYaVvk23phoPEvZGcCtAlhjlRcbkBeg,Jessica Santiago-Almodovar,https://play-lh.googleusercontent.com/a-/AOh14GiKzF98u2_crldeY2jEclK0KFiRNtWE3pqUw_iXyg8,cannot download id card,1,0,2.7.0,2022-04-29 06:07:22,,
gp:AOqpTOFzuk32Ooen3p8U2iH_ruEIXXz3sPwdrj2MtmG_Sqo3CvoxnnsjqRVCAL21fJHLbmUTQPQoAgqnPuyfQg,Courtney Vcelik,https://play-lh.googleusercontent.com/a-/AOh14GjwH1CMDrCyHb8UuBWjR-8JkScXQ8qqHF4opglJTmI,Everything you need right in one place! 😌,5,0,2.7.0,2022-04-28 22:33:42,,
gp:AOqpTOHsZMrM3FgV3KpNjhbeqMxYa7wHSzg6J5_0RhUbPxSqg7brIKmi3Tr0T7S8L6Wr5BQR0le97KV-8mPkmw,Manish Tripathi,https://play-lh.googleusercontent.com/a/AATXAJwl06tBj8NbBNuB4fZVIQgtdUgDIwlhJ-o5hnZx=mo,convenient,5,0,2.0.2,2022-04-28 18:04:07,,
gp:AOqpTOGcaQuRzsVVviOSbxQXtHSmhGhT2mv-i-iZrXuzGjQ4CYT5UYLoiqhUTT0YNCG9ZS-34S7KTDPeBg3VTQ,Steve Flanagan,https://play-lh.googleusercontent.com/a/AATXAJzDhM7g_fBQ-jQgHdnxaHp829urpSkRkpk5IrGR=mo,sucks,1,0,2.0.1,2022-04-28 07:27:13,,
gp:AOqpTOF5vzOvrPc4x9qOXqSGINQkdrwHRcTDAGahYW72Hm5zfc1SjXJssD9P8-hexglbcRKX3M2AhmWr3c_orQ,john p west,https://play-lh.googleusercontent.com/a/AATXAJxG9k56ruAptEV6NGBomXuOy20lcSNsQUR8B9WU3A=mo,Excellent app,5,0,2.7.0,2022-04-28 07:20:40,,
gp:AOqpTOGDgHMq34EWbuM3c3xfHh2il9EnGk2-HGdB9K4JOTjr4I6legUukQdMR9WV4946dj0wGIgS8e2kdN0v0w,Shauntia Woods,https://play-lh.googleusercontent.com/a-/AOh14Gix_GfyXosn7YpGJj9phlCwqhGiZAPinHCG5Mmg1Tg,App glitches and keeps closing on me,1,0,2.7.0,2022-04-27 12:48:52,,
gp:AOqpTOG05OEucLNzN-8YiQYSFRBvvxfsnPMC3aBKcfsskSwL8U22ocaHdGdYinQ-kVsr9KE0ZpQdofz6QxI73Q,Mary,https://play-lh.googleusercontent.com/a/AATXAJxy_u5sDw7Q_G7RW7De3fEdPa30JwMfV4Dv2SdY=mo,Awesome,5,0,2.7.0,2022-04-27 12:16:16,,
gp:AOqpTOGqNvl4psbNMQ9kINobgFHIsBoeG80LEyrNLAC7GlPvrwUsH0BseBhll0cKDwTdayssMeavm_5m_lxqbQ,William Stephens,https://play-lh.googleusercontent.com/a-/AOh14GgIg5XNMApVOCtGIUof7RRjkjn2IBlJzUTBz4o,"The app gives a very good overview of your benefits and all the times/places you have used your insurance. The information presented can be a little overwhelming at times, but they do their best to put in explainers for everything. If you have United for health insurance I would absolutely recommend getting the app to go along with it. The virtual visits feature is also extremely helpful and easy to use.",4,12,2.7.0,2022-04-27 06:36:39,,
gp:AOqpTOFE5HIpzeGeeDOpYrBNpWhBQ5GUIN_wZyffPMh89oyLgwzoxVq_oUoR-XyOekRKtMBbUPoC7gqeCWepgw,TOLO AL,https://play-lh.googleusercontent.com/a-/AOh14GgOcKgdf_1ee80EQ3R_QsZ7fzobDl7HVgW3XMIFtQ,"unide health care,is the best health care i never have,over 10 years i am a member, am recomend please check the benefits meny dr.-many specialists am ALDO ,CHECK PLEASE AND I'M NO YOU GOING TO ENROLLMENT, LOVE YOU GUYS, CHAU FOR NOW....ALDO",5,0,2.7.0,2022-04-27 06:24:49,,
gp:AOqpTOFLnoYdg_nt--gFo-eFy-LUDdpxgWKXUl0UD6JyQjleznYJK7Pd9LWKzQ_FZsHIjiOsLUL-GWSzorrKCg,Ly Hansen,https://play-lh.googleusercontent.com/a-/AOh14GgexCDV4OOUG8cM83r9bPSwE3t3bDotyZ0REecNeg,App continues to not respond on the sign in screen. Can't sign in or access my healthcare cards.,1,0,2.7.0,2022-04-27 05:16:45,,
gp:AOqpTOFS3IzStWQbKmEFMkW6HFUwprdQWPAQKQY__gnKg8G2l_4lx172ZRd9tcDUIcfrxuYcMwRPobZg_MB9Uw,Sandy Hearne,https://play-lh.googleusercontent.com/a-/AOh14Ghx2EaTb7bbIJROn1SfTALNYuYySx0HMA-JDdNpZA,Very helpful.,5,0,2.7.0,2022-04-26 23:32:27,,
gp:AOqpTOHNp7WqTye_GE_2A5SUKUtNlHyc8D1-lagUCMV7gYXtB_4_QisM0hZZcFlesCQ1ebpzjs7XCe9Yq4e_Qg,Vadim Pozdeyev,https://play-lh.googleusercontent.com/a-/AOh14Gj4hOEqdI15yF0qo76KLQEJpJi4AovslHR1zAQmQDM,Very useful 🙂👍.,5,0,,2022-04-26 20:40:23,,
gp:AOqpTOHnw7sbHa5uqL6wrnhATkWBMNEMR-PlIfOhLf3zPAXIqp_A0nei5QGMwYGq59a3ob9R7jopA4ENgC-BKg,Jorge Lozano,https://play-lh.googleusercontent.com/a-/AOh14Gj0-qg5LQ8APmoV1btdw_-aW9Gpi4yJDGZ-tUYD,very Useful,4,0,,2022-04-26 11:25:11,,
gp:AOqpTOHQrJ0fQWgLFG7SkxprcsoZdZQgWqwMCJWdWttCdChIS8tKxFOOKjvL3fEJXk7YxhwFhRZ98EGLsxaKew,Bryan Agent Provocateur,https://play-lh.googleusercontent.com/a-/AOh14GhGPXh1nn3zOHVrj9UGzk6gQ-f0BYGnUo1ozTVhLQA,Worthless POS App!!!!🤬👎,1,0,2.7.0,2022-04-26 09:28:40,,
gp:AOqpTOHdSRDC1IY9_BAUaHrgCV_6o38HOi7hlRes0zNd_dHUTe79hjqIL6l2X_vnP2obbTuybJqLjEUCie8KUQ,Donna Werner,https://play-lh.googleusercontent.com/a-/AOh14Ggs6RQBS1V7CazZ2D6n-l5RrfANq3ocutOQSTbFy6A,Keeps taking me around in circles. This is super frustrating. I deleted the app because I need peace and not frustration in my day.,1,0,,2022-04-26 07:17:54,,
gp:AOqpTOGS1HySBh4QHw0StbDIAASWZ90IkqBqzhIKQn_nW0jo1viEKqE7qQdzX8PgkcGGStZ07eJavnbgDm5FUA,Daylite in Tally,https://play-lh.googleusercontent.com/a/AATXAJwWHVWQuaDKi0Evz-BEt04cD1C-z8ulxdXyQtys=mo,"First, I love healthcare. This app truly allows you to manage all aspects of your health plan. The best thing is it shows all the benefits of your plan AND how and where you can utilize them. e.g. how much you are allowed for vision AND the providers that take your health plan. I highly recommend.",5,0,2.6.1,2022-04-26 07:06:05,,
gp:AOqpTOFTNvbMcGWr-h9D6OFbB7BcNrLVuBJIDJNwu2W87l_NmaGe60sAOcYkU-fPel1FY1U9JBJTMTSreYnN-Q,Matthew Neil,https://play-lh.googleusercontent.com/a/AATXAJzI8pn5sw5XtfFXpB0di2d81DtU8i17iw1EXnCW=mo,"Organized, great detail and user friendly.",5,0,2.7.0,2022-04-25 23:21:57,,
gp:AOqpTOGa8h4AZvBE5r2297YeEQMX2aohh4qx4KXeN77KsCnqO4REpj3JOV8uXvWUeY9ZsuEmfSFhrkn0V8FRdQ,Stephanie Martinez,https://play-lh.googleusercontent.com/a-/AOh14GgtHlLkqxWB2aIalBnhjHS-WfZ2UX2SwZe4Z3WIMi0,I so freaking dislike like people that don't want to do their occupation's play your role or go home!,5,0,,2022-04-25 12:35:00,,
gp:AOqpTOHs9KqZVgFzUqWivMR3BCB8bsZgMFN1441vLf4o_CI2osEdaVrJ01Ll5Y1gp4IW7H3gNt0AIftU5i3EjA,Kxnnibxl,https://play-lh.googleusercontent.com/a-/AOh14GibZQpLIY8qiDJtflWPYzomTylCOmqZxnccI_mA,Downloaded the app today and was able to find a provider pretty quickly. App works pretty smoothly on my S10. I did notice that everytime I attempt to to create a vaccine pass my app crashes completely and immediately on my Galaxy S10.,4,0,2.7.0,2022-04-25 08:42:32,,
gp:AOqpTOG2WFMQ-oTGbmyoCYDFslT93cyPp1ApiOjxrnHN7EIi4lr_0G8ykWQUcyPzALR1e9ZsGm-axzsIbky9ZQ,Jeff Potter,https://play-lh.googleusercontent.com/a-/AOh14GgEYDPW5ZKnwLIjgO1O-moX5D2JnDuxuYAl-kTWig,it forgets the log in info and causes a reset of the password everytime I attempt to log in. The app sucks once you get in.,1,1,2.7.0,2022-04-25 06:52:36,,
gp:AOqpTOEuEnvEzFXwCBtLAmW6XYlKNF74AqaNBPeTuRxI6YIUK8t7wzl-5KZV7u4E8g5bo2v1X7dpB0GIXf0_IQ,A. Anonymous,https://play-lh.googleusercontent.com/a/AATXAJwbTiJPDr_uE4JzCrKSYYr93chjH5ykyW7mDtw7=mo,Can't the app at all. Need to see the doctor but can't access my information,1,0,2.7.0,2022-04-25 03:31:24,,
gp:AOqpTOHb8rxwip8l-E5foh4b6yxMjjzCP-8m-sktABZOHwKEDIC59NZ65S62yUIZVhzDl4R70kuuUzgAkiIftA,Sam'nHeather Sawatzky,https://play-lh.googleusercontent.com/a-/AOh14GiUT0GeF_Cb8bkdMpcaG6EQGdGHkk3P0uGVERfW,Mobile App doesn't seem to allow you access on details of plan regarding what is allowed/not allowed. So I scheduled them to call me (nice feature). We'll see how that works.,3,1,2.6.1,2022-04-24 11:37:37,,
