"post_id"	"conversation_id"	"disease_id"	"author"	"num_stars"	"timestamp"	"in_reply_to"	"is_primary_question"	"num_replies"
"HIF2016_DIS01_CONV10_POST165"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"CrohnieToo"	"0"	"1323039600000"	"Col73"	"false"	"0"
"HIF2016_DIS01_CONV10_POST166"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"club2420"	"0"	"1349647200000"	"Anyone"	"false"	"0"
"HIF2016_DIS01_CONV10_POST167"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"avenge"	"0"	"1350079200000"	"an a hole Dr."	"false"	"0"
"HIF2016_DIS01_CONV10_POST168"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"EmSaCo"	"0"	"1362178800000"	""	"false"	"0"
"HIF2016_DIS01_CONV10_POST169"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"GDP1966"	"0"	"1366236000000"	"EmSaCo"	"false"	"0"
"HIF2016_DIS01_CONV10_POST170"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"TiredDesperate"	"0"	"1367704800000"	"EmSaCo"	"false"	"0"
"HIF2016_DIS01_CONV10_POST171"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Sbgirl3836"	"0"	"1380837600000"	"Montey25"	"false"	"0"
"HIF2016_DIS01_CONV10_POST172"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"stylish69"	"0"	"1439848800000"	""	"false"	"0"
"HIF2016_DIS01_CONV10_POST173"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Ray8888"	"0"	"1440626400000"	""	"false"	"0"
"HIF2016_DIS01_CONV10_POST174"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Niklee327"	"0"	"1440712800000"	"saradan"	"false"	"0"
"HIF2016_DIS01_CONV10_POST175"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"lfdmaster"	"0"	"1445378400000"	""	"false"	"0"
"HIF2016_DIS01_CONV10_POST176"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"cynthiawan"	"0"	"1448924400000"	""	"false"	"0"
"HIF2016_DIS01_CONV10_POST177"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"steph4528"	"0"	"1452812400000"	""	"false"	"0"
"HIF2016_DIS01_CONV11_POST178"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"Maza69"	"0"	"1300748400000"	""	"true"	"9"
"HIF2016_DIS01_CONV11_POST179"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"emg454"	"0"	"1302645600000"	""	"false"	"0"
"HIF2016_DIS01_CONV11_POST180"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"emg454"	"0"	"1302645600000"	""	"false"	"0"
"HIF2016_DIS01_CONV11_POST181"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"KimK1"	"0"	"1303164000000"	"Maza69>;emg454"	"false"	"0"
"HIF2016_DIS01_CONV11_POST182"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"meow07"	"0"	"1340661600000"	""	"false"	"0"
"HIF2016_DIS01_CONV11_POST183"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"LOSTG1RL78"	"0"	"1407708000000"	"whom ever"	"false"	"0"
"HIF2016_DIS01_CONV11_POST184"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"Liveroom"	"0"	"1413324000000"	""	"false"	"0"
"HIF2016_DIS01_CONV11_POST185"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"Liveroom"	"0"	"1413324000000"	""	"false"	"0"
"HIF2016_DIS01_CONV11_POST186"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"Megadodger"	"4"	"1414969200000"	""	"false"	"0"
"HIF2016_DIS01_CONV11_POST187"	"HIF2016_DIS01_CONV11"	"HIF2016_DIS01"	"IBS_Coach"	"0"	"1451689200000"	""	"false"	"0"
"HIF2016_DIS01_CONV12_POST188"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"KentuckyBeMommaw"	"0"	"1199833200000"	""	"true"	"36"
"HIF2016_DIS01_CONV12_POST189"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"KentuckyBeMommaw"	"0"	"1200092400000"	"myself"	"false"	"0"
"HIF2016_DIS01_CONV12_POST190"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"KJay57"	"0"	"1200438000000"	"kentuckyBeMommaw"	"false"	"0"
"HIF2016_DIS01_CONV12_POST191"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"dancepage"	"0"	"1201734000000"	"KentuckyBeMommaw"	"false"	"0"
"HIF2016_DIS01_CONV12_POST192"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"gingerpotter"	"0"	"1208988000000"	"kentuckybemommaw"	"false"	"0"
"HIF2016_DIS01_CONV12_POST193"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"gingerpotter"	"0"	"1208988000000"	"kentuckbemommaw"	"false"	"0"
"HIF2016_DIS01_CONV12_POST194"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"gingerpotter"	"0"	"1208988000000"	"kentuckbemommaw"	"false"	"0"
"HIF2016_DIS01_CONV12_POST195"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Lalasoto"	"0"	"1210802400000"	"KentuckyBeMommaw"	"false"	"0"
"HIF2016_DIS01_CONV12_POST196"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"VCASILLAS"	"0"	"1212012000000"	"EVERYONE"	"false"	"0"
"HIF2016_DIS01_CONV12_POST197"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"jessnmy2girls"	"0"	"1266361200000"	"anyone"	"false"	"0"
"HIF2016_DIS01_CONV12_POST198"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"ladylori24"	"0"	"1267484400000"	"Everyone!"	"false"	"0"
"HIF2016_DIS01_CONV12_POST199"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"maggiemae288"	"0"	"1270764000000"	"anyone with constant pain with chrons!"	"false"	"0"
"HIF2016_DIS01_CONV12_POST200"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"slonyara"	"0"	"1270764000000"	"Everyone"	"false"	"0"
"HIF2016_DIS01_CONV12_POST201"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"TrudieC"	"3"	"1270850400000"	""	"false"	"0"
"HIF2016_DIS01_CONV12_POST202"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"twitch1167"	"0"	"1280786400000"	"crohn's"	"false"	"0"
"HIF2016_DIS01_CONV12_POST203"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"nikkie1580"	"1"	"1280872800000"	"KentuckyBeMommaw"	"false"	"0"
"HIF2016_DIS01_CONV12_POST204"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"christinebryson"	"0"	"1293922800000"	"back pain"	"false"	"0"
"HIF2016_DIS01_CONV12_POST205"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"christinebryson"	"0"	"1293922800000"	""	"false"	"0"
"HIF2016_DIS01_CONV12_POST206"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"cmanthomas"	"0"	"1294441200000"	""	"false"	"0"
"HIF2016_DIS01_CONV12_POST207"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"KellyAC"	"0"	"1320102000000"	"Ginger"	"false"	"0"
"HIF2016_DIS01_CONV12_POST208"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"battlecat"	"0"	"1320361200000"	"cmanthomas"	"false"	"0"
"HIF2016_DIS01_CONV12_POST209"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"greaseslapper"	"0"	"1320447600000"	"blood test"	"false"	"0"
"HIF2016_DIS01_CONV12_POST210"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"greaseslapper"	"0"	"1320447600000"	"crohns"	"false"	"0"
"HIF2016_DIS01_CONV12_POST211"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"greaseslapper"	"0"	"1320447600000"	"ostio"	"false"	"0"
"HIF2016_DIS01_CONV12_POST212"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"greaseslapper"	"0"	"1320447600000"	"docs"	"false"	"0"
"HIF2016_DIS01_CONV12_POST213"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"BURR1978"	"0"	"1325804400000"	"med help"	"false"	"0"
"HIF2016_DIS01_CONV12_POST214"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Silverlining15"	"2"	"1325977200000"	"KellyAC, Battlecat"	"false"	"0"
"HIF2016_DIS01_CONV12_POST215"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"case572"	"0"	"1326063600000"	""	"false"	"0"
"HIF2016_DIS01_CONV12_POST216"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"sniemi"	"0"	"1338415200000"	"christinebryson"	"false"	"0"
"HIF2016_DIS01_CONV12_POST217"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"ElizabethMC"	"0"	"1348956000000"	"the board"	"false"	"0"
"HIF2016_DIS01_CONV12_POST218"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Kathy2956"	"0"	"1355526000000"	"maggiemae288"	"false"	"0"
"HIF2016_DIS01_CONV12_POST219"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Beentherehavehope"	"0"	"1359154800000"	""	"false"	"0"
"HIF2016_DIS01_CONV12_POST220"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Guest101010"	"0"	"1361746800000"	"VCASILLAS"	"false"	"0"
"HIF2016_DIS01_CONV12_POST221"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Guest101010"	"0"	"1361746800000"	"dancepage"	"false"	"0"
"HIF2016_DIS01_CONV12_POST222"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"allie1013"	"0"	"1391554800000"	"BURR1978"	"false"	"0"
"HIF2016_DIS01_CONV12_POST223"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Dmals41"	"0"	"1395702000000"	"Beentherehavehope"	"false"	"0"
"HIF2016_DIS01_CONV12_POST224"	"HIF2016_DIS01_CONV12"	"HIF2016_DIS01"	"Day526"	"0"	"1451516400000"	"christinebryson"	"false"	"0"
"HIF2016_DIS01_CONV13_POST225"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"surprisinglife"	"0"	"1286488800000"	""	"true"	"13"
"HIF2016_DIS01_CONV13_POST226"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"meniere135"	"1"	"1286488800000"	"surprisinglife"	"false"	"0"
"HIF2016_DIS01_CONV13_POST227"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"bridget2007"	"0"	"1286834400000"	"surprisinglife"	"false"	"0"
"HIF2016_DIS01_CONV13_POST228"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"surprisinglife"	"0"	"1286834400000"	"meniere135"	"false"	"0"
"HIF2016_DIS01_CONV13_POST229"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"surprisinglife"	"0"	"1286834400000"	"bridget2007"	"false"	"0"
"HIF2016_DIS01_CONV13_POST230"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"surprisinglife"	"0"	"1287352800000"	""	"false"	"0"
"HIF2016_DIS01_CONV13_POST231"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"Cheekecharlie"	"0"	"1288911600000"	""	"false"	"0"
"HIF2016_DIS01_CONV13_POST232"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"ulcerativecolitis"	"1"	"1288911600000"	"Cheekecharlie"	"false"	"0"
"HIF2016_DIS01_CONV13_POST233"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"surprisinglife"	"0"	"1289170800000"	"Cheekecharlie"	"false"	"0"
"HIF2016_DIS01_CONV13_POST234"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"locoaloe"	"0"	"1294786800000"	"everyone"	"false"	"0"
"HIF2016_DIS01_CONV13_POST235"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"eastupper"	"0"	"1310940000000"	"Everyone"	"false"	"0"
"HIF2016_DIS01_CONV13_POST236"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"Abbyinokc"	"0"	"1439589600000"	"surprisinglife"	"false"	"0"
"HIF2016_DIS01_CONV13_POST237"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"LoriSpurgeon"	"0"	"1447801200000"	""	"false"	"0"
"HIF2016_DIS01_CONV13_POST238"	"HIF2016_DIS01_CONV13"	"HIF2016_DIS01"	"cynthiawan"	"0"	"1448924400000"	""	"false"	"0"
"HIF2016_DIS01_CONV14_POST239"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"PinkPlaydoh"	"0"	"1295305200000"	""	"true"	"9"
"HIF2016_DIS01_CONV14_POST240"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"krisaflor"	"0"	"1308693600000"	"PinkPlaydoh"	"false"	"0"
"HIF2016_DIS01_CONV14_POST241"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"bad20"	"0"	"1337983200000"	""	"false"	"0"
"HIF2016_DIS01_CONV14_POST242"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"allmymarbles"	"0"	"1339538400000"	"bad20"	"false"	"0"
"HIF2016_DIS01_CONV14_POST243"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"allmymarbles"	"0"	"1339538400000"	"bad20"	"false"	"0"
"HIF2016_DIS01_CONV14_POST244"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"utilaman"	"1"	"1339970400000"	""	"false"	"0"
"HIF2016_DIS01_CONV14_POST245"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"utilaman"	"1"	"1339970400000"	""	"false"	"0"
"HIF2016_DIS01_CONV14_POST246"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"Karma34690"	"0"	"1340056800000"	"24/7/365 in bathroom 2"	"false"	"0"
"HIF2016_DIS01_CONV14_POST247"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"utilaman"	"1"	"1340056800000"	"Karma34690"	"false"	"0"
"HIF2016_DIS01_CONV14_POST248"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"Cooltea"	"0"	"1348956000000"	"PinkPlaydoh"	"false"	"0"
"HIF2016_DIS01_CONV14_POST249"	"HIF2016_DIS01_CONV14"	"HIF2016_DIS01"	"Burchsc"	"0"	"1440540000000"	"Cooltea"	"false"	"0"
"HIF2016_DIS01_CONV15_POST250"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Lalasoto"	"0"	"1210111200000"	""	"true"	"23"
"HIF2016_DIS01_CONV15_POST251"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"lizziecee"	"3"	"1210284000000"	"lalasoto"	"false"	"0"
"HIF2016_DIS01_CONV15_POST252"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Lalasoto"	"0"	"1210284000000"	"lizziecee"	"false"	"0"
"HIF2016_DIS01_CONV15_POST253"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"lizziecee"	"3"	"1210629600000"	"lalosoto"	"false"	"0"
"HIF2016_DIS01_CONV15_POST254"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"lizziecee"	"3"	"1210629600000"	"Lalosoto"	"false"	"0"
"HIF2016_DIS01_CONV15_POST255"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Lalasoto"	"0"	"1210802400000"	""	"false"	"0"
"HIF2016_DIS01_CONV15_POST256"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"lizziecee"	"3"	"1211061600000"	"lalasoto"	"false"	"0"
"HIF2016_DIS01_CONV15_POST257"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Lalasoto"	"0"	"1212962400000"	"Lizziecee"	"false"	"0"
"HIF2016_DIS01_CONV15_POST258"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"VCASILLAS"	"0"	"1213221600000"	"Lalasoto"	"false"	"0"
"HIF2016_DIS01_CONV15_POST259"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Lalasoto"	"0"	"1215036000000"	"vcasillas"	"false"	"0"
"HIF2016_DIS01_CONV15_POST260"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Shoshchana"	"0"	"1263769200000"	"Dr. May"	"false"	"0"
"HIF2016_DIS01_CONV15_POST261"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"reneeloveskindergarten"	"0"	"1269730800000"	"All Crohn's havers"	"false"	"0"
"HIF2016_DIS01_CONV15_POST262"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Leslie406"	"0"	"1274220000000"	"Chrons and Ulcerative Colitis Victims"	"false"	"0"
"HIF2016_DIS01_CONV15_POST263"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"WesleyDale"	"0"	"1274392800000"	"Lalasoto"	"false"	"0"
"HIF2016_DIS01_CONV15_POST264"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"AEOtero"	"0"	"1274824800000"	"Anyone that can help"	"false"	"0"
"HIF2016_DIS01_CONV15_POST265"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"travisdh"	"0"	"1276466400000"	""	"false"	"0"
"HIF2016_DIS01_CONV15_POST266"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"pro2675"	"1"	"1277589600000"	"all"	"false"	"0"
"HIF2016_DIS01_CONV15_POST267"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Primus75"	"0"	"1286229600000"	"To All"	"false"	"0"
"HIF2016_DIS01_CONV15_POST268"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Heide4277"	"0"	"1330556400000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV15_POST269"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"jade111"	"0"	"1347573600000"	"AEOtero"	"false"	"0"
"HIF2016_DIS01_CONV15_POST270"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Queen4hart"	"0"	"1409522400000"	""	"false"	"0"
"HIF2016_DIS01_CONV15_POST271"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Queen4hart"	"0"	"1409522400000"	"Leslie406"	"false"	"0"
"HIF2016_DIS01_CONV15_POST272"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"alymea"	"0"	"1430344800000"	"all"	"false"	"0"
"HIF2016_DIS01_CONV15_POST273"	"HIF2016_DIS01_CONV15"	"HIF2016_DIS01"	"Missincolorado"	"0"	"1432504800000"	"Everyone with Ulcerative Colitis"	"false"	"0"
"HIF2016_DIS01_CONV16_POST274"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"azure77"	"0"	"1225580400000"	""	"true"	"15"
"HIF2016_DIS01_CONV16_POST275"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"TrudieC"	"3"	"1225666800000"	""	"false"	"0"
"HIF2016_DIS01_CONV16_POST276"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"azure77"	"0"	"1225666800000"	"TrudieC"	"false"	"0"
"HIF2016_DIS01_CONV16_POST277"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"TrudieC"	"3"	"1225753200000"	""	"false"	"0"
"HIF2016_DIS01_CONV16_POST278"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"cka58"	"0"	"1237158000000"	"j-pouch suggestions"	"false"	"0"
"HIF2016_DIS01_CONV16_POST279"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"niki26"	"0"	"1258844400000"	"everyone"	"false"	"0"
"HIF2016_DIS01_CONV16_POST280"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"kr00110"	"0"	"1289343600000"	"Everyone"	"false"	"0"
"HIF2016_DIS01_CONV16_POST281"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"TrudieC"	"3"	"1290294000000"	""	"false"	"0"
"HIF2016_DIS01_CONV16_POST282"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"lightman16"	"0"	"1295823600000"	"azure77"	"false"	"0"
"HIF2016_DIS01_CONV16_POST283"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"jb1000"	"0"	"1301781600000"	""	"false"	"0"
"HIF2016_DIS01_CONV16_POST284"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"Sunflowerserina"	"0"	"1308780000000"	"Azzure/everyone"	"false"	"0"
"HIF2016_DIS01_CONV16_POST285"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"Justme45732"	"0"	"1311199200000"	"everyone"	"false"	"0"
"HIF2016_DIS01_CONV16_POST286"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"bren1703"	"0"	"1335045600000"	"all"	"false"	"0"
"HIF2016_DIS01_CONV16_POST287"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"Fulton762"	"0"	"1380060000000"	"cka58"	"false"	"0"
"HIF2016_DIS01_CONV16_POST288"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"dbg30"	"0"	"1398463200000"	"all"	"false"	"0"
"HIF2016_DIS01_CONV16_POST289"	"HIF2016_DIS01_CONV16"	"HIF2016_DIS01"	"lioness40"	"0"	"1413756000000"	"Everyone"	"false"	"0"
"HIF2016_DIS01_CONV17_POST290"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"holyleo"	"0"	"1201820400000"	""	"true"	"28"
"HIF2016_DIS01_CONV17_POST291"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"UncontrolledSarcasm"	"0"	"1201820400000"	"holyleo"	"false"	"0"
"HIF2016_DIS01_CONV17_POST292"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"katta"	"0"	"1202079600000"	"holyleo"	"false"	"0"
"HIF2016_DIS01_CONV17_POST293"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"ladybea"	"0"	"1202338800000"	"holyleo"	"false"	"0"
"HIF2016_DIS01_CONV17_POST294"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"elroque"	"0"	"1203030000000"	"holyleo"	"false"	"0"
"HIF2016_DIS01_CONV17_POST295"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"nace1"	"0"	"1275861600000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV17_POST296"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"tmoruri"	"0"	"1284415200000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV17_POST297"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"mimi134"	"0"	"1294786800000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV17_POST298"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"dmr1954"	"0"	"1295132400000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV17_POST299"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"amycummings"	"0"	"1298847600000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV17_POST300"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"babsygal"	"0"	"1300575600000"	"All the sore jointer"	"false"	"0"
"HIF2016_DIS01_CONV17_POST301"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Coleigh"	"0"	"1300834800000"	"Joint pain suffers"	"false"	"0"
"HIF2016_DIS01_CONV17_POST302"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Nonnie59"	"0"	"1301695200000"	"All"	"false"	"0"
"HIF2016_DIS01_CONV17_POST303"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"Lucky0317"	"0"	"1302127200000"	"mimi134"	"false"	"0"
"HIF2016_DIS01_CONV17_POST304"	"HIF2016_DIS01_CONV17"	"HIF2016_DIS01"	"dianne775"	"0"	"1312840800000"	"Lucky0317"	"false"	"0"
