"sentence_id"	"post_id"	"conversation_id"	"disease_id"	"start_index"	"end_index"
2039809941	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	889	1017
1726337131	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1018	1048
45765876876	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1049	1128
1882684995	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1129	1138
1628172103	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1139	1171
1421848086	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1172	1206
9374785	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1207	1223
850463349	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1224	1234
1574932099	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	46
539543380	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	46	112
754044811	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	112	188
1169023776	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	188	309
59875963	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	309	521
1564083323	HIF2016_DIS01_CONV10_POST151	HIF2016_DIS01_CONV10	HIF2016_DIS01	521	590
1489697776	HIF2016_DIS01_CONV10_POST152	HIF2016_DIS01_CONV10	HIF2016_DIS01	590	657
1535481816	HIF2016_DIS01_CONV10_POST152	HIF2016_DIS01_CONV10	HIF2016_DIS01	657	769
1122279503	HIF2016_DIS01_CONV10_POST152	HIF2016_DIS01_CONV10	HIF2016_DIS01	769	828
644426490	HIF2016_DIS01_CONV10_POST152	HIF2016_DIS01_CONV10	HIF2016_DIS01	828	860
533221960	HIF2016_DIS01_CONV10_POST152	HIF2016_DIS01_CONV10	HIF2016_DIS01	863	872
546954081	HIF2016_DIS01_CONV10_POST152	HIF2016_DIS01_CONV10	HIF2016_DIS01	872	914
1627986864	HIF2016_DIS01_CONV10_POST153	HIF2016_DIS01_CONV10	HIF2016_DIS01	914	971
28690323	HIF2016_DIS01_CONV10_POST153	HIF2016_DIS01_CONV10	HIF2016_DIS01	974	1001
1186772257	HIF2016_DIS01_CONV10_POST153	HIF2016_DIS01_CONV10	HIF2016_DIS01	1004	1019
1728862905	HIF2016_DIS01_CONV10_POST153	HIF2016_DIS01_CONV10	HIF2016_DIS01	1019	1053
1461688562	HIF2016_DIS01_CONV10_POST153	HIF2016_DIS01_CONV10	HIF2016_DIS01	1053	1061
1213127301	HIF2016_DIS01_CONV10_POST153	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	216
844830024	HIF2016_DIS01_CONV10_POST153	HIF2016_DIS01_CONV10	HIF2016_DIS01	217	260
479878042	HIF2016_DIS01_CONV10_POST154	HIF2016_DIS01_CONV10	HIF2016_DIS01	261	382
1235527675	HIF2016_DIS01_CONV10_POST154	HIF2016_DIS01_CONV10	HIF2016_DIS01	383	416
308585013	HIF2016_DIS01_CONV10_POST154	HIF2016_DIS01_CONV10	HIF2016_DIS01	417	467
1486693509	HIF2016_DIS01_CONV10_POST154	HIF2016_DIS01_CONV10	HIF2016_DIS01	468	631
862178379	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	92
1185837189	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	93	148
9241650	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	149	278
237471698	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	279	386
14428241	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	387	433
1662218916	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	434	562
187414046	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	563	644
1444523861	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	177
1924179098	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	177	401
1933583773	HIF2016_DIS01_CONV10_POST155	HIF2016_DIS01_CONV10	HIF2016_DIS01	402	434
1175483145	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	435	745
2067728968	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	78
262568896	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	79	198
1221713039	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	199	266
1087508984	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	267	303
2066420127	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	305	337
570129863	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	338	379
762521868	HIF2016_DIS01_CONV10_POST156	HIF2016_DIS01_CONV10	HIF2016_DIS01	381	600
1796731347	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	601	726
1904042908	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	726	799
831638210	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	800	873
71572759	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	874	976
1927789875	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	977	1083
66520145	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	1084	1121
1394333439	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	45
939521909	HIF2016_DIS01_CONV10_POST157	HIF2016_DIS01_CONV10	HIF2016_DIS01	46	119
1782905003	HIF2016_DIS01_CONV10_POST158	HIF2016_DIS01_CONV10	HIF2016_DIS01	120	236
1589109314	HIF2016_DIS01_CONV10_POST158	HIF2016_DIS01_CONV10	HIF2016_DIS01	237	357
1476656006	HIF2016_DIS01_CONV10_POST158	HIF2016_DIS01_CONV10	HIF2016_DIS01	358	425
718921282	HIF2016_DIS01_CONV10_POST158	HIF2016_DIS01_CONV10	HIF2016_DIS01	426	474
1212185823	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	474	545
2087976920	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	546	615
674787377	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	51
1885721267	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	51	101
335207002	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	101	133
386016851	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	133	183
1450997466	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	183	238
1262589102	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	238	280
321157945	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	280	372
686038999	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	372	478
887434415	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	77
2085619352	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	77	139
683983237	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	139	185
709328464	HIF2016_DIS01_CONV10_POST159	HIF2016_DIS01_CONV10	HIF2016_DIS01	185	282
262737796	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	34
2134288089	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	35	168
1866483988	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	168	305
2034329751	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	306	381
667534424	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	382	617
614947021	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	618	668
9729629	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	669	702
344614279	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	703	792
2120486510	HIF2016_DIS01_CONV10_POST160	HIF2016_DIS01_CONV10	HIF2016_DIS01	793	883
128937231	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	884	954
1603953479	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	955	1340
322377853	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	1341	1418
1867514701	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	1419	1502
1932414044	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	1503	1541
644836440	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	68
1981584201	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	68	126
690587416	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	126	182
1679128809	HIF2016_DIS01_CONV10_POST161	HIF2016_DIS01_CONV10	HIF2016_DIS01	182	263
1908656022	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	263	318
1878043190	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	318	357
868023078	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	357	426
152009135	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	426	486
613591560	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	487	502
1688912719	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	121
612703318	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	122	165
48069383	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	166	295
919428087	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	296	364
848326480	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	365	497
105264009	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	498	573
1293256009	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	574	747
1671910197	HIF2016_DIS01_CONV10_POST162	HIF2016_DIS01_CONV10	HIF2016_DIS01	748	839
1977723636	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	840	1043
5922268	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	32
1690196307	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	33	115
922182	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	116	210
2128805109	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	211	289
1704826779	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	290	334
897078533	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	335	423
696051937	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	424	541
1301632843	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	542	601
964467454	HIF2016_DIS01_CONV10_POST163	HIF2016_DIS01_CONV10	HIF2016_DIS01	602	658
852631363	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	659	718
1567069889	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	719	765
2345445656	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	766	852
589171702	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	853	891
1372751764	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	7
1369037780	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	8	17
641703786	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	18	33
315141950	HIF2016_DIS01_CONV10_POST164	HIF2016_DIS01_CONV10	HIF2016_DIS01	33	75
965448192	HIF2016_DIS01_CONV10_POST165	HIF2016_DIS01_CONV10	HIF2016_DIS01	75	115
813444280	HIF2016_DIS01_CONV10_POST166	HIF2016_DIS01_CONV10	HIF2016_DIS01	115	187
89606540	HIF2016_DIS01_CONV10_POST166	HIF2016_DIS01_CONV10	HIF2016_DIS01	187	263
66344832	HIF2016_DIS01_CONV10_POST166	HIF2016_DIS01_CONV10	HIF2016_DIS01	263	273
811325727	HIF2016_DIS01_CONV10_POST166	HIF2016_DIS01_CONV10	HIF2016_DIS01	274	362
805642126	HIF2016_DIS01_CONV10_POST166	HIF2016_DIS01_CONV10	HIF2016_DIS01	362	470
933917996	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	470	546
2144069452	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	546	618
1701873756	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	618	638
1982252200	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	638	641
1184103892	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	129
103715285	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	130	354
80096348	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	355	446
1537774006	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	447	487
309686524	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	488	588
857650733	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	589	663
209143377	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	664	800
75451930	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	107
1059619413	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	99
79098243	HIF2016_DIS01_CONV10_POST167	HIF2016_DIS01_CONV10	HIF2016_DIS01	99	255
438965657	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	255	349
554630760	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	349	472
786250813	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	473	480
661421882	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	90
1933143083	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	90	341
821824609	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	342	501
1762467300	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	502	566
865970435	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	567	781
2123180432	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	782	805
685624654	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	806	958
165590111	HIF2016_DIS01_CONV10_POST168	HIF2016_DIS01_CONV10	HIF2016_DIS01	959	1077
810001950	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	1078	1110
745999961	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	1111	1290
495180091	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	1291	1341
1174789022	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	1342	1482
880631068	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	1483	1525
1900974505	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	1526	1578
999562816	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	65
1630466995	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	65	193
972169295	HIF2016_DIS01_CONV10_POST169	HIF2016_DIS01_CONV10	HIF2016_DIS01	193	299
131938681	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	299	325
1113232075	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	325	447
391219636	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	447	485
108669877	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	485	631
190001559	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	631	692
1519101743	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	692	735
257003841	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	735	792
652686093	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	792	841
1857605198	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	34
210758696	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	34	108
1446503486	HIF2016_DIS01_CONV10_POST170	HIF2016_DIS01_CONV10	HIF2016_DIS01	108	270
1814224506	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	272	285
900584526	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	285	382
1848638544	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	382	449
435251786	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	449	505
182960000	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	505	570
1942383454	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	570	605
6395705	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	148
585314708	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	148	318
1099052846	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	318	419
530727313	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	419	511
391763275	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	511	571
1657674408	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	571	620
1655339371	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	620	730
895633330	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	730	824
438441739	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	824	921
1481491665	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	921	1096
1939374742	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	1096	1196
79654577	HIF2016_DIS01_CONV10_POST171	HIF2016_DIS01_CONV10	HIF2016_DIS01	1	101
603266172	HIF2016_DIS01_CONV10_POST172	HIF2016_DIS01_CONV10	HIF2016_DIS01	102	138
139816597	HIF2016_DIS01_CONV10_POST172	HIF2016_DIS01_CONV10	HIF2016_DIS01	139	210
415423384	HIF2016_DIS01_CONV10_POST172	HIF2016_DIS01_CONV10	HIF2016_DIS01	211	256
1228199410	HIF2016_DIS01_CONV10_POST172	HIF2016_DIS01_CONV10	HIF2016_DIS01	257	320
1273213578	HIF2016_DIS01_CONV10_POST172	HIF2016_DIS01_CONV10	HIF2016_DIS01	321	390
1710833952	HIF2016_DIS01_CONV10_POST173	HIF2016_DIS01_CONV10	HIF2016_DIS01	391	436
200278792	HIF2016_DIS01_CONV10_POST173	HIF2016_DIS01_CONV10	HIF2016_DIS01	437	480
9206368	HIF2016_DIS01_CONV10_POST173	HIF2016_DIS01_CONV10	HIF2016_DIS01	481	638
1390574243	HIF2016_DIS01_CONV10_POST173	HIF2016_DIS01_CONV10	HIF2016_DIS01	639	701
424407887	HIF2016_DIS01_CONV10_POST173	HIF2016_DIS01_CONV10	HIF2016_DIS01	702	777
165654282	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	778	801
378445840	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	802	832
1814067323	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	833	864
625995024	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	865	942
1242947320	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	943	1015
557682653	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	1016	1042
208124672	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	1043	1055
355430471	HIF2016_DIS01_CONV10_POST174	HIF2016_DIS01_CONV10	HIF2016_DIS01	1056	1061
