"sentence_id"	"post_id"	"conversation_id"	"disease_id"	"start_index"	"end_index"
324941305	HIF2016_DIS02_CONV19_POST343	HIF2016_DIS02_CONV19	HIF2016_DIS02	109	124
1970719680	HIF2016_DIS02_CONV19_POST343	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	127
6941845	HIF2016_DIS02_CONV19_POST343	HIF2016_DIS02_CONV19	HIF2016_DIS02	127	168
385968463	HIF2016_DIS02_CONV19_POST344	HIF2016_DIS02_CONV19	HIF2016_DIS02	168	257
1098843351	HIF2016_DIS02_CONV19_POST344	HIF2016_DIS02_CONV19	HIF2016_DIS02	258	273
1600881882	HIF2016_DIS02_CONV19_POST344	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	142
1437689303	HIF2016_DIS02_CONV19_POST344	HIF2016_DIS02_CONV19	HIF2016_DIS02	143	215
1706106055	HIF2016_DIS02_CONV19_POST345	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	170
767391713	HIF2016_DIS02_CONV19_POST345	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	115
1834068674	HIF2016_DIS02_CONV19_POST346	HIF2016_DIS02_CONV19	HIF2016_DIS02	116	269
257515149	HIF2016_DIS02_CONV19_POST347	HIF2016_DIS02_CONV19	HIF2016_DIS02	270	375
1905944761	HIF2016_DIS02_CONV19_POST347	HIF2016_DIS02_CONV19	HIF2016_DIS02	375	389
275053332	HIF2016_DIS02_CONV19_POST347	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	6
795261213	HIF2016_DIS02_CONV19_POST347	HIF2016_DIS02_CONV19	HIF2016_DIS02	7	179
1444267053	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	180	270
910528024	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	271	369
890352272	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	370	406
353636487	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	407	431
2073385947	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	432	500
1663449838	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	501	555
1041618501	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	556	574
1400123803	HIF2016_DIS02_CONV19_POST348	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	104
2040188263	HIF2016_DIS02_CONV19_POST349	HIF2016_DIS02_CONV19	HIF2016_DIS02	105	372
599516619	HIF2016_DIS02_CONV19_POST349	HIF2016_DIS02_CONV19	HIF2016_DIS02	373	384
59951661911	HIF2016_DIS02_CONV19_POST349	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	31
1433205206	HIF2016_DIS02_CONV19_POST349	HIF2016_DIS02_CONV19	HIF2016_DIS02	31	50
423544596	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	52	114
1927341717	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	114	135
177373798	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	137	166
558769495	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	166	378
1678819295	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	379	386
270690504	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	121
27069050411	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	122	184
31129456533	HIF2016_DIS02_CONV19_POST350	HIF2016_DIS02_CONV19	HIF2016_DIS02	185	342
2033144643	HIF2016_DIS02_CONV19_POST351	HIF2016_DIS02_CONV19	HIF2016_DIS02	1	78
390086057	HIF2016_DIS02_CONV19_POST351	HIF2016_DIS02_CONV19	HIF2016_DIS02	79	169
709687145	HIF2016_DIS02_CONV19_POST351	HIF2016_DIS02_CONV19	HIF2016_DIS02	170	319
1879101763	HIF2016_DIS02_CONV20_POST352	HIF2016_DIS02_CONV20	HIF2016_DIS02	320	457
1828013591	HIF2016_DIS02_CONV20_POST352	HIF2016_DIS02_CONV20	HIF2016_DIS02	458	506
2065810067	HIF2016_DIS02_CONV20_POST352	HIF2016_DIS02_CONV20	HIF2016_DIS02	507	511
2103154199	HIF2016_DIS02_CONV20_POST352	HIF2016_DIS02_CONV20	HIF2016_DIS02	511	522
1214712653	HIF2016_DIS02_CONV20_POST352	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	153
2634475	HIF2016_DIS02_CONV20_POST352	HIF2016_DIS02_CONV20	HIF2016_DIS02	154	230
1411138021	HIF2016_DIS02_CONV20_POST352	HIF2016_DIS02_CONV20	HIF2016_DIS02	231	390
2143868193	HIF2016_DIS02_CONV20_POST353	HIF2016_DIS02_CONV20	HIF2016_DIS02	391	482
1169091543	HIF2016_DIS02_CONV20_POST353	HIF2016_DIS02_CONV20	HIF2016_DIS02	483	577
1162086574	HIF2016_DIS02_CONV20_POST353	HIF2016_DIS02_CONV20	HIF2016_DIS02	578	679
1441733331	HIF2016_DIS02_CONV20_POST353	HIF2016_DIS02_CONV20	HIF2016_DIS02	680	714
597648665	HIF2016_DIS02_CONV20_POST353	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	10
1820592963	HIF2016_DIS02_CONV20_POST353	HIF2016_DIS02_CONV20	HIF2016_DIS02	11	99
1269685874	HIF2016_DIS02_CONV20_POST353	HIF2016_DIS02_CONV20	HIF2016_DIS02	100	119
1493632283	HIF2016_DIS02_CONV20_POST354	HIF2016_DIS02_CONV20	HIF2016_DIS02	120	152
497191977	HIF2016_DIS02_CONV20_POST354	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	42
27380159	HIF2016_DIS02_CONV20_POST354	HIF2016_DIS02_CONV20	HIF2016_DIS02	43	73
296816908	HIF2016_DIS02_CONV20_POST354	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	48
547396458	HIF2016_DIS02_CONV20_POST355	HIF2016_DIS02_CONV20	HIF2016_DIS02	49	146
1534990510	HIF2016_DIS02_CONV20_POST355	HIF2016_DIS02_CONV20	HIF2016_DIS02	147	261
753525109	HIF2016_DIS02_CONV20_POST356	HIF2016_DIS02_CONV20	HIF2016_DIS02	262	403
1093793583	HIF2016_DIS02_CONV20_POST356	HIF2016_DIS02_CONV20	HIF2016_DIS02	404	483
1865506768	HIF2016_DIS02_CONV20_POST356	HIF2016_DIS02_CONV20	HIF2016_DIS02	484	497
24989539	HIF2016_DIS02_CONV20_POST356	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	41
1308037340	HIF2016_DIS02_CONV20_POST356	HIF2016_DIS02_CONV20	HIF2016_DIS02	41	144
1773395385	HIF2016_DIS02_CONV20_POST356	HIF2016_DIS02_CONV20	HIF2016_DIS02	145	177
306911752	HIF2016_DIS02_CONV20_POST357	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	36
1539687104	HIF2016_DIS02_CONV20_POST357	HIF2016_DIS02_CONV20	HIF2016_DIS02	36	89
37707997	HIF2016_DIS02_CONV20_POST357	HIF2016_DIS02_CONV20	HIF2016_DIS02	89	128
1650221801	HIF2016_DIS02_CONV20_POST358	HIF2016_DIS02_CONV20	HIF2016_DIS02	128	131
1280269948	HIF2016_DIS02_CONV20_POST358	HIF2016_DIS02_CONV20	HIF2016_DIS02	132	200
592340413	HIF2016_DIS02_CONV20_POST358	HIF2016_DIS02_CONV20	HIF2016_DIS02	200	203
666306322	HIF2016_DIS02_CONV20_POST358	HIF2016_DIS02_CONV20	HIF2016_DIS02	204	259
725394286	HIF2016_DIS02_CONV20_POST358	HIF2016_DIS02_CONV20	HIF2016_DIS02	261	268
1371019640	HIF2016_DIS02_CONV20_POST358	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	47
569155981	HIF2016_DIS02_CONV20_POST359	HIF2016_DIS02_CONV20	HIF2016_DIS02	48	71
2007448578	HIF2016_DIS02_CONV20_POST359	HIF2016_DIS02_CONV20	HIF2016_DIS02	72	143
752281920	HIF2016_DIS02_CONV20_POST359	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	31
1296832368	HIF2016_DIS02_CONV20_POST360	HIF2016_DIS02_CONV20	HIF2016_DIS02	32	52
240071724	HIF2016_DIS02_CONV20_POST360	HIF2016_DIS02_CONV20	HIF2016_DIS02	53	88
286269621	HIF2016_DIS02_CONV20_POST360	HIF2016_DIS02_CONV20	HIF2016_DIS02	89	144
1516961080	HIF2016_DIS02_CONV20_POST360	HIF2016_DIS02_CONV20	HIF2016_DIS02	145	192
328717976	HIF2016_DIS02_CONV20_POST360	HIF2016_DIS02_CONV20	HIF2016_DIS02	193	209
1833735673	HIF2016_DIS02_CONV20_POST360	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	33
1410607360	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	34	165
815642281	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	166	277
960433479	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	278	450
1423803463	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	451	635
888965391	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	636	853
180248256	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	854	922
894201732	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	923	981
818386018	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	982	1113
655754989	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	1114	1162
319088625	HIF2016_DIS02_CONV20_POST361	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	8
31129456534	HIF2016_DIS02_CONV20_POST362	HIF2016_DIS02_CONV20	HIF2016_DIS02	9	51
863744262	HIF2016_DIS02_CONV20_POST362	HIF2016_DIS02_CONV20	HIF2016_DIS02	52	103
1453919127	HIF2016_DIS02_CONV20_POST362	HIF2016_DIS02_CONV20	HIF2016_DIS02	104	110
2070248902	HIF2016_DIS02_CONV20_POST362	HIF2016_DIS02_CONV20	HIF2016_DIS02	111	126
1582982121	HIF2016_DIS02_CONV20_POST362	HIF2016_DIS02_CONV20	HIF2016_DIS02	127	140
1501034444	HIF2016_DIS02_CONV20_POST362	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	51
235707669	HIF2016_DIS02_CONV20_POST363	HIF2016_DIS02_CONV20	HIF2016_DIS02	51	70
1472802931	HIF2016_DIS02_CONV20_POST363	HIF2016_DIS02_CONV20	HIF2016_DIS02	71	81
1471494300	HIF2016_DIS02_CONV20_POST363	HIF2016_DIS02_CONV20	HIF2016_DIS02	81	137
1519251526	HIF2016_DIS02_CONV20_POST363	HIF2016_DIS02_CONV20	HIF2016_DIS02	138	244
117574241	HIF2016_DIS02_CONV20_POST363	HIF2016_DIS02_CONV20	HIF2016_DIS02	244	284
1286443449	HIF2016_DIS02_CONV20_POST363	HIF2016_DIS02_CONV20	HIF2016_DIS02	284	556
1601155099	HIF2016_DIS02_CONV20_POST363	HIF2016_DIS02_CONV20	HIF2016_DIS02	556	627
1674073552	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	141
56016538	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	142	360
2117673992	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	361	535
1310647909	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	536	645
2091279072	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	646	737
357286565	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	738	814
1748854575	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	815	889
14332052062	HIF2016_DIS02_CONV20_POST364	HIF2016_DIS02_CONV20	HIF2016_DIS02	890	901
722621690	HIF2016_DIS02_CONV20_POST365	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	41
892346580	HIF2016_DIS02_CONV20_POST365	HIF2016_DIS02_CONV20	HIF2016_DIS02	41	44
74174202	HIF2016_DIS02_CONV20_POST365	HIF2016_DIS02_CONV20	HIF2016_DIS02	45	136
311294552	HIF2016_DIS02_CONV20_POST366	HIF2016_DIS02_CONV20	HIF2016_DIS02	136	212
1855265051	HIF2016_DIS02_CONV20_POST367	HIF2016_DIS02_CONV20	HIF2016_DIS02	212	215
885526873	HIF2016_DIS02_CONV20_POST367	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	8
1001389233	HIF2016_DIS02_CONV20_POST368	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	133
1095717428	HIF2016_DIS02_CONV20_POST368	HIF2016_DIS02_CONV20	HIF2016_DIS02	134	295
1810973007	HIF2016_DIS02_CONV20_POST368	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	27
229195229	HIF2016_DIS02_CONV20_POST369	HIF2016_DIS02_CONV20	HIF2016_DIS02	27	103
1450414368	HIF2016_DIS02_CONV20_POST369	HIF2016_DIS02_CONV20	HIF2016_DIS02	103	163
479490094	HIF2016_DIS02_CONV20_POST369	HIF2016_DIS02_CONV20	HIF2016_DIS02	163	166
1201267692	HIF2016_DIS02_CONV20_POST369	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	31
1658662970	HIF2016_DIS02_CONV20_POST370	HIF2016_DIS02_CONV20	HIF2016_DIS02	32	38
1414684813	HIF2016_DIS02_CONV20_POST370	HIF2016_DIS02_CONV20	HIF2016_DIS02	39	131
261660498	HIF2016_DIS02_CONV20_POST370	HIF2016_DIS02_CONV20	HIF2016_DIS02	132	153
1626685892	HIF2016_DIS02_CONV20_POST370	HIF2016_DIS02_CONV20	HIF2016_DIS02	154	174
1928425178	HIF2016_DIS02_CONV20_POST371	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	24
522058131	HIF2016_DIS02_CONV20_POST371	HIF2016_DIS02_CONV20	HIF2016_DIS02	25	235
974670530	HIF2016_DIS02_CONV20_POST371	HIF2016_DIS02_CONV20	HIF2016_DIS02	236	295
1255539612	HIF2016_DIS02_CONV20_POST371	HIF2016_DIS02_CONV20	HIF2016_DIS02	296	317
1673367660	HIF2016_DIS02_CONV20_POST371	HIF2016_DIS02_CONV20	HIF2016_DIS02	318	320
817891803	HIF2016_DIS02_CONV20_POST372	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	35
1673523372	HIF2016_DIS02_CONV20_POST372	HIF2016_DIS02_CONV20	HIF2016_DIS02	35	102
1261236695	HIF2016_DIS02_CONV20_POST372	HIF2016_DIS02_CONV20	HIF2016_DIS02	103	132
2105931501	HIF2016_DIS02_CONV20_POST373	HIF2016_DIS02_CONV20	HIF2016_DIS02	133	183
1377085157	HIF2016_DIS02_CONV20_POST373	HIF2016_DIS02_CONV20	HIF2016_DIS02	183	186
1131549811	HIF2016_DIS02_CONV20_POST373	HIF2016_DIS02_CONV20	HIF2016_DIS02	187	273
1656828309	HIF2016_DIS02_CONV20_POST373	HIF2016_DIS02_CONV20	HIF2016_DIS02	273	276
21370681132	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	24
1524425946	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	25	155
449505296	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	156	221
913051270	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	14
1052010106	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	14	76
1581008640	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	77	303
750936285	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	304	395
531348981	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	396	423
180592702	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	423	426
266104976	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	7
1967755783	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	8	23
444066839	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	24	53
1436627464	HIF2016_DIS02_CONV20_POST374	HIF2016_DIS02_CONV20	HIF2016_DIS02	54	99
1926141597	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	100	153
1115380886	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	154	215
1040568540	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	216	342
15183245	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	343	453
1484944462	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	453	455
2054544163	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	456	566
155621020	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	567	733
1839	HIF2016_DIS02_CONV20_POST375	HIF2016_DIS02_CONV20	HIF2016_DIS02	734	822
1307968981	HIF2016_DIS02_CONV20_POST376	HIF2016_DIS02_CONV20	HIF2016_DIS02	823	942
3112945522	HIF2016_DIS02_CONV20_POST376	HIF2016_DIS02_CONV20	HIF2016_DIS02	943	983
981226496	HIF2016_DIS02_CONV20_POST377	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	155
315999169	HIF2016_DIS02_CONV20_POST378	HIF2016_DIS02_CONV20	HIF2016_DIS02	156	173
657056108	HIF2016_DIS02_CONV20_POST378	HIF2016_DIS02_CONV20	HIF2016_DIS02	174	313
1629554080	HIF2016_DIS02_CONV20_POST378	HIF2016_DIS02_CONV20	HIF2016_DIS02	314	502
946276852	HIF2016_DIS02_CONV20_POST378	HIF2016_DIS02_CONV20	HIF2016_DIS02	503	712
473731816	HIF2016_DIS02_CONV20_POST378	HIF2016_DIS02_CONV20	HIF2016_DIS02	713	800
768291116	HIF2016_DIS02_CONV20_POST378	HIF2016_DIS02_CONV20	HIF2016_DIS02	801	828
720681150	HIF2016_DIS02_CONV20_POST378	HIF2016_DIS02_CONV20	HIF2016_DIS02	830	832
174982138	HIF2016_DIS02_CONV20_POST379	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	69
867151111	HIF2016_DIS02_CONV20_POST379	HIF2016_DIS02_CONV20	HIF2016_DIS02	70	77
1417934636	HIF2016_DIS02_CONV20_POST379	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	44
648817053	HIF2016_DIS02_CONV20_POST379	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	51
579245635	HIF2016_DIS02_CONV20_POST379	HIF2016_DIS02_CONV20	HIF2016_DIS02	52	248
2044526118	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	249	351
774764640	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	352	467
2132176572	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	467	535
170649054	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	536	589
1522648824	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	590	610
263256455	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	182
570397603	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	183	202
1849006918	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	203	281
1180274366	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	282	340
41286598	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	341	384
97262	HIF2016_DIS02_CONV20_POST380	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	166
2146544562	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	167	216
1552324721	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	217	230
436716140	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	231	365
1323871595	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	365	479
1100232607	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	480	659
1155949641	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	660	787
285916357	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	788	943
509143179	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	944	978
1466021734	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	979	1047
1556553198	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	1048	1051
286672938	HIF2016_DIS02_CONV20_POST381	HIF2016_DIS02_CONV20	HIF2016_DIS02	1	23
14106073602	HIF2016_DIS02_CONV20_POST382	HIF2016_DIS02_CONV20	HIF2016_DIS02	24	79
2113059601	HIF2016_DIS02_CONV20_POST382	HIF2016_DIS02_CONV20	HIF2016_DIS02	80	253
1534189935	HIF2016_DIS02_CONV20_POST382	HIF2016_DIS02_CONV20	HIF2016_DIS02	254	292
1953583631	HIF2016_DIS02_CONV20_POST382	HIF2016_DIS02_CONV20	HIF2016_DIS02	293	329
743941481	HIF2016_DIS02_CONV20_POST382	HIF2016_DIS02_CONV20	HIF2016_DIS02	330	373
1418697650	HIF2016_DIS02_CONV20_POST382	HIF2016_DIS02_CONV20	HIF2016_DIS02	374	400
18392	HIF2016_DIS02_CONV20_POST382	HIF2016_DIS02_CONV20	HIF2016_DIS02	401	436
369657961	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	437	528
1094484228	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	529	624
699794779	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	625	677
604850318	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	1	33
1008018793	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	34	98
1895255908	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	99	217
1790446210	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	218	327
296676229	HIF2016_DIS02_CONV21_POST383	HIF2016_DIS02_CONV21	HIF2016_DIS02	328	522
591027433	HIF2016_DIS02_CONV21_POST384	HIF2016_DIS02_CONV21	HIF2016_DIS02	523	624
1092709910	HIF2016_DIS02_CONV21_POST384	HIF2016_DIS02_CONV21	HIF2016_DIS02	625	627
1569487267	HIF2016_DIS02_CONV21_POST384	HIF2016_DIS02_CONV21	HIF2016_DIS02	1	112
536793672	HIF2016_DIS02_CONV21_POST384	HIF2016_DIS02_CONV21	HIF2016_DIS02	112	259
1840759187	HIF2016_DIS02_CONV21_POST384	HIF2016_DIS02_CONV21	HIF2016_DIS02	259	262
2113575042	HIF2016_DIS02_CONV21_POST384	HIF2016_DIS02_CONV21	HIF2016_DIS02	263	331
1467621477	HIF2016_DIS02_CONV21_POST385	HIF2016_DIS02_CONV21	HIF2016_DIS02	331	508
172427276	HIF2016_DIS02_CONV21_POST385	HIF2016_DIS02_CONV21	HIF2016_DIS02	508	511
1988569168	HIF2016_DIS02_CONV21_POST385	HIF2016_DIS02_CONV21	HIF2016_DIS02	512	581
