,Word,Posed Correction,Frequency
119,because,because,207
120,code,code,206
121,please,please,200
122,really,really,192
123,trying,trying,191
124,make,make,190
125,than,than,189
126,iphone,iphone,188
127,lab,lab,185
128,some,some,185
129,should,should,185
130,set,set,179
131,send,send,178
132,try,try,177
133,still,still,175
134,ever,ever,175
135,which,which,173
136,into,into,171
137,why,why,170
138,every,every,168
139,waste,waste,168
140,help,help,168
141,name,name,167
142,go,go,167
143,screen,screen,166
144,better,better,165
145,about,about,163
146,terrible,terrible,161
147,back,back,160
148,times,times,158
149,well,well,157
150,over,over,154
151,fix,fix,154
152,let,let,153
153,through,through,153
154,read,read,152
155,data,data,151
156,patient,patient,150
157,did,did,148
158,nothing,nothing,147
159,practice,practice,147
160,worst,worst,147
161,ipad,ipad,146
162,passcode,passcode,145
163,reset,reset,145
164,website,website,144
165,frustrating,frustrating,144
166,much,much,143
167,add,add,142
168,know,know,141
169,bad,bad,139
170,too,too,136
171,open,open,133
172,test,test,132
173,give,give,131
174,again,again,131
175,sign,sign,131
176,keep,keep,127
177,says,says,127
178,same,same,126
179,apps,apps,125
180,having,having,123
181,many,many,123
182,call,call,121
183,since,since,121
184,difficult,difficult,120
185,sent,sent,120
186,link,link,117
187,want,want,116
188,enter,enter,115
189,being,being,113
190,most,most,112
191,first,first,112
192,problem,problem,111
193,horrible,horrible,111
194,crashes,crashes,111
195,review,review,108
196,who,who,108
197,thing,thing,106
198,allow,allow,106
199,text,text,105
200,friendly,friendly,104
201,error,error,104
202,change,change,103
203,number,number,103
204,helpful,helpful,101
205,worked,worked,101
206,right,right,101
207,watch,watch,101
208,system,system,101
209,nice,nice,101
210,before,before,99
211,working,working,99
212,providers,providers,99
213,show,show,98
214,anything,anything,97
215,available,available,96
216,unable,unable,96
217,put,put,96
218,we,we,96
219,sure,sure,96
220,issues,issues,96
221,2,2,95
222,communicate,communicate,95
223,option,option,95
224,view,view,94
225,got,got,94
226,request,request,94
227,poor,poor,93
228,useful,useful,93
229,years,years,93
230,keeps,keeps,92
231,idea,idea,91
232,hard,hard,91
233,two,two,91
234,another,another,90
235,without,without,87
236,impossible,impossible,87
237,reply,reply,86
238,search,search,86
239,ios,ios,86
240,contact,contact,86
241,patients,patients,86
242,everything,everything,85
243,already,already,85
244,web,web,84
245,seems,seems,84
246,care,care,84
247,getting,getting,83
248,going,going,83
249,far,far,83
250,think,think,83
251,multiple,multiple,82
252,different,different,82
253,check,check,81
254,makes,makes,81
255,lot,lot,81
256,downloaded,downloaded,80
257,issue,issue,80
258,5,5,79
259,etc,etc,79
260,last,last,78
261,feature,feature,78
262,stars,stars,78
263,interface,interface,78
264,ok,ok,77
265,past,past,77
266,meds,meds,76
267,things,things,76
268,create,create,76
269,device,device,76
270,people,people,75
271,where,where,75
272,features,features,74
273,always,always,74
274,said,said,74
275,several,several,74
276,problems,problems,73
277,until,until,73
278,messaging,messaging,73
279,connect,connect,72
280,version,version,72
281,were,were,72
282,worthless,worthless,72
283,either,either,72
284,medications,medications,71
285,updated,updated,71
286,id,id,70
287,3,3,70
288,wish,wish,70
289,something,something,70
290,actually,actually,69
291,once,once,69
292,application,application,69
293,4,4,69
294,look,look,68
295,place,place,68
296,page,page,68
297,made,made,67
298,deleted,deleted,67
299,click,click,67
300,such,such,67
301,delete,delete,67
302,1,1,66
303,start,start,66
304,these,these,66
305,take,take,66
306,easier,easier,65
307,visit,visit,64
308,though,though,64
309,physician,physician,64
310,however,however,64
311,few,few,64
312,correct,correct,64
313,list,list,63
314,minutes,minutes,63
315,old,old,63
316,its,its,63
317,us,us,62
318,next,next,62
319,done,done,62
320,awful,awful,61
321,completely,completely,61
322,shall,shall,61
323,finally,finally,60
324,awesome,awesome,60
325,experience,experience,60
326,staff,staff,60
327,say,say,60
328,download,download,60
329,fine,fine,60
330,process,process,60
331,site,site,59
332,found,found,59
333,garbage,garbage,59
334,needed,needed,59
335,t,i,59
336,security,security,58
337,pretty,pretty,58
338,went,went,58
339,refill,refill,58
340,emails,emails,58
341,characters,characters,58
342,wrong,wrong,57
343,via,via,57
344,track,track,57
345,off,off,57
346,gave,gave,56
347,yet,yet,56
348,accounts,accounts,56
349,down,down,56
350,service,service,56
351,logging,logging,55
352,hours,hours,55
353,healthcare,healthcare,55
354,labs,labs,55
355,shows,shows,55
356,online,online,54
357,developers,developers,54
358,days,days,54
359,entered,entered,54
360,day,day,54
361,designed,designed,53
362,design,design,53
363,best,best,53
364,each,each,53
365,simple,simple,52
366,months,months,52
367,annoying,annoying,52
368,someone,someone,52
369,notifications,notifications,52
370,medication,medication,52
371,those,those,52
372,load,load,51
373,received,received,51
374,navigate,navigate,51
375,function,function,50
376,reviews,reviews,50
377,buggy,buggy,50
378,sync,sync,50
379,accept,accept,50
380,maybe,maybe,50
381,button,button,50
382,point,point,50
383,ask,ask,50
384,software,software,49
385,our,our,49
386,asked,asked,49
387,clunky,clunky,49
388,must,must,49
389,slow,slow,48
390,fitbit,fitbit,48
391,crap,crap,48
392,instead,instead,48
393,here,here,48
394,uses,uses,48
395,both,both,48
396,doc,doc,48
397,year,year,48
398,hope,hope,48
399,order,order,47
400,thank,thank,47
401,notes,notes,47
402,address,address,47
403,while,while,47
404,longer,longer,47
405,today,today,47
406,absolutely,absolutely,47
407,clinic,clinic,47
408,worse,worse,47
409,told,told,47
410,small,small,46
411,star,star,46
412,ability,ability,46
413,fixed,fixed,46
414,functionality,functionality,46
415,logged,logged,46
416,tells,tells,45
417,special,special,45
418,users,users,45
419,remember,remember,45
420,long,long,45
421,poorly,poorly,45
422,takes,takes,45
423,little,little,45
424,unless,unless,45
425,least,least,45
426,tell,tell,45
427,listed,listed,44
428,blood,blood,44
429,bugs,bugs,44
430,type,type,44
431,customer,customer,44
432,respond,respond,44
433,devices,devices,44
434,basic,basic,44
435,worth,worth,44
436,confusing,confusing,44
437,especially,especially,43
438,program,program,43
439,his,his,43
440,her,her,43
441,own,own,43
442,may,may,43
443,gives,gives,43
444,tech,tech,42
445,convenient,convenient,42
446,non,non,42
447,communication,communication,42
448,requires,requires,42
449,intuitive,intuitive,42
450,correctly,correctly,42
451,given,given,41
452,he,he,41
453,username,username,41
454,saying,saying,41
455,recommend,recommend,41
456,making,making,41
457,end,end,41
458,part,part,41
459,between,between,41
460,figure,figure,41
461,latest,latest,40
462,mobile,mobile,40
463,question,question,40
464,location,location,40
465,complete,complete,40
466,extremely,extremely,40
467,might,might,40
468,ui,ui,40
469,seem,seem,40
470,reason,reason,40
471,anyone,anyone,39
472,company,company,39
473,thanks,thanks,39
474,hate,hate,39
475,ago,ago,39
476,supposed,supposed,39
477,computer,computer,39
478,record,record,38
479,response,response,38
480,confirm,confirm,38
481,hour,hour,38
482,personal,personal,37
483,linked,linked,37
484,almost,almost,37
485,touch,touch,37
486,zero,zero,37
487,register,register,37
488,credentials,credentials,37
489,spent,spent,37
490,full,full,37
491,sometimes,sometimes,37
492,important,important,37
493,none,none,37
494,wait,wait,37
495,current,current,37
496,reminders,reminders,37
497,started,started,36
498,matter,matter,36
499,ridiculous,ridiculous,36
500,browser,browser,36
501,asks,asks,36
502,face,face,36
503,family,family,36
504,setup,setup,36
505,sending,sending,36
506,tracker,tracker,36
507,entering,entering,36
508,asking,asking,36
509,took,took,35
510,else,else,35
511,digit,digit,35
512,joke,joke,35
513,date,date,35
514,manage,manage,35
515,simply,simply,35
516,potential,potential,34
517,recognize,recognize,34
518,looking,looking,34
519,overall,overall,34
520,example,example,34
521,gets,gets,34
522,easily,easily,34
523,person,person,34
524,team,team,34
525,history,history,34
526,seen,seen,34
527,section,section,34
528,come,come,34
529,updates,updates,33
530,write,write,33
531,result,result,33
532,rather,rather,33
533,improvement,improvement,33
534,bother,bother,33
535,kind,kind,33
536,upcoming,upcoming,33
537,appt,app,32
538,later,later,32
539,doing,doing,32
540,bug,bug,32
541,prescriptions,prescriptions,32
542,installed,installed,32
543,limited,limited,32
544,properly,properly,32
545,enough,enough,32
546,provide,provide,32
547,functions,functions,31
548,thought,thought,31
549,often,often,31
550,receive,receive,31
551,x,i,31
552,changed,changed,31
553,directly,directly,31
554,improvements,improvements,31
555,less,less,31
556,trouble,trouble,31
557,around,around,31
558,mychart,chart,31
559,half,half,31
560,children,children,31
561,whole,whole,31
562,waiting,waiting,31
563,three,three,30
564,tracking,tracking,30
565,soon,soon,30
566,med,med,30
567,10,10,30
568,anymore,anymore,30
569,previous,previous,30
570,except,except,30
571,schedule,schedule,30
572,junk,junk,30
573,broken,broken,30
574,tests,tests,29
575,input,input,29
576,piece,piece,29
577,options,options,29
578,verification,verification,29
579,second,second,29
580,primary,primary,29
581,report,report,29
582,healthkit,healthkit,29
583,store,store,29
584,attempts,attempts,29
585,6,6,29
586,font,font,29
587,looks,looks,29
588,main,main,29
589,leave,leave,29
590,happy,happy,29
591,within,within,29
592,wants,wants,29
593,integration,integration,29
594,understand,understand,28
595,missing,missing,28
596,kids,kids,28
597,others,others,28
598,20,20,28
599,telling,telling,28
600,immediately,immediately,28
601,fact,fact,28
602,goes,goes,28
603,functional,functional,28
604,life,life,28
605,wanted,wanted,28
606,deleting,deleting,28
607,tool,tool,28
608,weak,weak,28
609,passwords,passwords,28
610,questions,questions,28
611,allows,allows,28
612,light,light,27
613,trash,trash,27
614,offices,offices,27
615,e,e,27
616,guess,guess,27
617,showing,showing,27
618,disappointed,disappointed,27
619,line,line,27
620,allowed,allowed,27
621,pay,pay,27
622,added,added,27
623,home,home,27
624,feel,feel,26
625,rate,rate,26
626,closes,closes,26
627,setting,setting,26
628,refills,refills,26
629,numbers,numbers,26
630,due,due,26
631,note,note,26
632,bill,bill,26
633,invalid,invalid,26
634,state,state,26
635,trackers,trackers,26
636,unfortunately,unfortunately,26
637,resetting,resetting,26
638,totally,totally,26
639,hospital,hospital,26
640,created,created,26
641,blank,blank,26
642,believe,believe,26
643,him,him,25
644,child,child,25
645,instructions,instructions,25
646,stupid,stupid,25
647,seeing,seeing,25
648,share,share,25
649,job,job,25
650,portals,portals,25
651,developer,developer,25
652,possible,possible,25
653,vitals,vitals,25
654,myself,myself,25
655,group,group,25
656,crash,crash,25
657,plus,plus,25
658,negative,negative,25
659,comes,comes,25
660,camera,camera,25
661,adding,adding,25
662,drs,dry,25
663,asap,asap,25
664,case,case,25
665,left,left,25
666,select,select,25
667,retrieve,retrieve,25
668,follow,follow,25
669,recent,recent,25
670,happens,happens,25
671,ready,ready,25
672,written,written,24
673,prescription,prescription,24
674,unusable,unusable,24
675,luck,luck,24
676,changes,changes,24
677,mess,mess,24
678,physicians,physicians,24
679,constantly,constantly,24
680,size,size,24
681,weeks,weeks,24
682,keyboard,keyboard,24
683,server,server,24
684,total,total,24
685,incorrect,incorrect,24
686,pass,pass,24
687,big,big,24
688,agree,agree,23
689,reports,reports,23
690,running,running,23
691,turn,turn,23
692,deal,deal,23
693,mode,mode,23
694,secure,secure,23
695,probably,probably,23
696,called,called,23
697,excellent,excellent,23
698,couple,couple,23
699,switch,switch,23
700,giving,giving,23
701,summary,summary,23
702,practices,practices,23
703,re,re,23
704,mail,mail,23
705,privacy,privacy,23
706,terms,terms,23
707,kept,kept,22
708,nope,nope,22
709,major,major,22
710,print,print,22
711,insurance,insurance,22
712,week,week,22
713,disappointing,disappointing,22
714,lots,lots,22
715,complicated,complicated,22
716,rating,rating,22
717,four,four,22
718,calendar,calendar,22
719,entire,entire,22
720,required,required,22
721,medicine,medicine,22
722,recently,recently,22
723,under,under,22
724,improve,improve,22
725,mine,mine,22
726,definitely,definitely,22
727,white,white,22
728,choose,choose,21
729,purpose,purpose,21
730,quick,quick,21
731,30,30,21
732,submit,submit,21
733,step,step,21
734,microphone,microphone,21
735,concept,concept,21
736,beyond,beyond,21
737,visits,visits,21
738,choice,choice,21
739,single,single,21
740,communicating,communicating,21
741,attempt,attempt,21
742,nurse,nurse,21
743,happened,happened,21
744,together,together,21
745,edit,edit,21
746,wasted,wasted,21
747,away,away,21
748,apparently,apparently,21
749,nightmare,nightmare,20
750,frustrated,frustrated,20
751,pressure,pressure,20
752,future,future,20
753,forth,forth,20
754,desktop,desktop,20
755,calls,calls,20
756,notification,notification,20
757,fails,fails,20
758,pain,pain,20
759,otherwise,otherwise,20
760,clear,clear,20
761,okay,okay,20
762,downloading,downloading,20
763,character,character,20
764,install,install,20
765,yes,yes,20
766,save,save,20
767,require,require,20
768,feedback,feedback,20
769,taking,taking,20
770,general,general,20
771,space,space,20
772,lost,lost,20
773,real,real,20
774,appears,appears,20
775,pharmacy,pharmacy,20
776,successfully,successfully,19
777,twice,twice,19
778,handy,handy,19
779,sense,sense,19
780,serious,serious,19
781,wonderful,wonderful,19
782,bit,bit,19
783,landscape,landscape,19
784,cant,cant,19
785,punctuation,punctuation,19
786,area,area,19
787,she,she,19
788,frustration,frustration,19
789,recognition,recognition,19
790,summaries,summaries,19
791,reinstalled,reinstalled,19
792,apostrophes,apostrophes,19
793,quite,quite,19
794,15,15,19
795,form,form,19
796,absolute,absolute,19
797,words,words,19
798,contrast,contrast,19
799,talk,talk,19
800,actual,actual,19
801,clearly,clearly,19
802,crashing,crashing,19
803,answer,answer,19
804,steps,steps,19
805,pull,pull,18
806,execution,execution,18
807,forget,forget,18
808,older,older,18
809,color,color,18
810,certain,certain,18
811,icon,icon,18
812,removed,removed,18
813,quickly,quickly,18
814,hold,hold,18
815,docs,docs,18
816,sends,sends,18
817,codes,codes,18
818,fail,fail,18
819,glitches,glitches,18
820,stuck,stuck,18
821,amazing,amazing,18
822,display,display,18
823,field,field,18
824,decent,decent,18
825,stay,stay,18
826,necessary,necessary,18
827,links,links,18
828,forgot,forgot,18
829,0,0,18
830,settings,settings,18
831,w,i,18
832,imagine,imagine,17
833,hit,hit,17
834,dead,dead,17
835,loop,loop,17
836,background,background,17
837,appts,apps,17
838,gone,gone,17
839,ux,up,17
840,came,came,17
841,everyone,everyone,17
842,ones,ones,17
843,truly,truly,17
844,ways,ways,17
845,despite,despite,17
846,super,super,17
847,push,push,17
848,nor,nor,17
849,during,during,17
850,signing,signing,17
851,locked,locked,17
852,calling,calling,17
853,testing,testing,17
854,taken,taken,17
855,stuff,stuff,17
856,anyway,anyway,17
857,itself,itself,17
858,keeping,keeping,17
859,city,city,16
860,perfect,perfect,16
861,accessible,accessible,16
862,reminder,reminder,16
863,integrate,integrate,16
864,registered,registered,16
865,huge,huge,16
866,technology,technology,16
867,remove,remove,16
868,fitness,fitness,16
869,payment,payment,16
870,stinks,stinks,16
871,screens,screens,16
872,forever,forever,16
873,blue,blue,16
874,cool,cool,16
875,return,return,16
876,finding,finding,16
877,apostrophe,apostrophe,16
878,7,7,16
879,8,8,16
880,stop,stop,16
881,helps,helps,16
882,short,short,16
883,portrait,portrait,16
884,updating,updating,16
885,son,son,16
886,viewing,viewing,16
887,circles,circles,16
888,guys,guys,16
889,posted,posted,16
890,connection,connection,16
891,month,month,16
892,money,money,16
893,book,book,15
894,hand,hand,15
895,expired,expired,15
896,lets,lets,15
897,provides,provides,15
898,searching,searching,15
899,automatically,automatically,15
900,reinstall,reinstall,15
901,appear,appear,15
902,video,video,15
903,upload,upload,15
904,specific,specific,15
905,ecw,ew,15
906,cumbersome,cumbersome,15
907,loved,loved,15
908,statement,statement,15
909,continue,continue,15
910,forced,forced,15
911,anywhere,anywhere,15
912,errors,errors,15
913,become,become,15
914,technical,technical,15
915,basically,basically,15
916,pediatrician,pediatrician,15
917,phones,phones,15
918,closing,closing,15
919,stopped,stopped,15
920,side,side,15
921,based,based,15
922,services,services,15
923,front,front,15
924,claims,claims,14
925,true,true,14
926,tiny,tiny,14
927,daily,daily,14
928,offer,offer,14
929,locate,locate,14
930,usability,ability,14
931,seconds,seconds,14
932,ap,ap,14
933,wonder,wonder,14
934,release,release,14
935,glad,glad,14
936,avoid,avoid,14
937,nearly,nearly,14
938,outdated,outdated,14
939,laptop,laptop,14
940,provided,provided,14
941,post,post,14
942,impressed,impressed,14
943,expect,expect,14
944,highly,highly,14
945,thru,thru,14
946,run,run,14
947,copy,copy,14
948,12,12,14
949,appreciate,appreciate,14
950,close,close,14
951,unacceptable,unacceptable,14
952,names,names,14
953,linking,linking,14
954,including,including,14
955,seriously,seriously,14
956,requiring,requiring,14
957,clinics,clinics,14
958,spend,spend,14
959,gotten,gotten,14
960,top,top,13
961,hopefully,hopefully,13
962,numerous,numerous,13
963,colors,colors,13
964,rx,re,13
965,kit,kit,13
966,ease,ease,13
967,fingerprint,fingerprint,13
968,handle,handle,13
969,therefore,therefore,13
970,covid,couid,13
971,upon,upon,13
972,product,product,13
973,reading,reading,13
974,sad,sad,13
975,11,11,13
976,weight,weight,13
977,whether,whether,13
978,standard,standard,13
979,registration,registration,13
980,md,my,13
981,pc,pa,13
982,failure,failure,13
983,endless,endless,13
984,changing,changing,13
985,activity,activity,13
986,accurate,accurate,13
987,literally,literally,13
988,rely,rely,13
989,manually,manually,13
990,bottom,bottom,13
991,reinstalling,reinstalling,13
992,navigation,navigation,13
993,writing,writing,13
994,requirement,requirement,13
995,effort,effort,13
996,forces,forces,13
997,9,9,13
998,although,although,13
999,speak,speak,12
1000,live,live,12
1001,suggestion,suggestion,12
1002,loads,loads,12
1003,facility,facility,12
1004,missed,missed,12
1005,fixes,fixes,12
1006,epic,epic,12
1007,connected,connected,12
1008,complaint,complaint,12
1009,reach,reach,12
1010,whenever,whenever,12
1011,fast,fast,12
1012,fill,fill,12
1013,sorry,sorry,12
1014,eclinicalworks,eclinicalworks,12
1015,kid,kid,12
1016,crazy,crazy,12
1017,physical,physical,12
1018,showed,showed,12
1019,freezes,freezes,12
1020,documents,documents,12
1021,thread,thread,12
1022,pathetic,pathetic,12
1023,low,low,12
1024,currently,currently,12
1025,above,above,12
1026,compared,compared,12
1027,pro,pro,12
1028,requested,requested,12
1029,additional,additional,12
1030,opening,opening,12
1031,forward,forward,12
1032,lock,lock,12
1033,requests,requests,12
1034,tries,tries,12
1035,include,include,12
1036,google,google,12
1037,leaving,leaving,12
1038,tap,tap,12
1039,box,box,12
1040,inconvenient,inconvenient,12
1041,vital,vital,12
1042,means,means,12
1043,paper,paper,12
1044,vision,vision,12
1045,decided,decided,12
1046,u,u,12
1047,compose,compose,12
1048,failed,failed,12
1049,desk,desk,12
1050,mean,mean,12
1051,biggest,biggest,11
1052,wife,wife,11
1053,world,world,11
1054,folks,folks,11
1055,savvy,savvy,11
1056,leaves,leaves,11
1057,success,success,11
1058,saving,saving,11
1059,checking,checking,11
1060,loading,loading,11
1061,pick,pick,11
1062,high,high,11
1063,nowhere,nowhere,11
1064,billing,billing,11
1065,clicking,clicking,11
1066,prompted,prompted,11
1067,chart,chart,11
1068,letters,letters,11
1069,below,below,11
1070,along,along,11
1071,don,don,11
1072,related,related,11
1073,move,move,11
1074,utterly,utterly,11
1075,cell,cell,11
1076,symbols,symbols,11
1077,wasting,wasting,11
1078,paid,paid,11
1079,circle,circle,11
1080,menu,menu,11
1081,neither,neither,11
1082,scroll,scroll,11
1083,saves,saves,11
1084,rest,rest,11
1085,contacted,contacted,11
1086,fairly,fairly,11
1087,yourself,yourself,11
1088,stating,stating,11
1089,excuse,excuse,11
1090,loaded,loaded,11
1091,fingertips,fingertips,11
1092,weird,weird,11
1093,lacks,lacks,11
1094,details,details,11
1095,busy,busy,11
1096,regardless,regardless,11
1097,addition,addition,11
1098,business,business,11
1099,initial,initial,11
1100,unnecessary,unnecessary,11
1101,prior,prior,11
1102,begin,begin,11
1103,facial,facial,11
1104,minor,minor,11
1105,five,five,10
1106,typing,typing,10
1107,buttons,buttons,10
1108,hire,hire,10
1109,emailed,emailed,10
1110,dates,dates,10
1111,notice,notice,10
1112,existent,existent,10
1113,gray,gray,10
1114,switched,switched,10
1115,creating,creating,10
1116,f,i,10
1117,temporary,temporary,10
1118,whatever,whatever,10
1119,improved,improved,10
1120,mind,mind,10
1121,course,course,10
1122,dealing,dealing,10
1123,attempted,attempted,10
1124,looked,looked,10
1125,press,press,10
1126,icons,icons,10
1127,bp,be,10
1128,formatted,formatted,10
1129,force,force,10
1130,refuse,refuse,10
1131,disaster,disaster,10
1132,hippa,hippy,10
1133,24,24,10
1134,straight,straight,10
1135,compatible,compatible,10
1136,informative,informative,10
1137,iphones,iphones,10
1138,daughter,daughter,10
1139,chrome,chrome,10
1140,iwatch,watch,10
1141,fit,fit,10
1142,file,file,10
1143,clinical,clinical,10
1144,fault,fault,10
1145,scheduling,scheduling,10
1146,protect,protect,10
1147,barely,barely,10
1148,yesterday,yesterday,10
1149,uninstall,uninstall,10
1150,certainly,certainly,10
1151,requesting,requesting,10
1152,repeated,repeated,10
1153,following,following,10
1154,kicked,kicked,10
1155,checked,checked,10
1156,max,max,10
1157,wont,wont,10
1158,managing,managing,10
1159,unfriendly,unfriendly,10
1160,interested,interested,10
1161,eventually,eventually,10
1162,miss,miss,10
1163,optimized,optimized,10
1164,faster,faster,10
1165,word,word,10
1166,exactly,exactly,10
1167,specialist,specialist,10
1168,trust,trust,10
1169,unintuitive,intuitive,10
1170,filled,filled,10
1171,unreliable,unreliable,10
1172,platform,platform,10
1173,usually,usually,10
1174,signed,signed,10
1175,honestly,honestly,9
1176,heart,heart,9
1177,lousy,lousy,9
1178,48,48,9
1179,causes,causes,9
1180,various,various,9
1181,entry,entry,9
1182,awkward,awkward,9
1183,original,original,9
1184,exercise,exercise,9
1185,withings,withing,9
1186,unlock,unlock,9
1187,amount,amount,9
1188,sort,sort,9
1189,versions,versions,9
1190,uninstalled,installed,9
1191,alerts,alerts,9
1192,offers,offers,9
1193,accessibility,accessibility,9
1194,files,files,9
1195,paying,paying,9
1196,knows,knows,9
1197,crashed,crashed,9
1198,larger,larger,9
1199,locations,locations,9
1200,fantastic,fantastic,9
1201,wrote,wrote,9
1202,enjoy,enjoy,9
1203,doesn,doesn,9
1204,manager,manager,9
1205,successful,successful,9
1206,constant,constant,9
1207,happen,happen,9
1208,progress,progress,9
1209,clumsy,clumsy,9
1210,party,party,9
1211,paste,paste,9
1212,opened,opened,9
1213,inbox,inbox,9
1214,putting,putting,9
1215,onto,onto,9
1216,exist,exist,9
1217,considering,considering,9
1218,minute,minute,9
1219,informed,informed,9
1220,beginning,beginning,9
1221,extra,extra,9
1222,game,game,9
1223,reasons,reasons,9
1224,clicked,clicked,9
1225,further,further,9
1226,saw,saw,9
1227,quit,quit,9
1228,feels,feels,9
1229,content,content,9
1230,flawed,flawed,9
1231,reference,reference,9
1232,repeatedly,repeatedly,9
1233,wow,wow,9
1234,crappy,crappy,9
1235,selected,selected,9
1236,title,title,9
1237,organized,organized,9
1238,glitchy,glitchy,9
1239,letter,letter,9
1240,happening,happening,9
1241,perhaps,perhaps,9
1242,attach,attach,9
1243,xs,is,9
1244,obviously,obviously,9
1245,night,night,9
1246,thinking,thinking,9
1247,established,established,9
1248,professionals,professionals,9
1249,fixing,fixing,9
1250,lack,lack,9
1251,period,period,8
1252,normal,normal,8
1253,random,random,8
1254,zip,zip,8
1255,exact,exact,8
1256,empty,empty,8
1257,continually,continually,8
1258,human,human,8
1259,suggestions,suggestions,8
1260,tablet,tablet,8
1261,voice,voice,8
1262,saved,saved,8
1263,walk,walk,8
1264,folder,folder,8
1265,d,i,8
1266,separate,separate,8
1267,inability,inability,8
1268,contacting,contacting,8
1269,free,free,8
1270,touchid,touched,8
1271,eye,eye,8
1272,shame,shame,8
1273,released,released,8
1274,document,document,8
1275,supported,supported,8
1276,built,built,8
1277,likely,likely,8
1278,addressed,addressed,8
1279,husband,husband,8
1280,fields,fields,8
1281,spins,spins,8
1282,prefer,prefer,8
1283,third,third,8
1284,rotate,rotate,8
1285,registering,registering,8
1286,flaws,flaws,8
1287,turned,turned,8
1288,attempting,attempting,8
1289,previously,previously,8
1290,morning,morning,8
1291,refer,refer,8
1292,layout,layout,8
1293,13,13,8
1294,broke,broke,8
1295,pointless,pointless,8
1296,obvious,obvious,8
1297,notified,notified,8
1298,texts,texts,8
1299,upgrade,upgrade,8
1300,locks,locks,8
1301,enable,enable,8
1302,nurses,nurses,8
1303,14,14,8
1304,development,development,8
1305,tab,tab,8
1306,forms,forms,8
1307,alabama,alabama,8
1308,alert,alert,8
1309,lose,lose,8
1310,sensitive,sensitive,8
1311,sick,sick,8
1312,lower,lower,8
1313,complaints,complaints,8
1314,bunch,bunch,8
1315,key,key,8
1316,1st,est,8
1317,tons,tons,8
1318,incomplete,incomplete,8
1319,solve,solve,8
1320,themselves,themselves,8
1321,avail,avail,8
1322,logon,logon,8
1323,closed,closed,8
1324,displayed,displayed,8
1325,allowing,allowing,8
1326,incredibly,incredibly,8
1327,hello,hello,8
1328,coming,coming,8
1329,switching,switching,8
1330,members,members,8
1331,pages,pages,8
1332,cancel,cancel,8
1333,tomorrow,tomorrow,8
1334,prime,prime,8
1335,surprised,surprised,8
1336,chance,chance,8
1337,compare,compare,8
1338,ended,ended,8
1339,verify,verify,8
1340,accessed,accessed,8
1341,against,against,8
1342,level,level,8
1343,advertised,advertised,8
1344,formatting,formatting,8
1345,receiving,receiving,8
1346,brand,brand,8
1347,implementation,implementation,8
1348,clean,clean,8
1349,across,across,8
1350,managed,managed,8
1351,generally,generally,8
1352,strong,strong,7
1353,overhaul,overhaul,7
1354,explain,explain,7
1355,hardly,hardly,7
1356,behind,behind,7
1357,practitioner,practitioner,7
1358,safe,safe,7
1359,procedure,procedure,7
1360,generated,generated,7
1361,confirmed,confirmed,7
1362,disappeared,disappeared,7
1363,modern,modern,7
1364,fair,fair,7
1365,statements,statements,7
1366,50,50,7
1367,basics,basics,7
1368,mic,mic,7
1369,telephone,telephone,7
1370,forcing,forcing,7
1371,consuming,consuming,7
1372,anytime,anytime,7
1373,age,age,7
