,Word,Posed Correction,Frequency
536,complicated,complicated,112
537,changed,changed,111
538,everyone,everyone,110
539,informed,informed,110
540,hold,hold,110
541,someone,someone,110
542,goes,goes,109
543,10,10,109
544,bugs,bugs,109
545,come,come,108
546,point,point,108
547,glitches,glitches,108
548,may,may,108
549,must,must,107
550,plus,plus,107
551,half,half,106
552,pass,pass,106
553,fixed,fixed,106
554,both,both,106
555,process,process,105
556,within,within,105
557,everytime,everytime,105
558,definitely,definitely,105
559,full,full,104
560,okay,okay,104
561,doesnt,doesnt,104
562,connected,connected,103
563,unless,unless,103
564,immediately,immediately,103
565,button,button,103
566,real,real,103
567,organized,organized,102
568,calls,calls,102
569,learning,learning,102
570,stuff,stuff,101
571,locked,locked,101
572,totally,totally,101
573,doing,doing,101
574,job,job,101
575,clunky,clunky,101
576,re,re,101
577,kids,kids,101
578,recognize,recognize,100
579,efficient,efficient,100
580,answer,answer,100
581,rate,rate,100
582,setting,setting,99
583,none,none,99
584,communicating,communicating,98
585,year,year,98
586,edit,edit,98
587,question,question,97
588,ago,ago,97
589,alot,alot,97
590,second,second,96
591,quite,quite,96
592,pcp,pop,96
593,anyone,anyone,96
594,appreciate,appreciate,96
595,gave,gave,95
596,supposed,supposed,95
597,program,program,95
598,function,function,95
599,lots,lots,94
600,taking,taking,94
601,version,version,94
602,mobile,mobile,94
603,covid,couid,94
604,often,often,94
605,physicians,physicians,94
606,hours,hours,94
607,instructions,instructions,91
608,force,force,91
609,professional,professional,90
610,whole,whole,90
611,im,im,90
612,due,due,90
613,entered,entered,90
614,loop,loop,89
615,stupid,stupid,89
616,freezes,freezes,89
617,asked,asked,88
618,others,others,88
619,thru,thru,88
620,matter,matter,88
621,credentials,credentials,88
622,reinstall,reinstall,88
623,bill,bill,88
624,previous,previous,88
625,least,least,88
626,numbers,numbers,87
627,note,note,87
628,week,week,87
629,incorrect,incorrect,86
630,non,non,86
631,samsung,sassing,86
632,almost,almost,86
633,forever,forever,86
634,hope,hope,86
635,him,him,86
636,given,given,86
637,except,except,85
638,verification,verification,85
639,rather,rather,85
640,hand,hand,85
641,fantastic,fantastic,85
642,end,end,84
643,seen,seen,84
644,missing,missing,83
645,pull,pull,83
646,anymore,anymore,83
647,maybe,maybe,83
648,added,added,83
649,ridiculous,ridiculous,83
650,settings,settings,83
651,tech,tech,82
652,months,months,82
653,vitals,vitals,82
654,less,less,82
655,properly,properly,81
656,input,input,81
657,calendar,calendar,81
658,recent,recent,81
659,thought,thought,81
660,future,future,80
661,convenience,convenience,80
662,e,e,80
663,mychart,chart,80
664,pharmacy,pharmacy,80
665,save,save,79
666,stuck,stuck,79
667,glad,glad,79
668,wanted,wanted,79
669,hour,hour,79
670,worth,worth,78
671,saves,saves,78
672,checking,checking,78
673,forced,forced,77
674,cancel,cancel,77
675,changes,changes,77
676,line,line,77
677,looks,looks,77
678,tips,tips,77
679,offices,offices,77
680,required,required,76
681,dates,dates,76
682,comes,comes,76
683,itself,itself,76
684,posted,posted,75
685,result,result,75
686,limited,limited,75
687,zero,zero,75
688,guess,guess,75
689,nor,nor,75
690,designed,designed,74
691,those,those,74
692,forces,forces,74
693,team,team,74
694,provides,provides,74
695,passwords,passwords,74
696,accessible,accessible,74
697,reach,reach,73
698,write,write,73
699,stop,stop,73
700,tracking,tracking,72
701,child,child,72
702,answers,answers,71
703,google,google,71
704,w,i,71
705,ap,ap,70
706,uninstalling,installing,70
707,rating,rating,70
708,faster,faster,69
709,finding,finding,68
710,camera,camera,68
711,glitchy,glitchy,68
712,section,section,67
713,showing,showing,67
714,signed,signed,67
715,twice,twice,67
716,cell,cell,67
717,choice,choice,67
718,provide,provide,67
719,control,control,67
720,sends,sends,67
721,ui,ui,67
722,correctly,correctly,66
723,anytime,anytime,66
724,junk,junk,66
725,phones,phones,66
726,taken,taken,66
727,codes,codes,65
728,called,called,65
729,together,together,65
730,ready,ready,65
731,invalid,invalid,65
732,weeks,weeks,65
733,laptop,laptop,65
734,tablet,tablet,64
735,connection,connection,64
736,functionality,functionality,64
737,coming,coming,64
738,son,son,64
739,design,design,64
740,loved,loved,63
741,devices,devices,63
742,id,id,63
743,might,might,63
744,report,report,63
745,loading,loading,63
746,mail,mail,62
747,copy,copy,62
748,giving,giving,62
749,close,close,62
750,permissions,permissions,62
751,developers,developers,62
752,customer,customer,62
753,remind,remind,62
754,profile,profile,62
755,pc,pa,61
756,lets,lets,61
757,select,select,61
758,require,require,61
759,forgot,forgot,61
760,latest,latest,61
761,register,register,60
762,recently,recently,60
763,share,share,60
764,choose,choose,60
765,logs,logs,60
766,run,run,60
767,big,big,60
768,entering,entering,60
769,fairly,fairly,59
770,requests,requests,59
771,functional,functional,59
772,emergency,emergency,59
773,deleted,deleted,59
774,usually,usually,59
775,navigation,navigation,59
776,adding,adding,59
777,improvement,improvement,58
778,possible,possible,58
779,deal,deal,58
780,unusable,unusable,58
781,medicines,medicines,58
782,retrieve,retrieve,58
783,pleased,pleased,58
784,reminds,reminds,58
785,under,under,57
786,live,live,57
787,bother,bother,57
788,deleting,deleting,57
789,anywhere,anywhere,57
790,timely,timely,57
791,unlock,unlock,57
792,worse,worse,57
793,steps,steps,57
794,business,business,57
795,signing,signing,57
796,simply,simply,57
797,probably,probably,57
798,single,single,57
799,complaints,complaints,56
800,responses,responses,56
801,details,details,56
802,month,month,56
803,attempts,attempts,56
804,fitbit,fitbit,56
805,nurses,nurses,56
806,three,three,56
807,scheduling,scheduling,56
808,cumbersome,cumbersome,56
809,reviews,reviews,56
810,forward,forward,55
811,crashing,crashing,55
812,galaxy,galaxy,55
813,remove,remove,55
814,functions,functions,55
815,changing,changing,55
816,impressed,impressed,55
817,portals,portals,55
818,basic,basic,55
819,verify,verify,55
820,speak,speak,55
821,leaving,leaving,54
822,software,software,54
823,0,0,54
824,notification,notification,54
825,small,small,54
826,move,move,54
827,children,children,54
828,company,company,54
829,necessary,necessary,54
830,20,20,54
831,reading,reading,53
832,direct,direct,53
833,putting,putting,53
834,disappointed,disappointed,53
835,users,users,53
836,hospital,hospital,53
837,19,19,53
838,book,book,52
839,reliable,reliable,52
840,insurance,insurance,52
841,major,major,52
842,rx,re,52
843,continue,continue,52
844,provided,provided,52
845,maneuver,maneuver,52
846,facility,facility,52
847,tries,tries,52
848,contacting,contacting,51
849,8,8,51
850,quality,quality,51
851,happened,happened,51
852,privacy,privacy,51
853,face,face,51
854,practices,practices,51
855,broken,broken,51
856,difficulty,difficulty,51
857,concerns,concerns,51
858,entire,entire,51
859,televisit,television,51
860,requiring,requiring,50
861,cause,cause,50
862,busy,busy,50
863,couple,couple,50
864,fill,fill,50
865,layout,layout,49
866,tracker,tracker,49
867,locks,locks,49
868,reinstalled,reinstalled,49
869,whenever,whenever,49
870,learn,learn,49
871,safe,safe,49
872,downloading,downloading,49
873,lost,lost,49
874,audio,audio,49
875,state,state,49
876,ones,ones,49
877,light,light,49
878,7,7,49
879,referrals,referrals,49
880,requesting,requesting,49
881,md,my,49
882,total,total,49
883,actual,actual,49
884,joke,joke,48
885,effective,effective,48
886,desktop,desktop,48
887,straight,straight,48
888,file,file,48
889,browser,browser,48
890,city,city,47
891,sync,sync,47
892,spot,spot,47
893,15,15,47
894,developer,developer,47
895,repeatedly,repeatedly,47
896,flashes,flashes,47
897,case,case,47
898,1st,est,47
899,starting,starting,47
900,seconds,seconds,46
901,poorly,poorly,46
902,kicks,kicks,46
903,mind,mind,46
904,post,post,46
905,services,services,45
906,general,general,45
907,regarding,regarding,45
908,scheduled,scheduled,45
909,mean,mean,45
910,failed,failed,45
911,daughter,daughter,45
912,came,came,45
913,created,created,45
914,locate,locate,45
915,fails,fails,45
916,ur,ur,45
917,bug,bug,45
918,30,30,45
919,linked,linked,45
920,literally,literally,45
921,errors,errors,45
922,figured,figured,45
923,forcing,forcing,45
924,mine,mine,44
925,scan,scan,44
926,background,background,44
927,main,main,44
928,luck,luck,44
929,space,space,44
930,requested,requested,44
931,confirm,confirm,44
932,mess,mess,43
933,improved,improved,43
934,allowed,allowed,43
935,smooth,smooth,43
936,currently,currently,43
937,running,running,43
938,piece,piece,43
939,digits,digits,43
940,compare,compare,43
941,miss,miss,43
942,spent,spent,43
943,liked,liked,43
944,forth,forth,43
945,self,self,43
946,left,left,43
947,inbox,inbox,42
948,center,center,42
949,certain,certain,42
950,prompt,prompt,42
951,updating,updating,42
952,appears,appears,42
953,written,written,42
954,hassle,hassle,42
955,related,related,42
956,husband,husband,42
957,screens,screens,41
958,microphone,microphone,41
959,summaries,summaries,41
960,resetting,resetting,41
961,typing,typing,41
962,files,files,41
963,normal,normal,41
964,gone,gone,41
965,area,area,41
966,example,example,41
967,trash,trash,41
968,agree,agree,40
969,although,although,40
970,items,items,40
971,including,including,40
972,creating,creating,40
973,absolute,absolute,40
974,room,room,40
975,font,font,40
976,upload,upload,40
977,quicker,quicker,40
978,front,front,40
979,sorry,sorry,40
980,pick,pick,40
981,yes,yes,40
982,terms,terms,39
983,viewing,viewing,39
984,opens,opens,39
985,along,along,39
986,anyway,anyway,39
987,glitch,glitch,39
988,color,color,39
989,crazy,crazy,39
990,submit,submit,39
991,b,i,39
992,five,five,39
993,msg,mug,39
994,means,means,39
995,docs,docs,39
996,hands,hands,38
997,thorough,thorough,38
998,negative,negative,38
999,navigating,navigating,38
1000,pleasant,pleasant,38
1001,hell,hell,38
1002,yesterday,yesterday,38
1003,concept,concept,38
1004,exactly,exactly,38
1005,specialist,specialist,38
1006,whatever,whatever,38
1007,nightmare,nightmare,38
1008,world,world,38
1009,fully,fully,38
1010,progress,progress,38
1011,detailed,detailed,38
1012,easiest,easiest,38
1013,side,side,38
1014,automatically,automatically,38
1015,satisfied,satisfied,37
1016,accessing,accessing,37
1017,turn,turn,37
1018,talking,talking,37
1019,hear,hear,37
1020,decent,decent,37
1021,prior,prior,37
1022,additional,additional,37
1023,savvy,savvy,37
1024,responds,responds,37
1025,telehealth,telehealth,37
1026,hit,hit,37
1027,knowing,knowing,37
1028,names,names,37
1029,attempt,attempt,37
1030,manner,manner,37
1031,freezing,freezing,37
1032,god,god,37
1033,opinion,opinion,37
1034,writing,writing,37
1035,hopefully,hopefully,37
1036,sound,sound,36
1037,stopped,stopped,36
1038,managing,managing,36
1039,opening,opening,36
1040,ways,ways,36
1041,private,private,36
1042,apt,apt,36
1043,return,return,36
1044,short,short,36
1045,picture,picture,36
1046,menu,menu,36
1047,step,step,36
1048,awsome,awsome,35
1049,frustrated,frustrated,35
1050,gotten,gotten,35
1051,apparently,apparently,35
1052,frequently,frequently,35
1053,caring,caring,35
1054,billing,billing,35
1055,100,100,35
1056,saver,saver,35
1057,potential,potential,35
1058,money,money,35
1059,four,four,35
1060,chat,chat,35
1061,high,high,35
1062,play,play,35
1063,checked,checked,35
1064,communications,communications,35
1065,internet,internet,35
1066,charts,charts,35
1067,x,i,35
1068,therefore,therefore,35
1069,letting,letting,35
1070,smart,smart,34
1071,documents,documents,34
1072,wow,wow,34
1073,pandemic,pandemic,34
1074,9,9,34
1075,expected,expected,34
1076,opened,opened,34
1077,weak,weak,34
1078,sense,sense,34
1079,o,o,34
1080,reference,reference,34
1081,helped,helped,34
1082,damn,damn,34
1083,loads,loads,34
1084,pos,pos,34
1085,entry,entry,34
1086,amount,amount,33
1087,colors,colors,33
1088,white,white,33
1089,guys,guys,33
1090,exceptional,exceptional,33
1091,late,late,33
1092,unfriendly,unfriendly,33
1093,desk,desk,33
1094,display,display,33
1095,positive,positive,33
1096,daily,daily,33
1097,nearly,nearly,33
1098,permission,permission,33
1099,lack,lack,33
1100,feedback,feedback,33
1101,barely,barely,33
1102,answered,answered,33
1103,minute,minute,33
1104,beginning,beginning,33
1105,exist,exist,33
1106,lists,lists,33
1107,icon,icon,32
1108,virtual,virtual,32
1109,professionals,professionals,32
1110,perfectly,perfectly,32
1111,fit,fit,32
1112,technology,technology,32
1113,requirement,requirement,32
1114,loaded,loaded,32
1115,numerous,numerous,32
1116,mostly,mostly,32
1117,explain,explain,32
1118,missed,missed,32
1119,extra,extra,32
1120,tap,tap,32
1121,store,store,32
1122,yourself,yourself,32
1123,diagnosis,diagnosis,32
1124,pressure,pressure,32
1125,inconvenient,inconvenient,31
1126,recommended,recommended,31
1127,till,till,31
1128,initial,initial,31
1129,understanding,understanding,31
1130,characters,characters,31
1131,group,group,31
1132,directions,directions,31
1133,clean,clean,31
1134,m,i,31
1135,states,states,31
1136,unnecessary,unnecessary,31
1137,24,24,31
1138,paperwork,paperwork,31
1139,allowing,allowing,31
1140,beyond,beyond,30
1141,paper,paper,30
1142,flashing,flashing,30
1143,seriously,seriously,30
1144,happen,happen,30
1145,pop,pop,30
1146,asap,asap,30
1147,continues,continues,30
1148,utilize,utilize,30
1149,improvements,improvements,30
1150,frustration,frustration,30
1151,televisits,television,30
1152,bring,bring,30
1153,lol,lol,30
1154,comprehensive,comprehensive,30
1155,six,six,30
1156,circles,circles,30
1157,comfortable,comfortable,30
1158,lacks,lacks,30
1159,contacted,contacted,30
1160,feels,feels,30
1161,saved,saved,30
1162,unmodified,unmodified,30
1163,happens,happens,30
1164,loving,loving,30
1165,form,form,29
1166,filled,filled,29
1167,l,i,29
1168,truly,truly,29
1169,box,box,29
1170,unfortunately,unfortunately,29
1171,registered,registered,29
1172,choices,choices,29
1173,zip,zip,29
1174,upon,upon,29
1175,searching,searching,29
1176,wasted,wasted,29
1177,morning,morning,29
1178,tele,tele,29
1179,tab,tab,29
1180,confused,confused,29
1181,specific,specific,29
1182,older,older,29
1183,closing,closing,29
1184,outstanding,outstanding,29
1185,cut,cut,29
1186,various,various,29
1187,interact,interact,29
1188,closed,closed,29
1189,members,members,29
1190,include,include,29
1191,starts,starts,29
1192,alerts,alerts,29
1193,window,window,28
1194,linking,linking,28
1195,oh,oh,28
1196,removed,removed,28
1197,free,free,28
1198,c,i,28
1199,personally,personally,28
1200,convient,convient,28
1201,puts,puts,28
1202,allergies,allergies,28
1203,letter,letter,28
1204,blue,blue,28
1205,offer,offer,28
1206,22,22,28
1207,scroll,scroll,28
1208,black,black,28
1209,wife,wife,28
1210,despite,despite,28
1211,clearly,clearly,28
1212,compared,compared,28
1213,ive,ive,28
1214,become,become,28
1215,modified,modified,28
1216,words,words,28
1217,enjoyed,enjoyed,28
1218,needing,needing,28
1219,d,i,27
1220,receiving,receiving,27
1221,12,12,27
1222,huge,huge,27
1223,installing,installing,27
1224,swipe,swipe,27
1225,stinks,stinks,27
1226,vital,vital,27
1227,basically,basically,27
1228,regular,regular,27
1229,incredibly,incredibly,27
1230,level,level,27
1231,referral,referral,27
1232,replies,replies,27
1233,whether,whether,27
1234,refuses,refuses,27
1235,format,format,27
1236,2020,2020,27
1237,pops,pops,27
1238,alone,alone,27
1239,success,success,27
1240,voice,voice,27
1241,showed,showed,27
1242,authentication,authentication,27
1243,restart,restart,26
1244,pages,pages,26
1245,pictures,pictures,26
1246,appear,appear,26
1247,keyboard,keyboard,26
1248,supported,supported,26
1249,rid,rid,26
1250,didnt,didnt,26
1251,tabs,tabs,26
1252,treatment,treatment,26
1253,fitness,fitness,26
1254,reschedule,reschedule,26
1255,complaint,complaint,26
1256,disappointing,disappointing,26
1257,weight,weight,26
1258,screenshot,screenshot,26
1259,across,across,26
1260,incomplete,incomplete,26
1261,switching,switching,26
1262,trackers,trackers,25
1263,fail,fail,25
1264,irritating,irritating,25
1265,addition,addition,25
1266,shown,shown,25
1267,procedure,procedure,25
1268,scanner,scanner,25
1269,sort,sort,25
1270,low,low,25
1271,bs,is,25
1272,comments,comments,25
1273,buttons,buttons,25
1274,don,don,25
1275,stating,stating,25
1276,connecting,connecting,25
1277,field,field,25
1278,uploaded,uploaded,25
1279,thread,thread,25
1280,mention,mention,25
1281,finish,finish,25
1282,clinics,clinics,25
1283,expect,expect,25
1284,links,links,25
1285,hoops,hoops,25
1286,prefer,prefer,25
1287,existing,existing,24
1288,biometric,biometric,24
1289,expired,expired,24
1290,dealing,dealing,24
1291,original,original,24
1292,prompts,prompts,24
1293,blank,blank,24
1294,helping,helping,24
1295,flickers,flickers,24
1296,shuts,shuts,24
1297,reviewing,reviewing,24
1298,staying,staying,24
1299,previously,previously,24
1300,p,i,24
1301,contrast,contrast,24
1302,upgrade,upgrade,24
1303,push,push,24
1304,ugh,ugh,24
1305,instant,instant,24
1306,birth,birth,24
1307,rest,rest,24
1308,further,further,24
1309,refilled,refilled,24
1310,letters,letters,24
1311,shot,shot,24
1312,concerning,concerning,24
1313,grateful,grateful,24
1314,somewhat,somewhat,23
1315,platform,platform,23
1316,pointless,pointless,23
1317,generally,generally,23
1318,min,min,23
1319,clicking,clicking,23
1320,believe,believe,23
1321,pw,pa,23
1322,thus,thus,23
1323,lose,lose,23
1324,special,special,23
1325,ux,up,23
1326,similar,similar,23
1327,detail,detail,23
1328,status,status,23
1329,recovery,recovery,23
1330,value,value,23
1331,quit,quit,23
1332,separate,separate,23
1333,disappears,disappears,23
1334,memory,memory,23
1335,chance,chance,23
1336,compatible,compatible,23
1337,nowhere,nowhere,23
1338,neat,neat,23
1339,aware,aware,23
1340,awhile,awhile,22
1341,readily,readily,22
1342,birthday,birthday,22
1343,night,night,22
1344,stored,stored,22
1345,folks,folks,22
1346,higher,higher,22
1347,versions,versions,22
1348,responding,responding,22
1349,sick,sick,22
1350,circle,circle,22
1351,selection,selection,22
1352,stats,stats,22
1353,sudden,sudden,22
1354,true,true,22
1355,considering,considering,22
1356,immunizations,immunizations,22
1357,runs,runs,22
1358,emailed,emailed,22
1359,tiny,tiny,22
1360,period,period,22
1361,disappeared,disappeared,22
1362,constant,constant,22
1363,tag,tag,22
1364,procedures,procedures,22
1365,45,45,22
1366,miles,miles,22
