,Word,Posed Correction,Frequency
167,makes,makes,27
168,read,read,27
169,our,our,27
170,unable,unable,27
171,want,want,27
172,were,were,26
173,view,view,26
174,calendar,calendar,26
175,while,while,26
176,etc,etc,26
177,sign,sign,26
178,being,being,26
179,too,too,25
180,5,5,25
181,print,print,25
182,tried,tried,25
183,then,then,25
184,many,many,25
185,getting,getting,25
186,make,make,25
187,2,2,24
188,change,change,24
189,years,years,24
190,online,online,23
191,before,before,23
192,always,always,23
193,where,where,23
194,over,over,23
195,system,system,22
196,without,without,22
197,provider,provider,22
198,data,data,22
199,awesome,awesome,22
200,useless,useless,22
201,going,going,22
202,schedule,schedule,22
203,screen,screen,22
204,latest,latest,21
205,however,however,21
206,until,until,21
207,phone,phone,21
208,issue,issue,21
209,frustrating,frustrating,21
210,first,first,21
211,again,again,21
212,apps,apps,21
213,visit,visit,21
214,longer,longer,21
215,difficult,difficult,20
216,ever,ever,20
217,previous,previous,20
218,open,open,20
219,same,same,20
220,pay,pay,20
221,navigate,navigate,20
222,own,own,20
223,notifications,notifications,20
224,right,right,20
225,healthcare,healthcare,19
226,1,1,19
227,last,last,19
228,why,why,19
229,login,login,19
230,try,try,19
231,tests,tests,19
232,dr,do,18
233,done,done,18
234,seems,seems,18
235,communicate,communicate,18
236,ios9,is,18
237,each,each,18
238,providers,providers,18
239,wish,wish,18
240,tool,tool,18
241,made,made,18
242,these,these,17
243,add,add,17
244,day,day,17
245,worked,worked,17
246,yet,yet,17
247,give,give,17
248,both,both,17
249,feedback,feedback,17
250,ability,ability,17
251,thanks,thanks,17
252,put,put,17
253,hard,hard,17
254,here,here,17
255,pretty,pretty,17
256,wonderful,wonderful,17
257,past,past,17
258,receive,receive,17
259,let,let,17
260,several,several,16
261,nice,nice,16
262,fine,fine,16
263,problem,problem,16
264,life,life,16
265,things,things,16
266,convenient,convenient,16
267,bill,bill,16
268,worthless,worthless,16
269,anything,anything,16
270,he,he,16
271,number,number,16
272,date,date,16
273,apple,apple,16
274,contact,contact,16
275,option,option,16
276,look,look,16
277,something,something,16
278,review,review,15
279,radiology,radiology,15
280,another,another,15
281,long,long,15
282,staff,staff,15
283,fixed,fixed,15
284,documents,documents,15
285,down,down,15
286,watch,watch,15
287,stars,stars,15
288,functionality,functionality,15
289,people,people,15
290,fantastic,fantastic,15
291,year,year,15
292,features,features,15
293,absolutely,absolutely,15
294,touch,touch,15
295,bugs,bugs,15
296,feature,feature,15
297,sure,sure,15
298,often,often,14
299,id,id,14
300,result,result,14
301,problems,problems,14
302,such,such,14
303,record,record,14
304,who,who,14
305,set,set,14
306,rochester,rochester,14
307,service,service,14
308,full,full,14
309,via,via,14
310,lot,lot,14
311,easier,easier,14
312,soon,soon,14
313,keeps,keeps,14
314,said,said,14
315,today,today,14
316,directly,directly,14
317,off,off,14
318,web,web,13
319,terrible,terrible,13
320,call,call,13
321,needed,needed,13
322,bad,bad,13
323,during,during,13
324,nothing,nothing,13
325,think,think,13
326,sent,sent,13
327,application,application,13
328,allow,allow,13
329,days,days,13
330,worse,worse,13
331,list,list,13
332,says,says,13
333,hospital,hospital,13
334,trying,trying,13
335,link,link,13
336,correct,correct,13
337,history,history,13
338,site,site,13
339,visits,visits,13
340,track,track,13
341,labs,labs,12
342,thing,thing,12
343,6,6,12
344,home,home,12
345,request,request,12
346,top,top,12
347,found,found,12
348,takes,takes,12
349,us,us,12
350,far,far,12
351,appt,app,12
352,support,support,12
353,next,next,12
354,seen,seen,12
355,figure,figure,12
356,x,i,12
357,treatment,treatment,12
358,insurance,insurance,12
359,looking,looking,12
360,sending,sending,12
361,take,take,12
362,hope,hope,12
363,10,10,12
364,experience,experience,12
365,0,0,12
366,important,important,11
367,must,must,11
368,already,already,11
369,3,3,11
370,different,different,11
371,questions,questions,11
372,point,point,11
373,button,button,11
374,went,went,11
375,tech,tech,11
376,told,told,11
377,horrible,horrible,11
378,messaging,messaging,11
379,few,few,11
380,loved,loved,11
381,place,place,11
382,come,come,11
383,7,7,11
384,upgrade,upgrade,11
385,complete,complete,11
386,non,non,11
387,those,those,11
388,received,received,11
389,payment,payment,11
390,broken,broken,11
391,understand,understand,11
392,8,8,11
393,sometimes,sometimes,11
394,once,once,11
395,live,live,11
396,code,code,11
397,line,line,10
398,simple,simple,10
399,start,start,10
400,report,report,10
401,ask,ask,10
402,quickly,quickly,10
403,improvement,improvement,10
404,especially,especially,10
405,e,e,10
406,family,family,10
407,show,show,10
408,articles,articles,10
409,part,part,10
410,paper,paper,10
411,click,click,10
412,crash,crash,10
413,lost,lost,10
414,either,either,10
415,recommend,recommend,10
416,deleted,deleted,10
417,removed,removed,10
418,else,else,10
419,say,say,10
420,provide,provide,10
421,poor,poor,10
422,current,current,10
423,two,two,10
424,may,may,10
425,missing,missing,10
426,allows,allows,10
427,gone,gone,10
428,extremely,extremely,10
429,note,note,10
430,tell,tell,10
431,everyone,everyone,10
432,updates,updates,10
433,close,close,9
434,worst,worst,9
435,crashing,crashing,9
436,designed,designed,9
437,images,images,9
438,improve,improve,9
439,instead,instead,9
440,error,error,9
441,primary,primary,9
442,recently,recently,9
443,fingertips,fingertips,9
444,its,its,9
445,anyone,anyone,9
446,around,around,9
447,bug,bug,9
448,intuitive,intuitive,9
449,gets,gets,9
450,away,away,9
451,making,making,9
452,currently,currently,9
453,got,got,9
454,completely,completely,9
455,pathology,pathology,9
456,his,his,9
457,believe,believe,9
458,between,between,9
459,within,within,9
460,section,section,9
461,page,page,9
462,her,her,9
463,doing,doing,8
464,rate,rate,8
465,someone,someone,8
466,others,others,8
467,drs,dry,8
468,questionnaire,questionnaire,8
469,reviews,reviews,8
470,world,world,8
471,months,months,8
472,highly,highly,8
473,write,write,8
474,continue,continue,8
475,stay,stay,8
476,type,type,8
477,users,users,8
478,reminders,reminders,8
479,upcoming,upcoming,8
480,awful,awful,8
481,including,including,8
482,store,store,8
483,mobile,mobile,8
484,almost,almost,8
485,functional,functional,8
486,create,create,8
487,rays,rays,8
488,week,week,8
489,follow,follow,8
490,feel,feel,8
491,quick,quick,8
492,reason,reason,8
493,though,though,8
494,logged,logged,8
495,goes,goes,8
496,teams,teams,8
497,retrieve,retrieve,8
498,search,search,8
499,communication,communication,8
500,physician,physician,8
501,personal,personal,7
502,statements,statements,7
503,services,services,7
504,enough,enough,7
505,slow,slow,7
506,re,re,7
507,free,free,7
508,4,4,7
509,opening,opening,7
510,added,added,7
511,notification,notification,7
512,meds,meds,7
513,unfortunately,unfortunately,7
514,share,share,7
515,disappointed,disappointed,7
516,download,download,7
517,asap,asap,7
518,wrong,wrong,7
519,expect,expect,7
520,manage,manage,7
521,daily,daily,7
522,device,device,7
523,disappointing,disappointing,7
524,allergies,allergies,7
525,enter,enter,7
526,load,load,7
527,hands,hands,7
528,function,function,7
529,text,text,7
530,remember,remember,7
531,fact,fact,7
532,bills,bills,7
533,waste,waste,7
534,physicians,physicians,7
535,cancel,cancel,7
536,facility,facility,7
537,impossible,impossible,7
538,physicals,physicals,7
539,rather,rather,7
540,written,written,7
541,response,response,7
542,taken,taken,7
543,called,called,7
544,husband,husband,7
545,sorry,sorry,7
546,changes,changes,7
547,gives,gives,7
548,running,running,6
549,wanted,wanted,6
550,doc,doc,6
551,tips,tips,6
552,voiceover,voiceover,6
553,informative,informative,6
554,less,less,6
555,options,options,6
556,color,color,6
557,aspect,aspect,6
558,software,software,6
559,appts,apps,6
560,actually,actually,6
561,amount,amount,6
562,overall,overall,6
563,reset,reset,6
564,impressed,impressed,6
565,small,small,6
566,connect,connect,6
567,medications,medications,6
568,seem,seem,6
569,ago,ago,6
570,changed,changed,6
571,testing,testing,6
572,area,area,6
573,signs,signs,6
574,save,save,6
575,provides,provides,6
576,surgery,surgery,6
577,pre,pre,6
578,exams,exams,6
579,immediately,immediately,6
580,star,star,6
581,big,big,6
582,otherwise,otherwise,6
583,due,due,6
584,logging,logging,6
585,general,general,6
586,ap,ap,6
587,person,person,6
588,accessible,accessible,6
589,imaging,imaging,6
590,shows,shows,6
591,job,job,6
592,glitch,glitch,6
593,along,along,6
594,release,release,6
595,allowed,allowed,6
596,provided,provided,6
597,example,example,6
598,startup,startup,6
599,itself,itself,6
600,happy,happy,6
601,kept,kept,6
602,sort,sort,6
603,form,form,6
604,asked,asked,6
605,installed,installed,6
606,improved,improved,6
607,anymore,anymore,6
608,nurses,nurses,6
609,address,address,6
610,usually,usually,6
611,maybe,maybe,6
612,under,under,6
613,bring,bring,6
614,medicine,medicine,6
615,air,air,6
616,real,real,6
617,confusing,confusing,6
618,related,related,6
619,menu,menu,6
620,possible,possible,6
621,future,future,6
622,perfect,perfect,6
623,content,content,6
624,question,question,5
625,developer,developer,5
626,least,least,5
627,failure,failure,5
628,hours,hours,5
629,blood,blood,5
630,ones,ones,5
631,appreciated,appreciated,5
632,attempt,attempt,5
633,saved,saved,5
634,quality,quality,5
635,individual,individual,5
636,complex,complex,5
637,outstanding,outstanding,5
638,handy,handy,5
639,appear,appear,5
640,couple,couple,5
641,means,means,5
642,scheduled,scheduled,5
643,later,later,5
644,lists,lists,5
645,heart,heart,5
646,interface,interface,5
647,bottom,bottom,5
648,minutes,minutes,5
649,pull,pull,5
650,left,left,5
651,bar,bar,5
652,finish,finish,5
653,nor,nor,5
654,organization,organization,5
655,weeks,weeks,5
656,multiple,multiple,5
657,him,him,5
658,process,process,5
659,functions,functions,5
660,basic,basic,5
661,happened,happened,5
662,balance,balance,5
663,dark,dark,5
664,font,font,5
665,god,god,5
666,black,black,5
667,reference,reference,5
668,supposed,supposed,5
669,appears,appears,5
670,waiting,waiting,5
671,switch,switch,5
672,resource,resource,5
673,papers,papers,5
674,magazine,magazine,5
675,junk,junk,5
676,appreciate,appreciate,5
677,downloaded,downloaded,5
678,favorite,favorite,5
679,incorrect,incorrect,5
680,run,run,5
681,plus,plus,5
682,fill,fill,5
683,reach,reach,5
684,little,little,5
685,versions,versions,5
686,rated,rated,5
687,gave,gave,5
688,whole,whole,5
689,launch,launch,5
690,sense,sense,5
691,standard,standard,5
692,vital,vital,5
693,took,took,5
694,computer,computer,5
695,professional,professional,5
696,behind,behind,5
697,myself,myself,5
698,minor,minor,5
699,recent,recent,5
700,choose,choose,5
701,navigation,navigation,5
702,helps,helps,5
703,hate,hate,5
704,late,late,5
705,fingerprint,fingerprint,5
706,learn,learn,5
707,shame,shame,5
708,communications,communications,5
709,money,money,5
710,secure,secure,5
711,country,country,4
712,settings,settings,4
713,statement,statement,4
714,organized,organized,4
715,focus,focus,4
716,upload,upload,4
717,chart,chart,4
718,news,news,4
719,caregivers,caregivers,4
720,visible,visible,4
721,recipes,recipes,4
722,miss,miss,4
723,portals,portals,4
724,navigating,navigating,4
725,purpose,purpose,4
726,tells,tells,4
727,alert,alert,4
728,light,light,4
729,layout,layout,4
730,details,details,4
731,desk,desk,4
732,super,super,4
733,easily,easily,4
734,guess,guess,4
735,wallet,wallet,4
736,program,program,4
737,liver,liver,4
738,manner,manner,4
739,requesting,requesting,4
740,authentication,authentication,4
741,executive,executive,4
742,pdf,edf,4
743,worth,worth,4
744,frequently,frequently,4
745,ahead,ahead,4
746,might,might,4
747,easiest,easiest,4
748,contacting,contacting,4
749,traveling,traveling,4
750,comprehensive,comprehensive,4
751,wait,wait,4
752,except,except,4
753,maps,maps,4
754,forward,forward,4
755,security,security,4
756,posted,posted,4
757,tracking,tracking,4
758,background,background,4
759,15,15,4
760,historical,historical,4
761,corrected,corrected,4
762,local,local,4
763,file,file,4
764,capability,capability,4
765,child,child,4
766,enjoy,enjoy,4
767,frustrated,frustrated,4
768,together,together,4
769,design,design,4
770,perfectly,perfectly,4
771,ease,ease,4
772,members,members,4
773,verify,verify,4
774,failed,failed,4
775,totally,totally,4
776,managing,managing,4
777,g,i,4
778,ok,ok,4
779,fails,fails,4
780,procedures,procedures,4
781,shown,shown,4
782,select,select,4
783,crashed,crashed,4
784,probably,probably,4
785,questionnaires,questionnaires,4
786,initially,initially,4
787,med,med,4
788,field,field,4
789,immunizations,immunization,4
790,fast,fast,4
791,constantly,constantly,4
792,high,high,4
793,errors,errors,4
794,compare,compare,4
795,leave,leave,4
796,move,move,4
797,huge,huge,4
798,aspects,aspects,4
799,reading,reading,4
800,browser,browser,4
801,noticed,noticed,4
802,present,present,4
803,directions,directions,4
804,prior,prior,4
805,realize,realize,4
806,filled,filled,4
807,although,although,4
808,epic,epic,4
809,profile,profile,4
810,clearly,clearly,4
811,liked,liked,4
812,glitchy,glitchy,4
813,lots,lots,4
814,beyond,beyond,4
815,greatly,greatly,4
816,given,given,4
817,title,title,4
818,warning,warning,4
819,manually,manually,4
820,reporting,reporting,4
821,morbidity,morbidity,4
822,assistance,assistance,4
823,lung,lung,4
824,side,side,4
825,perhaps,perhaps,4
826,badge,badge,4
827,notified,notified,4
828,certain,certain,4
829,speak,speak,4
830,gold,gold,4
831,expected,expected,4
832,rating,rating,4
833,nurse,nurse,4
834,matters,matters,4
835,anywhere,anywhere,4
836,asking,asking,4
837,pain,pain,4
838,comfortable,comfortable,4
839,retired,retired,4
840,cases,cases,4
841,room,room,4
842,numbers,numbers,4
843,required,required,4
844,connection,connection,4
845,disease,disease,4
846,shall,shall,4
847,direct,direct,4
848,compatible,compatible,4
849,tested,tested,4
850,keeping,keeping,4
851,started,started,4
852,control,control,4
853,state,state,4
854,entire,entire,4
855,class,class,4
856,ridiculous,ridiculous,4
857,five,five,4
858,scans,scans,3
859,presented,presented,3
860,username,username,3
861,opt,opt,3
862,basically,basically,3
863,scottsdale,,3
864,wifi,wifi,3
865,capabilities,capabilities,3
866,generic,generic,3
867,utility,utility,3
868,glance,glance,3
869,thru,thou,3
870,mode,mode,3
871,company,company,3
872,upgrading,upgrading,3
873,attempted,attempted,3
874,thankful,thankful,3
875,accessibility,accessibility,3
876,become,become,3
877,11,11,3
878,electronic,electronic,3
879,accurate,accurate,3
880,updating,updating,3
881,technical,technical,3
882,category,category,3
883,order,order,3
884,summary,summary,3
885,passwords,passwords,3
886,name,name,3
887,various,various,3
888,ways,ways,3
889,moved,moved,3
890,literally,literally,3
891,caused,caused,3
892,trip,trip,3
893,quite,quite,3
894,imagine,imagine,3
895,er,er,3
896,exchange,exchange,3
897,c19,can,3
898,90,90,3
899,period,period,3
900,scheduling,scheduling,3
901,department,department,3
902,trash,trash,3
903,helped,helped,3
904,coming,coming,3
905,complaint,complaint,3
906,edit,edit,3
907,continues,continues,3
908,indicating,indicating,3
909,outside,outside,3
910,disappeared,disappeared,3
911,treat,treat,3
912,distance,distance,3
913,match,match,3
914,article,article,3
915,changing,changing,3
916,mr,my,3
917,videos,videos,3
918,second,second,3
919,sends,sends,3
920,interest,interest,3
921,auto,auto,3
922,customer,customer,3
923,age,age,3
924,links,links,3
925,came,came,3
926,three,three,3
927,accounts,accounts,3
928,situation,situation,3
929,prepare,prepare,3
930,rely,rely,3
931,orders,orders,3
932,values,values,3
933,library,library,3
934,critical,critical,3
935,interact,interact,3
936,finding,finding,3
937,fingers,fingers,3
938,disappointment,disappointment,3
939,sync,sync,3
940,bit,bit,3
941,lately,lately,3
942,printing,printing,3
943,wife,wife,3
944,exceptional,exceptional,3
945,relevant,relevant,3
946,attempts,attempts,3
947,poorly,poorly,3
948,unless,unless,3
949,autoimmune,autoimmune,3
950,signing,signing,3
951,symptom,symptom,3
952,timely,timely,3
953,diseases,diseases,3
954,rendered,rendered,3
955,asks,asks,3
956,keyboard,keyboard,3
957,2021,2021,3
958,group,group,3
959,location,location,3
960,vitals,vitals,3
961,delete,delete,3
962,t,i,3
963,campus,campus,3
964,listed,listed,3
965,above,above,3
966,missed,missed,3
967,previously,previously,3
968,states,states,3
969,obvious,obvious,3
970,idea,idea,3
971,serious,serious,3
972,improvements,improvements,3
973,progress,progress,3
974,definitely,definitely,3
975,developed,developed,3
976,true,true,3
977,central,central,3
978,choice,choice,3
979,emails,emails,3
980,blue,blue,3
981,cc,ca,3
982,ready,ready,3
983,phenomenal,phenomenal,3
984,covid,couid,3
985,lacking,lacking,3
986,physical,physical,3
987,treating,treating,3
988,stuff,stuff,3
989,specific,specific,3
990,whenever,whenever,3
991,she,she,3
992,thumbprint,thumbprint,3
993,improves,improves,3
994,taking,taking,3
995,paid,paid,3
996,occur,occur,3
997,instructions,instructions,3
998,saver,saver,3
999,morning,morning,3
1000,unusable,unusable,3
1001,occurs,occurs,3
1002,thumbs,thumbs,3
1003,receiving,receiving,3
1004,payments,payments,3
1005,carry,carry,3
1006,post,post,3
1007,pending,pending,3
1008,individually,individually,3
1009,attempting,attempting,3
1010,healthy,healthy,3
1011,yesterday,yesterday,3
1012,son,son,3
1013,constant,constant,3
1014,pictures,pictures,3
1015,digital,digital,3
1016,saying,saying,3
1017,six,six,3
1018,portion,portion,3
1019,alive,alive,3
1020,24,24,3
1021,comes,comes,3
1022,registered,registered,3
1023,prescription,prescription,3
1024,twice,twice,3
1025,truly,truly,3
1026,compared,compared,3
1027,seeing,seeing,3
1028,schedules,schedules,3
1029,allowing,allowing,3
1030,99,99,3
1031,usability,ability,3
1032,pertinent,pertinent,3
1033,copies,copies,3
1034,reloaded,reloaded,3
1035,tip,tip,3
1036,heavily,heavily,3
1037,sparta,sparta,3
1038,cancer,cancer,3
1039,none,none,3
1040,priceless,priceless,3
1041,immediate,immediate,3
1042,format,format,3
1043,market,market,3
1044,separate,separate,3
1045,setting,setting,3
1046,reinstalling,installing,3
1047,programs,programs,3
1048,deleting,deleting,3
1049,repeatedly,repeatedly,3
1050,medicare,medicare,3
1051,excellence,excellence,3
1052,majority,majority,3
1053,return,return,3
1054,arizona,arizona,3
1055,wants,wants,3
1056,industry,industry,3
1057,closes,closes,3
1058,kind,kind,3
1059,100,100,3
1060,gotten,gotten,3
1061,dates,dates,3
1062,mind,mind,3
1063,felt,felt,3
1064,superb,superb,3
1065,causes,causes,3
1066,major,major,3
1067,hospitals,hospitals,3
1068,mark,mark,3
1069,complaining,complaining,3
1070,anyway,anyway,3
1071,month,month,3
1072,main,main,3
1073,faster,faster,3
1074,clear,clear,3
1075,considering,considering,3
1076,recognition,recognition,3
1077,jacksonville,,3
1078,transplant,transplant,3
1079,face,face,3
1080,action,action,3
1081,mail,mail,3
1082,leading,leading,3
1083,alerts,alerts,3
1084,short,short,3
1085,yoga,yoga,3
1086,large,large,3
1087,likely,likely,3
1088,mailed,mailed,3
1089,12,12,3
1090,frustration,frustration,3
1091,trial,trial,2
1092,turns,turns,2
1093,billed,billed,2
1094,instructor,instructor,2
1095,course,course,2
1096,stable,stable,2
1097,godsend,godsend,2
1098,mom,mom,2
1099,study,study,2
1100,exam,exam,2
1101,demanding,demanding,2
1102,david,david,2
1103,integration,integration,2
1104,house,house,2
1105,sleep,sleep,2
1106,newest,newest,2
1107,redesign,redesign,2
1108,u,u,2
1109,approach,approach,2
1110,blog,blog,2
1111,genetic,genetic,2
1112,standards,standards,2
1113,novice,novice,2
1114,bed,bed,2
1115,ignore,ignore,2
1116,impressive,impressive,2
1117,leg,leg,2
1118,pages,pages,2
1119,signed,signed,2
1120,2019,2019,2
1121,final,final,2
1122,2016,2016,2
1123,sometime,sometime,2
1124,invaluable,invaluable,2
1125,meet,meet,2
1126,existent,existent,2
1127,contains,contains,2
1128,overwhelming,overwhelming,2
1129,certainly,certainly,2
1130,glad,glad,2
1131,signin,signing,2
1132,quote,quote,2
1133,offers,offers,2
1134,spreadsheet,spreadsheet,2
1135,resolve,resolve,2
1136,inferior,inferior,2
1137,percent,percent,2
1138,closing,closing,2
1139,offering,offering,2
1140,normal,normal,2
1141,improving,improving,2
1142,prestigious,prestigious,2
1143,fixes,fixes,2
1144,th,the,2
1145,elderly,elderly,2
1146,adult,adult,2
1147,challenge,challenge,2
1148,limited,limited,2
1149,resources,resources,2
1150,slower,slower,2
1151,mess,mess,2
1152,disabled,disabled,2
1153,perspective,perspective,2
1154,stuck,stuck,2
1155,forth,forth,2
1156,mine,mine,2
1157,google,google,2
1158,echo,echo,2
1159,authenticating,authenticating,2
1160,bogus,bogus,2
1161,reduced,reduced,2
1162,thus,thus,2
1163,connected,connected,2
1164,troubleshooting,troubleshooting,2
1165,pics,pics,2
1166,circles,circles,2
1167,favorites,favorites,2
1168,whatever,whatever,2
1169,reviewing,reviewing,2
1170,early,early,2
1171,ride,ride,2
1172,airport,airport,2
1173,itinerary,itinerary,2
1174,charted,charted,2
1175,itineraries,itineraries,2
1176,stress,stress,2
1177,space,space,2
1178,telling,telling,2
1179,entered,entered,2
1180,hidden,hidden,2
1181,intended,intended,2
1182,hospice,hospice,2
1183,saving,saving,2
1184,simpler,simpler,2
1185,built,built,2
1186,redesigned,redesigned,2
1187,significant,significant,2
1188,head,head,2
1189,spa,spa,2
1190,words,words,2
1191,appropriate,appropriate,2
1192,talk,talk,2
1193,accessing,accessing,2
1194,advances,advances,2
1195,solve,solve,2
1196,shots,shots,2
1197,graphs,graphs,2
1198,consider,consider,2
1199,showing,showing,2
1200,continually,continually,2
1201,instantly,instantly,2
1202,forms,forms,2
1203,events,events,2
1204,finished,finished,2
1205,applications,applications,2
1206,folks,folks,2
1207,tuesday,tuesday,2
1208,chance,chance,2
1209,power,power,2
1210,hoping,hoping,2
1211,lets,lets,2
1212,knows,knows,2
1213,lack,lack,2
1214,earlier,earlier,2
1215,cool,cool,2
1216,credentials,credentials,2
1217,accurately,accurately,2
1218,picture,picture,2
1219,discussed,discussed,2
1220,happens,happens,2
1221,mean,mean,2
1222,ex,ex,2
1223,guide,guide,2
1224,refuses,refuses,2
1225,contacted,contacted,2
1226,ordered,ordered,2
1227,answers,answers,2
1228,viewable,viable,2
1229,florida,florida,2
1230,checker,checker,2
1231,following,following,2
1232,retain,retain,2
1233,answered,answered,2
1234,echeckin,checking,2
1235,automatically,automatically,2
1236,failing,failing,2
1237,inconsistent,inconsistent,2
1238,mothers,mothers,2
1239,okay,okay,2
1240,diagnosis,diagnosis,2
1241,stated,stated,2
1242,suffering,suffering,2
1243,low,low,2
1244,transparency,transparency,2
1245,difficulty,difficulty,2
1246,viewed,viewed,2
1247,zone,zone,2
1248,biometric,biometric,2
1249,requests,requests,2
1250,eyes,eyes,2
1251,involved,involved,2
1252,laid,laid,2
1253,repeated,repeated,2
1254,2004,2004,2
1255,swipe,swipe,2
1256,self,self,2
1257,difference,difference,2
1258,trend,trend,2
1259,spinning,spinning,2
1260,mistake,mistake,2
1261,letters,letters,2
1262,assigned,assigned,2
1263,unfriendly,unfriendly,2
1264,apply,apply,2
1265,minnesota,minnesota,2
1266,satisfied,satisfied,2
1267,baxter,baxter,2
1268,quicker,quicker,2
1269,periods,periods,2
1270,lived,lived,2
1271,saw,saw,2
1272,yes,yes,2
1273,rocks,rocks,2
1274,applepay,,2
1275,tons,tons,2
1276,register,register,2
1277,closer,closer,2
1278,duh,duh,2
1279,addition,addition,2
1280,simply,simply,2
1281,dig,dig,2
1282,departments,departments,2
1283,medication,medication,2
1284,unprecedented,unprecedented,2
1285,loads,loads,2
1286,spine,spine,2
1287,condition,condition,2
1288,correspondence,correspondence,2
1289,actual,actual,2
1290,centered,centered,2
1291,turn,turn,2
1292,fire,fire,2
1293,endlessly,endlessly,2
1294,cellular,cellular,2
1295,charts,charts,2
1296,experienced,experienced,2
1297,ps,is,2
1298,office,office,2
1299,block,block,2
1300,requires,requires,2
1301,webpage,webpage,2
1302,negative,negative,2
1303,common,common,2
1304,charge,charge,2
1305,properly,properly,2
1306,sick,sick,2
1307,attention,attention,2
1308,faced,faced,2
1309,calzadilla,,2
1310,hit,hit,2
1311,crap,crap,2
1312,moves,moves,2
1313,tries,tries,2
1314,peace,peace,2
1315,confirm,confirm,2
1316,looks,looks,2
1317,felipe,felipe,2
1318,remove,remove,2
1319,jan,jan,2
1320,opens,opens,2
1321,end,end,2
1322,ages,ages,2
1323,entering,entering,2
1324,submit,submit,2
1325,adding,adding,2
1326,straight,straight,2
1327,method,method,2
1328,d,i,2
1329,rarely,rarely,2
1330,az,az,2
1331,dept,dept,2
1332,replies,replies,2
1333,notify,notify,2
1334,helping,helping,2
1335,blessed,blessed,2
1336,boxes,boxes,2
1337,begin,begin,2
1338,o,o,2
1339,y,y,2
1340,box,box,2
1341,comments,comments,2
1342,mostly,mostly,2
1343,invalid,invalid,2
1344,bunch,bunch,2
1345,session,session,2
1346,reliably,reliably,2
1347,practical,practical,2
1348,procedure,procedure,2
1349,beneficial,beneficial,2
1350,findings,findings,2
1351,c,i,2
1352,alex,alex,2
1353,withhold,withhold,2
1354,parent,parent,2
1355,downloading,downloading,2
1356,worry,worry,2
1357,spot,spot,2
1358,selected,selected,2
1359,research,research,2
1360,visited,visited,2
1361,correctly,correctly,2
1362,swiping,swiping,2
1363,garbage,garbage,2
1364,white,white,2
1365,definition,definition,2
1366,heel,heel,2
1367,happen,happen,2
1368,indication,indication,2
1369,stripped,stripped,2
1370,relationship,relationship,2
