"sentence_id"	"post_id"	"conversation_id"	"disease_id"	"text"
"1203401400"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It doesn't really surprise me that you are so attracted to the smell of coffee, even though you are clearly allergic to it."
"2131799626"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I've learned a few years ago that often both people and pets tend to crave the very things they are allergic or sensitive to."
"83126042"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I know that this is true even of my cat."
"1513714680"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"She is definitely allergic to grains, but if there is something that smells really good to her that is loaded with grains, she wants it."
"1599229961"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"And, she will try to take it."
"2012718212"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"She isn't normally like this with foods she isn't allergic to."
"194659775"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"If I'm eating meat, which she doesn't seem to have any allergies to that I don't have, she behaves herself quite nicely."
"253016793"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"She might beg, but she begs politely instead of trying to take something."
"2078831917"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"When I saw that this happens even with the cat, I knew that what I had read about craving things one is allergic to is true and it can't be just psychological."
"2015366979"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Cats are obligate carnivores after all."
"2104219107"	"HIF2016_DIS00_CONV00_POST004"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"There is likely a psychological connection, but it seems that there must be a physical connection, too, since the cat does this somewhat if something is really rich, like muffins, which I haven't had in forever since I haven't figured out how to make gluten free."
"1293426315"	"HIF2016_DIS00_CONV00_POST005"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Yeah we had switched our cats to a grain free food and our dog too called Tasted of the Wild: http://www.tasteofthewildpetfood.com/ You can find their food at your Tractor Supply stores."
"852527090"	"HIF2016_DIS00_CONV00_POST005"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It costs a little more than normal cheap dogwoods/catfoods but has really been worth it for them."
"825649104"	"HIF2016_DIS00_CONV00_POST005"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Their coats thickened up and they are eating less because they are actually full."
"4605579"	"HIF2016_DIS00_CONV00_POST005"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"As for my coffee intolerance yes amazing that I enjoy the smell of it so much :( Gotta retrain myself."
"1253296586"	"HIF2016_DIS00_CONV00_POST006"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I think after a while you do actually start to feel more displeasure from the stuff you crave."
"874000542"	"HIF2016_DIS00_CONV00_POST006"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"There are times when my body has had enough coffee, so I have no pleasure in the coffee aisle--just a lot of sneezing."
"1356572612"	"HIF2016_DIS00_CONV00_POST006"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I don't drink it all the time, but it does actually help with migraines if I don't drink too much of it."
"1968609893"	"HIF2016_DIS00_CONV00_POST006"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"That's a good resource for dog owners to know about."
"48226202"	"HIF2016_DIS00_CONV00_POST006"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I don't personally have a dog, but so many people do, so it's greatly appreciated that you posted that information."
"461306088"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It's been about 6 days without coffee or tea, grrr"
"444306088"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"lol Definitely a challenge for me."
"1973137300"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Everyone always says try herbal teas, but yes they are not quite the same."
"1127226888"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I do feel good and I am sleeping well."
"1415648171"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"My throat is not dry or irritated."
"1048713060"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"And besides for just regular pollen sneezes I am not having a lot of phlegm or runny noses."
"847013507"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I just have to take it one day at a time and get myself acclimated."
"427319535"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"You get used to having something and it's hard to let go of it."
"168838385"	"HIF2016_DIS00_CONV00_POST007"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Glad you enjoyed the link, I had to do a lot of research to get to that myself so love to share it when it applies :D."
"884076467"	"HIF2016_DIS00_CONV00_POST008"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I am allergic to coffee."
"1970634392"	"HIF2016_DIS00_CONV00_POST008"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"A scratch test showed the allergy."
"1695120148"	"HIF2016_DIS00_CONV00_POST008"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"However, I am allergic to coffee only if I drink it."
"905694708"	"HIF2016_DIS00_CONV00_POST008"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Smelling it does not bother me."
"1928351442"	"HIF2016_DIS00_CONV00_POST008"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I also have to avoid mocha."
"1889137670"	"HIF2016_DIS00_CONV00_POST008"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Since coffee is roasted, the protein must be in the roasted bean."
"1485471082"	"HIF2016_DIS00_CONV00_POST009"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I don't know if this is right or not, but it seems like I remember there being a common protein or a common natural chemical in both coffee and chocolate."
"506218659"	"HIF2016_DIS00_CONV00_POST009"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I know that both have to be roasted in order to use them, too."
"2022711636"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"You are both right actually I was reading about this recently as well that it is actually the protein in the coffee that causes this."
"824939865"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I had broke down this past week and had coffee and then I wake up the next day with swollen eyes and face."
"958828112"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It's one thing with shrimp I recently had a pretty bad reaction that I never had before and broke out in a rash and welts all over my legs--- I know now not to eat shellfish."
"1530688725"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"But the caffeine habit is hard to break because I get the physical addiction of a headache, nausea, fatigue."
"1093819964"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"So what I am going to do this week is cut out the coffee/tea etc and if I get a caffeine headache, take an Excendrin for Tension headaches."
"2083472814"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"(that has tylenol/caffeine 65 mg) and just ween myself that way."
"675681116"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It's obvious this is causing a reaction so using coffee to ween isn't helping."
"446420219"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I'm really glad to hear of others with the same issue."
"13370972"	"HIF2016_DIS00_CONV00_POST010"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It makes me feel better."
"684200588"	"HIF2016_DIS00_CONV00_POST011"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I am allergic to coffee, but bc it has a high content of nickel (which I'm allergic to)."
"1274494904"	"HIF2016_DIS00_CONV00_POST011"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"If you notice feeling sick after eating other nickel-high foods (beans, chocolate, peas, whole wheats), or if you react when wearing cheap jewlry, you may want to get tested for nickel allergy."
"616254719"	"HIF2016_DIS00_CONV00_POST012"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Another note...tea is also high in nickel and fish....you should get tested for allergies..."
"319497283"	"HIF2016_DIS00_CONV00_POST012"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I've recently become very intolerant because of an increase in nickel in my body (as I got a body implant), so now every time I'm exposed to nickel (even in medications, and even aspirin) I react..."
"1437582572"	"HIF2016_DIS00_CONV00_POST012"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"If you recently got cavities filled, a surgery...you should look into a metal allergy."
"1193887976"	"HIF2016_DIS00_CONV00_POST012"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Melisa.org has many great resources to educate about metal allergy."
"45297449"	"HIF2016_DIS00_CONV00_POST013"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"That's a good resource."
"2007970097"	"HIF2016_DIS00_CONV00_POST013"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I bookmarked it."
"531751458"	"HIF2016_DIS00_CONV00_POST013"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I have relatives with nickel allergies, and they might not be aware of the foods that make them feel worse."
"49682307"	"HIF2016_DIS00_CONV00_POST013"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Plus, several of us have chronic illnesses, so this might be a contributing factor."
"1310715425"	"HIF2016_DIS00_CONV00_POST014"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Great resource betbri, I never knew about metal allergies."
"1761008975"	"HIF2016_DIS00_CONV00_POST014"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Nor did I realize it has a high content of nickel in it."
"2007254804"	"HIF2016_DIS00_CONV00_POST014"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"That is very interesting indeed."
"1508778260"	"HIF2016_DIS00_CONV00_POST014"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I actually had some of the metals removed from my mouth and replaced with white fillings."
"1727030083"	"HIF2016_DIS00_CONV00_POST014"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I did read up on some of the vapors that can be given off from amalgam fillings and was astonished."
"377740334"	"HIF2016_DIS00_CONV00_POST014"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I have a few that still need to be replaced, but better than the many I had in there."
"1929304761"	"HIF2016_DIS00_CONV00_POST014"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Did you do the Melisa test betbri or just go to your allergy doctor to be tested?"
"1384300374"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I did get the Melisa test done."
"1613839439"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"In the last couple weeks I have taken all the nickel out of my diet and feel much better!"
"298576350"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I still have many symtoms of allergies but there is finally hope!"
"1250641283"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I learned a few important facts to consider when trying to track down the source of chronic problems such as fatigue, and pain."
"1040177429"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"So I will list them and hope it helps you two, and possibly someone else reading this :)"
"1333177429"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Doctors are very much unaware of metal allergies in the US (versus other countries that have done loads of research and some countries test every patient for metal allergy before putting fillings, implants in)."
"1764592183"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"According to study after study, around 10% of the population is allergic to nickel (with a higher percentage of women affected)."
"1276742411"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"If a person is allergic to one metal, it's over 50% of those that are allergic to 2 or 3 metals (so it's important to be tested until you rule out allergy to multiple metals)."
"1438146650"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Eating certain food for someone allergic to metal causes illness (not just skin rashes to jewelry)."
"385839648"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It's very important when suspecting an allergy to medications to look at the INACTIVE ingredients in pills."
"652765309"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"For instance I have a list of meds I'm allergic to and the docs just put ""allergic to aspirin, wellbutrin, etc..."" when in reality the one common element in all I'm allergic to is certain types of metal in the coating."
"303415921"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"You're doctor will not help figure out your REAL allergy because almost no one is actually allergic to the active ingredients in pills, but doctors only list the pill your allergic to and don't ask what it is about those pills you are allergic to."
"1401109051"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"You can test allergic to foods that contain metals (brocolli, chocoate, whole wheat, etc...) and again, it may be that you're allergic to those food because of a metal or additive added....so if a person is allergic to multiple foods it's important to rule out the possibility of a common element in all of them."
"1546256257"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"It has been a harsh reality to release that you have to be your own advocate, and that doctors many times don't test for things for those with chronic issues that can't pinpoint exacty what's wrong."
"815904654"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I went in to food allergists many years ago that literally wouldn't test me for allergies because they didn't think I had enough ""evidence"" that I was allergic."
"1176256428"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"For those of us with chronic fatigue and ""vague"" symptoms like stomach aches, migraines, etc...."
"1537848667"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"it's very unlikely that a doctor would order a whole battery of testing to rule out the many many illnesses that could cause these things."
"53998922"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"So....please....if you are a person that has skin reactions when you wear certain jewelry, or have chronic acne and rash on face from makeup (which contains high amounts of metal), or react when eating food high in metal content (nuts, many veggies, coffe....) then please do yourself a favor and order the Melissa test yourself!"
"2098053457"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"A doctor will literally look at you like you're nuts or a hypocondriac if you tell him/her that you think you're allergic to metal."
"932573176"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"(I told all my doctors when they ask at the beginning of appointments when I'm allergic to that I'm allergic to metal and they literally don't put it in my records..."
"1996368303"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"many say things like ""no...I mean like medications and food...not skin reaction to jewelry.)"
"818690629"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"This has been a long road for me and it wasn't until I got all of my medical records for myself and noticed the correlations for myself and ordered the metal allergy test without a doctor willing to order for me, that I was able to confirm the source of all my illness..."
"1450954184"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"So ... even though it's a harsh reality, it seems that especially those with chronic, multiple ailments have to be their own advocate and in my case (and I'm assuming for others) take matters into our own hands after being told by docts that there's nothing wrong and ""it may be just normal for you to be tired""....Sorry for the crazy long post!"
"1124307172"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"But I hope these few facts help someone else out there, to shorten their road to recovery because it took me so long to figure this out!"
"2002230195"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Melisa.org has a great section of medical journals that talk about many things in regards to metal allergy."
"38991541"	"HIF2016_DIS00_CONV00_POST015"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Probably the best place for anyone to start..."
"1247300863"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I am definitely glad you spoke up about this."
"1233585857"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I do get skin reactions from certain metals."
"1823398424"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"One in particular was a natural makeup I had started to use which was Bare Essentials."
"2128242225"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"They advertise it as being completely natural etc. but what was interesting was that I used it and every time I used it I would get very itchy on skin to the point where I couldn't stand it."
"632287419"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Come to find out it has Bismuth in it and there are a lot of makeups out there that do have this."
"1174326556"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"http://makeup.lovetoknow.com/Allergy_to_Mineral_Makeup."
"1560385991"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"As soon as I stopped using it the issue cleared up right away."
"1069275615"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"And yes we do have to be our own advocates."
"1194507256"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"We have to pay attention to what we ingest and encounter and if it does cause an issue, we need to stay away from it."
"108372539"	"HIF2016_DIS00_CONV00_POST016"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"If only caffeine was easy to stay away from :("
"301921109"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"This is interesting to me about the mineral make-up."
"455739995"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I hadn't thought of this at all, but metals are considered to be minerals."
"657558651"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I haven't looked up the above link, but what I was thinking of was that a friend used some on me--once."
"501989083"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I didn't get the severe allergic reactions that people who get rashes from metals would probably get, but I did get a bit itchy."
"726135070"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"The thing is, I can wear the cheap costume jewelry metals, like the metal watchband that I have that I know my cousins with metal allergies can't wear."
"695886759"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"But, the cheap ear wires and other costume jewelry metals do bother my ears a little."
"1787495488"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"So, I do switch out the ear wires to the sterling silver and the gold filled slightly more expensive ear wires."
"565192801"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"I am fine with these, but I know my cousins are still not fine with these, and neither is someone else I know who can only wear pure yellow gold."
"1703960065"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"So, she doesn't have a whole lot of jewelry that she wears regularly because of this."
"740943601"	"HIF2016_DIS00_CONV00_POST017"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"What I'm wondering is if the milder reaction I get from the cheap ear wires is more of a sensitivity to nickel and other cheaper metals, or is it something else?"
"2099491864"	"HIF2016_DIS00_CONV00_POST018"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"Look at Melisa.org and do some research on metal allergies..."
"1234231342"	"HIF2016_DIS00_CONV00_POST018"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"you could be a great help to those you know who are getting reactions to jewelry..."
"8763782392"	"HIF2016_DIS00_CONV00_POST018"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"some poeple are allergic to titanium, some to silver, some gold...."
"6352728193"	"HIF2016_DIS00_CONV00_POST018"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"most commonly people are allergic to nickel...which represents 10% of the population who are allergic."
"1989475036"	"HIF2016_DIS00_CONV00_POST018"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"A large number of people allergic to metals are allergic to multiple types of metal....so a reaction to just cheap jewelry probably indicates a nickel allergy."
"1474854232"	"HIF2016_DIS00_CONV00_POST018"	"HIF2016_DIS00_CONV00"	"HIF2016_DIS00"	"it is important to note that almost all things made of metal are alloys...meaning it is a mix of metal."
