"sentence_id"	"post_id"	"conversation_id"	"disease_id"	"text"
"1489697776"	"HIF2016_DIS01_CONV10_POST152"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Ok I know I said it wrong, but for the last 2 woman who posted, I was reading that there are 5 different Crohns, not sure of all but remember the most common was the ilieum, then lg intestines, then beggining of sm."
"1535481816"	"HIF2016_DIS01_CONV10_POST152"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"intestines the duednum, from mouth to anus."
"1122279503"	"HIF2016_DIS01_CONV10_POST152"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"and in some the jejelum,(where they can see with the endo capsule camera, but not with regular endoscope or colonoscope??"
"644426490"	"HIF2016_DIS01_CONV10_POST152"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I was wondering abt this myself??"
"533221960"	"HIF2016_DIS01_CONV10_POST152"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Any responses at the jejelum would be appreciated."
"546954081"	"HIF2016_DIS01_CONV10_POST152"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Thanx,georgie."
"1627986864"	"HIF2016_DIS01_CONV10_POST153"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"You can have Crohn's Disease anywhere in your digestive tract, from your lips to your anus."
"28690323"	"HIF2016_DIS01_CONV10_POST153"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"It is most common in the colon, but it isn't exclusive."
"1186772257"	"HIF2016_DIS01_CONV10_POST153"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Think of it as a mean thing living inside of you that can either attack one place or spread to another place, or MOVE to another."
"1728862905"	"HIF2016_DIS01_CONV10_POST153"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"This is why patients who have portions of their bowel removed, sometimes have Crohn's pop up in a new part."
"1461688562"	"HIF2016_DIS01_CONV10_POST153"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I would recommend getting a capsule endoscopy."
"1213127301"	"HIF2016_DIS01_CONV10_POST153"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"You swollow a camera in a pill that sends photos every three seconds to a machine that you wear around your stomach for the day."
"844830024"	"HIF2016_DIS01_CONV10_POST153"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"It does not hurt at all and it eventually comes out naturally like anything else."
"479878042"	"HIF2016_DIS01_CONV10_POST154"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"trust me ,when a doctor does a colonoscopy,he goes into the small intestines, most people with crohns has it in the iliuem.i got dignosed with crohns disease in the year 2000,."
"1235527675"	"HIF2016_DIS01_CONV10_POST154"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"and just last year got dignosed with ulcerative colitis and diverticulis.just got out of hospital in time to celebrate christmas,was in hospital 7 times last year with it not fun.if you feel you need a second oppion get one."
"308585013"	"HIF2016_DIS01_CONV10_POST154"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"crohns can even affect the eyes."
"1486693509"	"HIF2016_DIS01_CONV10_POST154"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"my eyes look like there bleeding,my tongue has ulcers it goes all the way to my abdmion,mostly right side but affects left side and my back.kidneys are being affected.im going to the cleveland clinic for my crohns now.this is not a disease i wish uppon anyone, both of you sound like you need a second oppion."
"862178379"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I am in a similar situation and trying to get a second opinion at this point."
"1185837189"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have been having intestinal problems since 2002 and just a year ago got a dr to finally find a colonoscopy necessary."
"9241650"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I was diagnosed from that with non specific non ulcerative colitis."
"237471698"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I suffer daily with mucousy diarhea, and abdominal cramping and pain."
"14428241"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Recently I develped a peri rectal abcess and fistula that I am seeing a colorectal surgeon for, who informed me that I had been misdiagnosed by the first GI dr because the only two conditions that can cause that kind of fistula is crohns or ulcerative colitis."
"1662218916"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have only been treated for the currest symptoms with hyoscamine and another med but I can't remember what it was offhand...started with an L i think but I couldn't handle the side effects from it."
"187414046"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I am not getting much relief from the medications that I have been given."
"1444523861"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I am also being treated by my general dr for anxiety and depression disorder and for chronic insomnia."
"1924179098"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I really just think there is something much deeper going on here with all these different things going on."
"1933583773"	"HIF2016_DIS01_CONV10_POST155"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Anyone have any ideas or suggestions?"
"1175483145"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I went undiagnosed for 12 years with Chrons."
"2067728968"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I was always told I had IBS but I knew different I was too sick for that."
"262568896"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Through a colonoscopy there was some inflammation but they still did got get me a diagnoses (5 Colonoscopies later)."
"1221713039"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"It was not until my dr ran a specific blood test for Chrons that came back abnormal was I finally diagnosed with Chrons."
"1087508984"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Be very insistent, we know our bodies better than any dr out there."
"2066420127"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"If you know something is wrong keep pursuing it."
"570129863"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"IBS not not include any inflammation internally and a fever and such."
"762521868"	"HIF2016_DIS01_CONV10_POST156"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Hope nobody ever has to wait as long as I did for help and treatment."
"1796731347"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Ask your doctor for a SED rate and CRP blood test."
"1904042908"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Ask for a genetic test to be done on your blood."
"831638210"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"It's expensive but conclusive."
"71572759"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Crohn's doesn't always show up in a colonoscopy."
"1927789875"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Depends upon where it is located and that can change."
"66520145"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Prednisone is not for long-term therapy."
"1394333439"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"It destroys your teeth, muscles, tissues that can result in hip and shoulder replacements."
"939521909"	"HIF2016_DIS01_CONV10_POST157"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"The disease ***** but you can control it with a positive attitude, healthy diet and proper medical care."
"1782905003"	"HIF2016_DIS01_CONV10_POST158"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I keep having rectal bleeding even though I use HC suppositories which help."
"1589109314"	"HIF2016_DIS01_CONV10_POST158"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My colonoscopy and endoscopy came back negative for Crohn's."
"1476656006"	"HIF2016_DIS01_CONV10_POST158"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Which blood tests do I need done to be sure?"
"718921282"	"HIF2016_DIS01_CONV10_POST158"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I'm on prednisone 10mg/day for one month for my asthma and need it to breathe better and relax."
"1212185823"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I am in a similar position too..."
"2087976920"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"my problems started around two in a half years ago where i had extreme pain after eating any types of foods, followed by diarrhoea..."
"674787377"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"sometimes the pain was everyday, sometimes once a week but whenever it was it was so painful i would almost faint and could barely walk.."
"1885721267"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I started loosing weight, ive lost about 10kg since the pain first started."
"335207002"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My pains only come about once every 2months now because i am careful with the amounts i eat and how much of certain foods i can eat, i have learnt to read my stomach and when i need to stop eating in order to stop the pain from coming."
"386016851"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have lost my appetite and i rarely feel hungry."
"1450997466"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Nearly every day i feel nauseous."
"1262589102"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"On the days i dont have diarrheoa i tend to be constipated, sometimes i dont go for days."
"321157945"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My stomach swells very easily too, half the time i look pregnant and i am a petite person."
"686038999"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have been to a gastrologist for my problem and had tests upon tests."
"887434415"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have had a colonscopy, endoscopy, blood tests, urine tests, stool tests and an xray and the only thing the doctor has found is that i am lactose intolerant which is far from the only problem i believe i have because even when i went on a lactose free diet for a month i was still experiencing the same problems, and now i pretty much eat lactose free butter, cheese, milk and yogurt."
"2085619352"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Recently i also bleed from my bottom and skin came out from somewhere inside."
"683983237"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"For a week after that i had mucus in my stool and now i keep getting anal fissures."
"709328464"	"HIF2016_DIS01_CONV10_POST159"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Has anyone else had a similar problem?"
"262737796"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Can you still have Crohn's if your IBD blood work came back normal?"
"2134288089"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"A CT revealed thickening between my intestine and bowel."
"1866483988"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"The stomach pain gets me down so bad I can't function."
"2034329751"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have felt pretty good the last few weeks with just mild cramping and diahrea."
"667534424"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have major joint pain and fatigue most of the time."
"614947021"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"The nausea is very bad at times also."
"9729629"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I am an active person and these symptoms have slowed me down a lot."
"344614279"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I am scheduled for an upper and lower GI next Wednesday..."
"2120486510"	"HIF2016_DIS01_CONV10_POST160"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Any advice....:"
"128937231"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Hi I'm only 17 yrs old and I have been suffering with all the symptoms of chrones disease for three months straight now."
"1603953479"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"my aunty has chrones disease very bad also."
"322377853"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I've had numerous blood tests, urine samples, stool samples, an endoscopy, colonoscopy, MRI scan and EVERYTHING came back normal."
"1867514701"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Obviously its so frustrating and now they're putting it down to IBS."
"1932414044"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Like you say, you know your own body better than anybody and it upsets me because I know it is something far more serious than that."
"644836440"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I've had lots of blood and mucus in my stools for four months without fail."
"1981584201"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I've lost half a stone (and I am only 7 stone as it is) I sleep for days straight, I won't eat for days and the pain is unbearable the doctors prescribed me lots of codeine."
"690587416"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"It gets me down that the doctors are leaving it to IBS because I know this is not the case."
"1679128809"	"HIF2016_DIS01_CONV10_POST161"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"It's horrible to think I may go 12 years living like this - it really puts a hold on reality :( thanks for all this advice it makes me feel better that theres people out there in the same position as me."
"1908656022"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Ive been suffering for 2 years."
"1878043190"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Ive had blood work, stool tests, endoscopy and colonoscopy all came back negative."
"868023078"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My colonoscopy showed apthous ulcers in my descending colon but the biopsies came back normal."
"152009135"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My dr said it would be unusual for crohns to be in that part of my intestines."
"613591560"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"She said its usually in the small intestine."
"1688912719"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I suffer pretty much everyday with colon pain and just a feeling of complete unwellness."
"612703318"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"On the days I dont have a bowel movement I feel great but it seems like when I do have one, my whole body feels sick."
"48069383"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I also have loss of appetite at times adn some weight loss."
"919428087"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My dr also told me that crohns is usually just diarrhea."
"848326480"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My stool is usually normal but it still makes me feel sick."
"105264009"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Can anyone tell me if this sounds like Crohns?"
"1293256009"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"She thinks I have IBS but wants to do another colonoscopy to rule out crohns for sure."
"1671910197"	"HIF2016_DIS01_CONV10_POST162"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Thanks for any help you can give me ."
"1977723636"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My dr. just diagnosis me with crohns"
"5922268"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I do not belive that this is my problem."
"1690196307"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I have no signs of symptoms of crohns."
"922182"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"My sister, brother and son all have crohns so I know what to look for."
"2128805109"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"He did a colonoscopy and a scope down the throat( done on the same day)."
"1704826779"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"The doc. said everything was clear but he said he thought he seen an infection so he did 3 biops."
"897078533"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"now he tells me that it is crohns and not my GB even though ny GB is only working at 8% from a hida scan."
"696051937"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I still don't belive I have crohns but i don't know where to go from here."
"1301632843"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"He wants me to start on meds for crohns and I am not ready to do this."
"964467454"	"HIF2016_DIS01_CONV10_POST163"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"I need more proof."
"852631363"	"HIF2016_DIS01_CONV10_POST164"	"HIF2016_DIS01_CONV10"	"HIF2016_DIS01"	"Well, the most common area for Crohn's disease to first strike is the terminal ileum which would be in the lower right quadrant."
