,Word,Posed Correction,Frequency
162,appstore,appstore,1
163,cgm,com,1
164,midvale,middle,1
165,dexcom,excom,1
166,ph,oh,1
167,lmlvuser,lmlvuser,1
168,csn,can,1
169,slowwww,slowwww,1
170,nunezo,nunez,1
171,copayment,payment,1
172,capta,capita,1
173,firstnamelastnamebirthyear,firstnamelastnamebirthyear,1
174,dc,do,1
175,igeeaa,geeta,1
176,smmc,some,1
177,dcc,doc,1
178,naproxen,naproxen,1
179,whaaaaaaaaaa,whaaaaaaaaaa,1
180,renda,brenda,1
181,uuuhhhggg,uuuhhhggg,1
182,tokk,took,1
183,verfication,verification,1
184,crapware,crapcake,1
185,alrightie,alright,1
186,nd,and,1
187,beteeen,between,1
188,resending,resenting,1
189,samsung,sassing,1
190,okaaaay,waaaay,1
191,availavle,available,1
192,vp,up,1
193,stever,steer,1
194,appoinyments,appointments,1
195,useduser,seducer,1
196,thepassword,thepassword,1
197,sheeesh,sheesh,1
198,usps,uses,1
199,tx,to,1
200,suscribe,subscribe,1
201,bidirectionality,directionality,1
202,venipuncture,venipuncture,1
203,sp,so,1
204,loging,losing,1
205,recd,read,1
206,afteri,after,1
207,helow,below,1
208,raffinan,ruffian,1
209,appo,app,1
210,inuseable,unusable,1
211,sood,good,1
212,sychronized,synchronized,1
213,db,do,1
214,schill,chill,1
215,bmp,bump,1
216,offshored,offshore,1
217,ackey,lackey,1
218,clickable,lickable,1
219,optionally,rationally,1
220,hipaa,hip,1
221,submittal,submitted,1
222,reregister,register,1
223,einsy,eensy,1
224,unicode,unicorn,1
225,cutover,cover,1
226,realis,realise,1
227,helvetia,helvetia,1
228,dmor,door,1
229,yooooooo,nooooooo,1
230,cockamayme,cockamamie,1
231,biproduct,byproduct,1
232,obamacare,obamacare,1
233,lisis,lists,1
234,auth,auto,1
235,helio,hello,1
236,healio,dealio,1
237,mssg,must,1
238,redownloaded,downloaded,1
239,slowwwwwwww,slowwwwwwww,1
240,applewatch,applewatch,1
241,mrs,mars,1
242,impossibpe,impossible,1
243,obgyn,obey,1
244,labcorp,labor,1
245,bd,be,1
246,immunisations,immunizations,1
247,amazfit,amalfi,1
248,runtime,untie,1
249,edgebrowser,edgebrowser,1
250,healthvault,healthvault,1
251,subra,sutra,1
252,telemed,teemed,1
253,ampersands,ampersands,1
254,conjunctions,conjunction,1
255,st,it,1
256,acton,action,1
257,bulleted,billeted,1
258,followmyhealth,followmyhealth,1
259,hca,ha,1
260,jantin,wanting,1
261,daas,days,1
262,lovelovelove,lovelovelove,1
263,faqs,fans,1
264,xers,hers,1
265,okc,ok,1
266,marmon,maroon,1
267,okayish,grayish,1
268,afib,fib,1
269,teledoc,telecom,1
270,lte,let,1
271,pawleys,fawleys,1
272,waccamaw,waccamaw,1
273,wayyyy,wayyou,1
274,cutsie,cutie,1
275,nc,no,1
276,orton,orion,1
277,troubleshooted,troubleshooter,1
278,interactively,interactive,1
279,tbh,tbe,1
280,tildes,tiles,1
281,ct,it,1
282,std,sad,1
283,automagically,automatically,1
284,afterwards,afterwards,1
285,mmkay,mckay,1
286,volusia,volusia,1
287,smyrna,myrna,1
288,fl,fly,1
289,misreports,misreported,1
290,uitextfielddelegate,uitextfielddelegate,1
291,allowcharacters,allowcharacters,1
292,inrange,strange,1
293,neckbeard,neckwear,1
294,charcters,characters,1
295,homekit,hopeit,1
296,fpdoesn,doesn,1
297,pubmed,pulled,1
298,a1c,arc,1
299,sendind,sending,1
300,dismorphia,dysmorphic,1
301,passcord,password,1
302,suboxone,suboxone,1
303,heathmate,heathmate,1
304,keto,veto,1
305,rn,in,1
306,kixx,kind,1
307,passwd,passed,1
308,ft,it,1
309,applecare,applecart,1
310,ganguly,gangly,1
311,sms,sums,1
312,aaa,aka,1
313,arghhh,argh,1
314,dehaughted,dehaughted,1
315,nuttered,uttered,1
316,cardioligy,cardiology,1
317,audiologist,cardiologist,1
318,untistalled,untistalled,1
319,dpc,doc,1
320,passwors,password,1
321,profiecient,proficient,1
322,wouyld,would,1
323,tetracain,tetracain,1
324,oura,our,1
325,apostophies,apostrophes,1
326,ehh,heh,1
327,precheck,recheck,1
328,np,no,1
329,hmmm,ummm,1
330,reidentify,identify,1
331,yser,yer,1
332,hinsdale,tisdale,1
333,pii,pig,1
334,eportal,portal,1
335,usless,unless,1
336,jcmg,jump,1
337,buuuut,buyout,1
338,sonfar,sonar,1
339,jave,have,1
340,sentenel,sentinel,1
341,gaf,gas,1
342,telahealth,telahealth,1
343,integrations,integration,1
344,chs,cos,1
345,updat,update,1
346,upc,up,1
347,gardiner,gardener,1
348,iphonexr,iphone,1
349,signins,signing,1
350,ftesla,tesla,1
351,juuuust,juust,1
352,shareable,saleable,1
353,reneembaer,reneembaer,1
354,apointments,appointments,1
355,tenge,tense,1
356,trebino,trevin,1
357,gohealth,health,1
358,takenote,takeno,1
359,pagano,pagan,1
360,bbb,bob,1
361,phd,pod,1
362,onemary,monetary,1
363,booooooo,nooooooo,1
364,cbc,abc,1
365,ozark,ozarks,1
366,trainertom,trainertom,1
367,ebdhaa,jodhaa,1
368,catawba,casaba,1
369,sso,so,1
370,workthless,worthless,1
371,sr,so,1
372,sm,so,1
373,xml,aml,1
374,nfg,nag,1
375,verrrrrrrrrrrry,verrrrrrrrrrrry,1
376,healthwise,healthwise,1
377,barebones,backbones,1
378,mths,myths,1
379,utube,tube,1
380,calcifies,calcified,1
381,fonted,fronted,1
382,functionalities,functionalities,1
383,ofc,of,1
384,labwork,labor,1
385,apts,acts,1
386,frys,fry,1
387,majior,major,1
388,pejic,panic,1
389,incompetently,incompetent,1
390,sociomedia,sociomedia,1
391,dld,did,1
392,infurating,infuriating,1
393,wcag,wag,1
394,dosher,kosher,1
395,facelock,facebook,1
396,practisioner,practitioner,1
397,idevices,devices,1
398,mickeymouse,mickeymouse,1
399,livestrong,livestrong,1
400,medchart,merchant,1
401,notifiers,notifies,1
402,tulane,plane,1
403,intergration,integration,1
