,Word,Posed Correction,Frequency
295,navivate,navigate,2
296,nokia,nakia,2
297,appp,app,2
298,prn,pin,2
299,hassel,hassle,2
300,tx,to,2
301,conviva,convict,2
302,eclinicalweb,eclinicalweb,2
303,mymercy,mercy,2
304,shareable,saleable,2
305,prescriber,prescribed,2
306,phn,pin,2
307,saltzer,seltzer,2
308,sd,so,2
309,medlist,medalist,2
310,nv,no,2
311,jr,or,2
312,referals,referrals,2
313,pcm,pum,2
314,appointmenta,appointment,2
315,delo,del,2
316,passwird,password,2
317,pcr,per,2
318,myhealth,health,2
319,harwich,herwith,2
320,wellfleet,wellfleet,2
321,offuce,office,2
322,reregister,register,2
323,soooooooo,ooooooooh,2
324,evem,even,2
325,unuser,unused,2
326,mr,my,2
327,descriptors,descriptor,2
328,verbage,verbiage,2
329,std,sad,2
330,pword,word,2
331,amaizing,amazing,1
332,omeron,oberon,1
333,thein,then,1
334,razer,razor,1
335,organzed,organized,1
336,unregister,register,1
337,aetna,arena,1
338,headachs,headache,1
339,fickers,fuckers,1
340,adpect,aspect,1
341,cascio,cassio,1
342,everlything,everything,1
343,accomando,accomando,1
344,spps,apps,1
345,increadabily,increadabily,1
346,junps,jumps,1
347,imprube,improve,1
348,communation,commutation,1
349,scosche,scotch,1
350,mycart,rycart,1
351,organiorganized,organiorganized,1
352,woodbridge,footbridge,1
353,imfo,info,1
354,multisport,multipart,1
355,othet,other,1
356,keps,kept,1
357,tomtom,bottom,1
358,practico,practice,1
359,testresults,testresults,1
360,impossibe,impossible,1
361,healthquests,healthquests,1
362,appountment,appointment,1
363,grwat,great,1
364,icom,com,1
365,rosk,rock,1
366,revvl,revel,1
367,havingb,having,1
368,vegtables,vegetables,1
369,axcess,access,1
370,teck,neck,1
371,myfitnesspal,myfitnesspal,1
372,understandly,understand,1
373,emessages,messages,1
374,whaaaaaaaaat,whaaaaaaaaat,1
375,tedt,test,1
376,runkeeper,innkeeper,1
377,hatd,had,1
378,deleating,defeating,1
379,wehere,where,1
380,askinf,asking,1
381,appointmentment,appointmentment,1
382,simplfly,simply,1
383,emg,egg,1
384,acurrate,accurate,1
385,divce,dive,1
386,bapisciottalambert,bapisciottalambert,1
387,yaaa,yada,1
388,commucate,communicate,1
389,eccited,excited,1
390,deselected,selected,1
391,tremenda,tremendo,1
392,samgung,sagging,1
393,polanco,poland,1
394,aulds,auld,1
395,mlm,mom,1
396,mentionec,mentioned,1
397,cludgy,sludgy,1
398,jaxon,jason,1
399,rheumotologist,rheumatologist,1
400,redown,renown,1
401,fkng,feng,1
402,enail,nail,1
403,awsomly,awesomely,1
404,addded,added,1
405,wau,was,1
406,techsupport,techsupport,1
407,bunge,budge,1
408,uysing,using,1
409,tontom,tonto,1
410,mapmyrise,mapmyrise,1
411,blankety,blanket,1
412,sison,simon,1
413,kv,ke,1
414,overallit,overall,1
415,frusration,frustration,1
416,ststus,status,1
417,prescripitions,prescriptions,1
418,fontoura,contours,1
419,norhing,nothing,1
420,nextmd,next,1
421,thxs,this,1
422,sedomly,sodomy,1
423,apostrophies,apostrophes,1
424,neginning,beginning,1
425,cyberjunk,cyberpunk,1
426,errorsl,errors,1
427,chsnged,changed,1
428,dictirs,doctors,1
429,backspace,backstage,1
430,ivwill,itwill,1
431,versuses,versus,1
432,audden,sudden,1
433,stuttery,stutter,1
434,zte,ate,1
435,vmails,emails,1
436,ketteeing,kettering,1
437,informitive,informative,1
438,koerner,corner,1
439,wonkiness,cockiness,1
440,tadros,taros,1
441,lousey,lousy,1
442,clitchy,glitchy,1
443,mbs,mes,1
444,upsoming,upcoming,1
445,moffitt,muffit,1
446,yp,up,1
447,restall,rest'll,1
448,facname,facade,1
449,facphone,payphone,1
450,revalidate,validate,1
451,romanski,romans,1
452,sn,in,1
453,uninstal,uninstall,1
454,esdily,easily,1
455,ppassword,password,1
456,eass,easy,1
457,dianostics,diagnostics,1
458,everythang,everything,1
459,tremember,remember,1
460,isand,island,1
461,sses,sees,1
462,recomiendo,recommend,1
463,gppd,good,1
464,succesfful,successful,1
465,aweasome,awesome,1
466,convenit,convent,1
467,texoma,toma,1
468,hogh,high,1
469,respircare,respircare,1
470,physcians,physicians,1
471,dowloading,downloading,1
472,blain,brain,1
473,acount,count,1
474,eclinicalneverworks,eclinicalneverworks,1
475,higi,high,1
476,coments,moments,1
477,compmaining,complaining,1
478,futional,national,1
479,reauthenicate,reauthenicate,1
480,intuative,intuitive,1
481,unnecssary,unnecessary,1
482,physcisian,physician,1
483,workflows,workflow,1
484,myhealthsmmc,myhealthsmmc,1
485,emrs,ears,1
486,sysyem,system,1
487,jarrett,garrett,1
488,gt,it,1
489,electr,elect,1
490,rumbo,jumbo,1
491,cirrect,correct,1
492,sayas,says,1
493,cuesti,questi,1
494,pima,pimp,1
495,timethey,timothy,1
496,setings,stings,1
497,heartbleed,heartbleed,1
498,pb,pub,1
499,convinent,continent,1
500,stormontvail,stormontvail,1
501,mf,of,1
502,qxga,yoga,1
503,mycareonline,mycareonline,1
504,lll,all,1
505,prescptions,prescriptions,1
506,acceess,access,1
507,didget,midget,1
508,sesstion,session,1
509,capcha,catch,1
510,metformin,metformin,1
511,isuesat,isuesat,1
512,givenay,given,1
513,portl,port,1
514,icd,ice,1
515,informationreally,informationreally,1
516,logedin,login,1
517,rd,red,1
518,awquard,awkward,1
519,madicare,medicare,1
520,loove,love,1
521,gerstenmaier,gerstenmaier,1
522,heipful,helpful,1
523,foible,foibles,1
524,ealey,haley,1
525,hudges,judges,1
526,christpher,christopher,1
527,xmicrosoft,microsoft,1
528,apppitments,appointments,1
529,contwct,contact,1
530,sebt,set,1
531,unaffective,ineffective,1
532,katalia,natalia,1
533,allointments,appointments,1
534,outstandinding,outstandinding,1
535,mamagement,management,1
536,distants,distant,1
537,srious,serious,1
538,chircopracter,chiropractor,1
539,condider,consider,1
540,usful,useful,1
541,confusinv,confusing,1
542,quartly,quarter,1
543,clunkily,luckily,1
544,smary,smart,1
545,bidirectional,directional,1
546,teleappointment,teleappointment,1
547,igagba,gaga,1
548,understsnd,understand,1
549,thefutureishere,thefutureishere,1
550,apppintments,appointments,1
551,grasso,grass,1
552,keyboarding,keyboardist,1
553,farest,forest,1
554,acessable,accessable,1
555,rt,it,1
556,satisified,satisfied,1
557,una6to,unto,1
558,logouts,logout,1
559,pendemic,pandemic,1
560,omron,moron,1
561,eeasy,easy,1
562,finferprint,fingerprint,1
563,buga,bug,1
564,intermintantly,intermittently,1
565,arkward,awkward,1
566,prm,arm,1
567,prodiver,producer,1
568,irby,kirby,1
569,sooooooo,nooooooo,1
570,obess,obsess,1
571,evernote,everyone,1
572,lovet,love,1
573,neds,needs,1
574,ht,it,1
575,schedling,scheduling,1
576,telavisit,telavisit,1
577,figfure,figure,1
578,thinknit,thinkit,1
579,visability,disability,1
580,ckg,cog,1
581,convoluting,convolutions,1
582,batchu,batch,1
583,yxthjtn,yxthjtn,1
584,desing,design,1
585,waitn,wait,1
586,swva,siva,1
587,teslind,telling,1
588,narsisstic,narsisstic,1
589,siii,iii,1
590,connecticity,connectivity,1
591,bew,be,1
592,snead,sneak,1
593,onboarding,boarding,1
594,arango,arange,1
595,leonor,leonore,1
596,drvwhile,drvwhile,1
597,thingnwi,thingsi,1
598,usining,using,1
599,disablea,disabled,1
600,yowould,youwould,1
601,exx,ex,1
602,cumbrersome,cumbersome,1
603,hahah,haha,1
604,inconstent,inconstant,1
605,comfused,confused,1
606,ryping,raping,1
607,simplifys,simplify,1
608,kitkat,kita,1
609,ransome,ransom,1
610,caremark,remark,1
611,guerda,guerra,1
612,waynto,wayto,1
613,convinience,convenience,1
614,acceptes,accepted,1
615,appnts,pants,1
616,informativo,informative,1
617,txtd,told,1
618,useefull,usefull,1
619,afterthought,aforethought,1
620,depenedent,dependent,1
621,monitot,monitor,1
622,march18th,march18th,1
623,technophobe,technophobe,1
624,vjw,vow,1
625,doenst,doesnt,1
626,ssssooo,ssssooo,1
627,provie,prove,1
628,informantive,informative,1
629,nsgavigate,navigate,1
630,tegration,migration,1
631,wip,win,1
632,troublesum,troubles,1
633,semd,send,1
634,trybto,tryto,1
635,informati,information,1
636,instanst,instant,1
637,iut,it,1
638,simplt,simple,1
639,descript,describe,1
640,absoulty,absolute,1
641,usedulness,usefulness,1
642,vima,via,1
643,replys,reply,1
644,acuraretlly,acuraretlly,1
645,theapp,cheap,1
646,uat,at,1
647,listef,listen,1
648,trendsand,trendsand,1
649,mn,in,1
650,informaton,information,1
651,manzanares,manzanares,1
652,whst,what,1
653,eesults,results,1
654,lapcopr,laptop,1
655,haeme,hame,1
656,mychartmyhealth,mychartmyhealth,1
657,rhanda,rhonda,1
658,akula,akuma,1
659,appm,app,1
660,malathi,malachi,1
661,kissimmee,kissimmee,1
662,paperlees,paperless,1
663,sunlife,unlike,1
664,tl,to,1
665,tmc,tac,1
666,tuturial,tutorial,1
667,conveniece,convenience,1
668,forword,forward,1
669,messas3and,messas3and,1
670,reslts,results,1
671,reaults,results,1
672,diffictulty,difficulty,1
673,busytime,busytime,1
674,cushings,cushing,1
675,buggiest,buggies,1
676,ewch,each,1
677,logi,log,1
678,forgetaboutit,forgetabout,1
679,spazs,spans,1
680,draconic,draconian,1
681,qbl,abl,1
682,pph,pah,1
683,andc,and,1
684,televideo,televised,1
685,kuch,much,1
686,pacient,patient,1
687,qwik,win,1
688,wokrs,works,1
689,cann9t,cannot,1
690,phasicians,physicians,1
691,teledoctor,teledoctor,1
692,mypassword,password,1
693,hv,he,1
694,notifica,notified,1
695,tsee,see,1
696,alday,allay,1
697,beingable,bendable,1
698,impossable,impossible,1
699,applet,apple,1
700,tmes,times,1
701,reinstalls,reinstall,1
702,exray,xray,1
703,messgage,message,1
704,espectacular,spectacular,1
705,gerprint,reprint,1
706,foctor,doctor,1
707,conne,conned,1
708,intuitiveness,intuitiveness,1
709,jaymie,jamie,1
710,thaank,thank,1
711,confirmstion,confirmation,1
712,daurghter,daughter,1
713,seris,series,1
714,intendedd,intended,1
715,experiencement,experiencement,1
716,eccelent,excelent,1
717,lufe,life,1
718,wirk,work,1
719,logisticare,logistical,1
720,fussa,fuss,1
721,firefox,firebox,1
722,crapp,crap,1
723,rrrrrr,rrrrrr,1
724,cumbersom,cumbersome,1
725,fruth,truth,1
726,mefical,medical,1
727,asabout,isabout,1
728,abington,arlington,1
729,accusable,excusable,1
730,serch,search,1
731,requied,required,1
732,tumefactive,tumefactive,1
733,siezure,seizure,1
734,t4rackers,trackers,1
735,respons,response,1
736,satrted,started,1
737,misdirects,misdirect,1
738,montecarlo,montecarlo,1
739,morepro,torero,1
740,heathier,healthier,1
741,nextgen,neaten,1
742,accu,atcu,1
743,reshedule,reschedule,1
744,assinant,assitant,1
745,labrynth,labyrinth,1
746,obv,ob,1
747,mysteryt,mystery,1
748,suze,sure,1
749,carepoint,cashpoint,1
750,ihealth,health,1
751,holistically,politically,1
752,ngingo,nging,1
753,asterick,asterisk,1
754,mathurs,mathers,1
755,cholesteral,cholesterol,1
756,gigo,gig,1
757,interupted,interrupted,1
758,igg,egg,1
759,ealow,ellow,1
760,wount,count,1
761,perrmission,permission,1
762,appointnents,appointments,1
763,vwith,with,1
764,bcus,bus,1
765,riduculous,ridiculous,1
766,bv,be,1
767,benificial,beneficial,1
768,thiugh,though,1
769,heren,here,1
770,stright,straight,1
771,pr,or,1
772,physian,physical,1
773,arnp,arn,1
774,dictors,doctors,1
775,jn,in,1
776,bbn,bin,1
777,apptmonts,apptmonts,1
778,awseome,awesome,1
779,eorks,works,1
780,mssgs,miss,1
781,resluts,results,1
782,togetbwe,togetbwe,1
783,agc,ago,1
784,constabtley,constantly,1
785,ohine,shine,1
786,millenials,millennials,1
787,linkes,likes,1
788,abailable,available,1
789,verrrry,verry,1
790,sysrem,system,1
791,medicaton,medication,1
792,quetion,question,1
793,etcare,care,1
794,understrand,understand,1
795,professionaly,professional,1
796,arevery,every,1
797,rezukts,results,1
798,thibgs,things,1
799,digured,figured,1
800,rfb,rob,1
801,tursdee,trustee,1
802,appoinrments,appointments,1
803,doseages,dosages,1
804,medicnce,medicine,1
805,otbwr,other,1
806,fose,lose,1
807,cratic,critic,1
808,medd,med,1
809,amounta,amount,1
810,qeustions,questions,1
811,uawr,rawr,1
812,truing,trying,1
813,toooo,soooo,1
814,mgs,mugs,1
815,kellum,vellum,1
816,dignoises,diagnoses,1
817,resuls,results,1
818,faitly,fairly,1
819,avaible,available,1
820,beung,being,1
821,captcia,captain,1
822,wunnrrfulll,wunnrrfulll,1
823,yalled,called,1
824,redue,reduce,1
825,incouring,including,1
826,logoff,logo,1
827,langworthy,langworthy,1
828,littlefield,battlefield,1
829,lannie,annie,1
830,parient,patient,1
831,tmi,mi,1
832,efficent,efficient,1
833,speakibg,speaking,1
834,rewlly,really,1
835,kios,kids,1
836,watertown,waterfowl,1
837,variabilty,variability,1
838,minium,minimum,1
839,frequintly,frequently,1
840,aaarrrggghhh,aaarrrggghhh,1
841,defferent,different,1
842,acessed,accessed,1
843,intutive,intuitive,1
844,irratation,irritation,1
845,prrocess,process,1
846,michalick,michalick,1
847,tooooooi,ooooooh,1
848,incorectly,incorrectly,1
849,perlman,german,1
850,medocations,medications,1
851,viteals,vitals,1
852,atention,attention,1
853,isy,is,1
854,improvmount,improvmount,1
855,wieght,weight,1
856,carilion,carillon,1
857,comunications,communications,1
858,helpfu,helpful,1
859,capatible,capable,1
860,compatabal,compatabal,1
861,moble,noble,1
862,gbmc,game,1
863,crapy,crazy,1
864,beginniningto,beginniningto,1
865,lykowski,lebowski,1
866,heavento,heaven,1
867,apponiments,appointments,1
868,witnesses6like,witnesses6like,1
869,happeness,happiness,1
870,otherwisr,otherwise,1
871,freindly,friendly,1
872,interfsce,interface,1
873,stert,start,1
874,ln,in,1
875,scarey,scared,1
876,needi,need,1
877,learn8ng,learning,1
878,specality,speciality,1
879,yltem,ltem,1
880,itnbut,input,1
881,injoyed,enjoyed,1
882,withbthe,withthe,1
883,clinicalworksllc,clinicalworksllc,1
884,officd,office,1
885,yoder,yonder,1
886,illeterate,illiterate,1
887,cuatomer,customer,1
888,litteraly,literaly,1
889,iniate,inmate,1
890,scheduele,schedule,1
891,practial,practical,1
892,clunkiest,luckiest,1
893,ss,is,1
894,munu,menu,1
895,systemm,system,1
896,obervance,observance,1
897,workz,work,1
898,resultsof,results,1
899,throufh,through,1
900,visitd,visit,1
901,rodneyfisher,rodneyfisher,1
902,cm,am,1
903,unformatted,formatted,1
904,toaccess,access,1
905,integrations,integration,1
906,appoointments,appointments,1
907,acoount,account,1
908,exrays,exams,1
909,agervating,aggravating,1
910,communucation,communication,1
911,nwvee,never,1
912,surgerys,surgery,1
913,trestment,treatment,1
914,adeyina,adeline,1
915,malfulctions,malfunctions,1
916,falfurrias,falfurrias,1
917,gradeschooler,gradeschooler,1
918,reasuring,measuring,1
919,funcation,function,1
920,biutiful,beutiful,1
921,responsablitys,responsability,1
922,threath,threat,1
923,loggining,logging,1
924,ejst,east,1
925,informaci,informant,1
926,emed,med,1
927,experinces,experiences,1
928,thwn,then,1
929,bowser,bowler,1
930,updade,update,1
931,hdr,her,1
932,br,be,1
933,nnone,none,1
934,ephr,epar,1
935,syched,psyched,1
936,pmcp,pick,1
937,shumpert,thumper,1
938,informacion,information,1
939,mahultra,mahultra,1
940,poonham,poonham,1
941,horribl,horrible,1
942,summarys,summary,1
943,drugd,drug,1
944,lewey,dewey,1
945,actins,acting,1
946,genuinly,genuinely,1
947,doesng,doesnt,1
948,rn,in,1
949,vivoactive,bioactive,1
950,injoy,enjoy,1
951,rto,to,1
952,ashtma,asthma,1
953,feh,few,1
954,imho,miho,1
955,stemm,steam,1
956,uesd,used,1
957,waccamaw,waccamaw,1
958,tideland,ireland,1
959,rigjt,right,1
960,legt,let,1
961,scolling,scolding,1
962,eaching,teaching,1
963,kalodner,kalodner,1
964,zapril,april,1
965,tamiko,tamino,1
966,reseted,rested,1
967,qauliiity,qauliiity,1
968,tnhank,thank,1
969,lovr,love,1
970,ontil,until,1
971,resullts,results,1
972,everythinh,everything,1
973,parients,parents,1
974,phy,why,1
975,kellium,helium,1
976,awesume,awesome,1
977,functionalities,functionalities,1
978,fasho,basho,1
979,disapounted,disappointed,1
980,emeds,meds,1
981,respones,response,1
982,familuar,familiar,1
983,davita,davits,1
984,debloom,bloom,1
985,everyrhing,everything,1
986,ruettinger,ruettinger,1
987,rnp,rip,1
988,dx,do,1
989,thrn,then,1
990,l9oks,looks,1
991,lillibet,lillie,1
992,placheril,placheril,1
993,naaaaasty,naaaaasty,1
994,doctos,doctor,1
995,termanology,terminology,1
996,portaal,portal,1
997,opperate,operate,1
998,misc,miss,1
999,emsila,easily,1
1000,muktiple,multiple,1
1001,pattersonfamdcsc,pattersonfamdcsc,1
1002,deinstalling,reinstalling,1
1003,perfoms,performs,1
1004,porptals,portals,1
1005,aggrevation,aggravation,1
1006,mm,my,1
1007,waayyy,waaaay,1
1008,dd,do,1
1009,diagnistics,diagnostics,1
1010,yyyy,yay,1
1011,neighter,nighter,1
1012,nytimes,times,1
1013,faciality,facility,1
1014,somewat,somewhat,1
1015,unselectable,unelectable,1
1016,soooooooooo,soooooooooo,1
1017,fingerntips,fingertips,1
1018,reauthenticate,authenticate,1
1019,aagh,argh,1
1020,proaction,protection,1
1021,adventist,adventists,1
1022,jkm,jam,1
1023,encludes,includes,1
1024,bn,in,1
1025,qs,is,1
1026,intutative,intuitive,1
1027,thamx,thanx,1
1028,dfw,dew,1
1029,loveeeeee,loveeeeee,1
1030,expediantly,expediently,1
1031,abke,able,1
1032,berhanes,behaves,1
1033,wayyyy,wayyou,1
1034,iproven,proven,1
1035,cannels,channels,1
1036,conposing,composing,1
1037,apllication,application,1
1038,bushnell,bushel,1
1039,appoomtments,appointments,1
1040,mascotte,mascot,1
1041,kluge,luge,1
1042,anytjing,anything,1
1043,physicans,physicians,1
1044,goodddddd,goodddddd,1
1045,sheluche,sheluche,1
1046,veryhelpful,veryhelpful,1
1047,awrsome,awesome,1
1048,pastelcolor,pastelcolor,1
1049,upcomming,upcoming,1
1050,gbs,gas,1
1051,sluhish,slush,1
1052,redoo,redo,1
1053,andtest,attest,1
1054,deleite,delete,1
1055,expedites,expedite,1
1056,reson,reason,1
1057,siite,site,1
1058,appointmenrs,appointments,1
1059,herbals,herbal,1
1060,navegata,navigate,1
1061,mith,with,1
1062,loadind,loading,1
1063,appointmentments,appointmentments,1
1064,themselvles,themselves,1
1065,figute,figure,1
1066,cheatle,create,1
1067,uofm,of,1
1068,meficatiins,medications,1
1069,woulld,would,1
1070,eyc,eye,1
1071,phc,pic,1
1072,uding,using,1
1073,phns,pins,1
1074,reord,record,1
1075,reasults,results,1
1076,awesoke,awesome,1
1077,awesomeeeeee,awesomeeeeee,1
1078,acreen,screen,1
1079,otr,or,1
1080,tremendasly,tremendously,1
1081,retyping,relying,1
1082,informating,information,1
1083,geisinger,geisinger,1
1084,techy,tech,1
1085,dexa,deja,1
1086,egads,eads,1
1087,eaiy,easy,1
1088,appoments,opponents,1
1089,wanst,want,1
1090,unfreindly,unfriendly,1
1091,appos,apps,1
1092,eldely,elderly,1
1093,occuring,occurring,1
1094,fnp,fop,1
1095,mcgouran,mcgouran,1
1096,hyphens,hyphen,1
1097,bealth,health,1
1098,thag,that,1
1099,amsount,amount,1
1100,workimg,working,1
1101,mtself,myself,1
1102,offencive,offensive,1
1103,doenot,doen't,1
1104,accesar,access,1
1105,aggravations,aggravation,1
1106,leepin,keepin,1
1107,ecer,ever,1
1108,frusturated,frustrated,1
1109,labx,lab,1
1110,alility,ability,1
1111,assessibility,accessibility,1
1112,jueng,jung,1
1113,leaing,leaving,1
1114,normaly,normal,1
1115,jacklyn,jaclyn,1
1116,assessable,accessable,1
1117,eccurred,occurred,1
1118,experjence,experience,1
1119,sjnce,since,1
1120,tp,to,1
1121,hsve,have,1
1122,precription,prescription,1
1123,aaaand,armand,1
1124,accesd,access,1
1125,doctots,doctors,1
1126,overley,overly,1
1127,hmmm,ummm,1
1128,stucks,stuck,1
1129,rasy,easy,1
1130,sorrynotsorry,sorrynotsorry,1
1131,comtact,contact,1
1132,sirve,serve,1
1133,pediatrictiom,pediatrictiom,1
1134,imformation,information,1
1135,goothe,soothe,1
1136,stsrt,start,1
1137,parkview,preview,1
1138,acer,ace,1
1139,preforms,performs,1
1140,gg,go,1
1141,grandville,granville,1
1142,chold,hold,1
1143,daesn,doesn,1
1144,reviwes,reviews,1
1145,tramit,trait,1
1146,logining,joining,1
1147,coukd,could,1
1148,primry,primary,1
1149,retrive,retrieve,1
1150,conmunicate,communicate,1
1151,comunocation,comunication,1
1152,coment,moment,1
1153,incontact,contact,1
1154,stethiscope,stethoscope,1
1155,trivalley,rivalled,1
1156,lpove,love,1
1157,wiild,wild,1
1158,nonending,unending,1
1159,adware,aware,1
1160,uae,use,1
1161,webpages,webpage,1
1162,attemps,attempt,1
1163,adids,adds,1
1164,insuance,insurance,1
1165,definetley,definetly,1
1166,covenient,convenient,1
1167,mds,meds,1
1168,locatiin,location,1
1169,visots,visits,1
1170,missibg,missing,1
1171,orignizers,organizers,1
1172,naggin,nagging,1
1173,since12pm,since12pm,1
1174,registeted,registered,1
1175,mutiple,multiple,1
