,Word,Posed Correction,Frequency
162,cassagrande,cassagrande,1
163,traemiah,traemiah,1
164,leetsdale,leetsdale,1
165,pleinairartgal,pleinairartgal,1
166,newtoyou,newtoyou,1
167,old2soon,old2soon,1
168,billdogun,billdogun,1
169,lillianelsey,lillianelsey,1
170,recordkeeping,recordkeeping,1
171,pleaseeeeeee,pleaseeeeeee,1
172,waaaaaaaaay,waaaaaaaaay,1
173,paymydoctor,paymydoctor,1
174,rayelenn,rayelenn,1
175,escondido,escondido,1
176,fmhmoblie,fmhmoblie,1
177,perscriptiption,perscriptiption,1
178,fantazmagoric,fantazmagoric,1
179,myfollowhealth,myfollowhealth,1
180,grossmont,grossmont,1
181,naugatuck,naugatuck,1
182,urgacare,urgacare,1
183,medlineplus,medlineplus,1
184,warminster,warminster,1
185,kolovasky,kolovasky,1
186,javierdan,javierdan,1
187,kesffinsp,kesffinsp,1
188,dxxxxxxxxxxx,dxxxxxxxxxxx,1
189,lubbock,lubbock,1
190,kymberlirobins,kymberlirobins,1
191,siddiqui,siddiqui,1
192,shevenell,shevenell,1
193,nlpassat,nlpassat,1
194,susanbproff,susanbproff,1
195,nanawynn,nanawynn,1
196,cdicosta,cdicosta,1
197,broncofankohr,broncofankohr,1
198,tuttifruitty,tuttifruitty,1
199,chimemorial,chimemorial,1
200,somecallmekerry,somecallmekerry,1
201,nurzkim,nurzkim,1
202,sharphealth,sharphealth,1
203,comprehensiveness,comprehensiveness,1
204,realcrimson,realcrimson,1
205,arhuofk,arhuofk,1
206,woodyhmc,woodyhmc,1
207,acessesabilty,acessesabilty,1
208,meangjp,meangjp,1
209,cholayil,cholayil,1
210,sonnyprit,sonnyprit,1
211,capezzuti,capezzuti,1
212,oldmanhew,oldmanhew,1
213,rianbib,rianbib,1
214,itsterrya,itsterrya,1
215,waynesboro,waynesboro,1
216,jsbaileygeorgia,jsbaileygeorgia,1
217,ramsaier,ramsaier,1
218,mrslewis,mrslewis,1
219,fmhmoble,fmhmoble,1
220,windyjohnson,windyjohnson,1
221,tassanadir,tassanadir,1
222,acquaviva,acquaviva,1
223,irenemenditto,irenemenditto,1
224,jonishacoop,jonishacoop,1
225,fselesky,fselesky,1
226,gediciyan,gediciyan,1
227,carloslopezjr,carloslopezjr,1
228,informatyand,informatyand,1
229,maralllma,maralllma,1
230,blackgurlwitcurls,blackgurlwitcurls,1
231,tiascarbor,tiascarbor,1
232,ashutosh,ashutosh,1
233,pattyanng,pattyanng,1
234,susanbmajor,susanbmajor,1
235,iamhapy,iamhapy,1
236,unitedhealthcare,unitedhealthcare,1
237,floridakitty,floridakitty,1
238,wareagle,wareagle,1
239,ademarques,ademarques,1
240,jzsowell,jzsowell,1
241,benoitostendorf,benoitostendorf,1
242,donnahbg,donnahbg,1
243,kerrville,kerrville,1
244,ironcladmike,ironcladmike,1
245,smiths4vols,smiths4vols,1
246,halliwellsummers,halliwellsummers,1
247,pavarottisimo,pavarottisimo,1
248,obeidat,obeidat,1
249,weltmanm,weltmanm,1
250,greathealth,greathealth,1
251,procaccino,procaccino,1
252,rajarshi,rajarshi,1
253,crashlytics,crashlytics,1
254,hcccck,hcccck,1
255,jakaltrd,jakaltrd,1
256,fatigatti,fatigatti,1
257,atchabas,atchabas,1
258,hofstetter,hofstetter,1
259,newpatient,newpatient,1
260,myalbanymed,myalbanymed,1
261,casscarter,casscarter,1
262,jodijonickyboo,jodijonickyboo,1
263,mikeinorlando,mikeinorlando,1
264,karczewski,karczewski,1
265,medicaleze,medicaleze,1
266,wnorowski,wnorowski,1
267,dopkowski,dopkowski,1
268,greeneyesjo,greeneyesjo,1
269,lewisburg,lewisburg,1
270,sangeetha,sangeetha,1
271,dmmertz,dmmertz,1
272,vittitow,vittitow,1
273,albanymed,albanymed,1
274,johnmjaronczyk,johnmjaronczyk,1
275,micaleff,micaleff,1
276,extensible,extensive,1
277,bandukwala,bandukwala,1
278,followyourhealth,followyourhealth,1
279,myseizurediary,myseizurediary,1
280,healthcarepartners,healthcarepartners,1
281,savmarvivleo,savmarvivleo,1
282,drbarbar,drbarbar,1
283,cryoballoon,cryoballoon,1
284,theappointment,theappointment,1
285,gailchuck,gailchuck,1
286,jmieliekob,jmieliekob,1
287,citaarroyo,citaarroyo,1
288,cmhmariscal,cmhmariscal,1
289,blumstein,blumstein,1
290,dannymac,dannymac,1
291,maschurr,maschurr,1
292,kayrasw,kayrasw,1
293,pattyriddell,pattyriddell,1
294,lesandme,lesandme,1
295,rzrbacknok,rzrbacknok,1
296,fairhopepatient,fairhopepatient,1
297,ravynhart,ravynhart,1
298,topkernal,topkernal,1
299,righyswsy,righyswsy,1
300,keithmartin,keithmartin,1
301,grndmajody,grndmajody,1
302,hewesfamily,hewesfamily,1
303,terletzky,terletzky,1
304,miseducation,miseducation,1
305,toaademi,toaademi,1
306,hutchclinic,hutchclinic,1
307,cansicio,cansicio,1
308,followingmyhealth,followingmyhealth,1
309,nessasary,nessasary,1
310,warriorzee,warriorzee,1
311,lamajeff,lamajeff,1
312,ramprasan,ramprasan,1
