,Word,Posed Correction,Frequency
74,pediatrictiom,pediatrictiom,1
75,gradeschooler,gradeschooler,1
76,mahultra,mahultra,1
77,poonham,poonham,1
78,improvmount,improvmount,1
79,appointmentment,appointmentment,1
80,eclinicalneverworks,eclinicalneverworks,1
81,reauthenicate,reauthenicate,1
82,mcgouran,mcgouran,1
83,naaaaasty,naaaaasty,1
84,apurvah,apurvah,1
85,bellingham,bellingham,1
86,overconcern,overconcern,1
87,apkpure,apkpure,1
88,navigatethen,navigatethen,1
89,khadijat,khadijat,1
90,qgunbiyi,qgunbiyi,1
91,nevernused,nevernused,1
92,screenlock,screenlock,1
93,tellaheath,tellaheath,1
94,innaccuries,innaccuries,1
95,jjjcaa,jjjcaa,1
96,glucometer,glucometer,1
97,downvtilike,downvtilike,1
98,ohiohealth,ohiohealth,1
99,rundbaken,rundbaken,1
100,lishmonov,lishmonov,1
101,mcclintock,mcclintock,1
102,eldercare,eldercare,1
103,showdialog,showdialog,1
104,waaaaaayyyyyy,waaaaaayyyyyy,1
105,followedall,followedall,1
106,mavenclad,mavenclad,1
107,wontblet,wontblet,1
108,optionbor,optionbor,1
109,privitcey,privitcey,1
110,ridiclueless,ridiclueless,1
111,knowouldn,knowouldn,1
112,jcgthebarber,jcgthebarber,1
113,hundredsoftimes,hundredsoftimes,1
114,foreverrrrrr,foreverrrrrr,1
115,goodlikelike,goodlikelike,1
116,ugghhh,ugghhh,1
117,alockon,alockon,1
118,hheeellooowe,hheeellooowe,1
119,screenshotting,screenshotting,1
120,showinformation,showinformation,1
121,plaistow,plaistow,1
122,remi2foe,remi2foe,1
123,allchave,allchave,1
124,pfffttt,pfffttt,1
125,mosallaie,mosallaie,1
126,householding,householding,1
127,smartchart,smartchart,1
128,informatikmi,informatikmi,1
129,idprofin,idprofin,1
130,fingerscan,fingerscan,1
131,tramadol,tramadol,1
132,nagavating,nagavating,1
133,misgendering,misgendering,1
134,ludacris,ludacris,1
135,vanderlick,vanderlick,1
136,morbidities,morbidities,1
137,csrespaceportal,csrespaceportal,1
138,itvreqlly,itvreqlly,1
139,ffbhbd,ffbhbd,1
140,veryhappy,veryhappy,1
141,livewell,livewell,1
142,patientreach,patientreach,1
143,googleplay,googleplay,1
144,fianancly,fianancly,1
145,efficientand,efficientand,1
146,insignarus,insignarus,1
147,tedul7yd,tedul7yd,1
148,recordskoo,recordskoo,1
149,narsisstic,narsisstic,1
150,someoneneeds,someoneneeds,1
151,communicatiowith,communicatiowith,1
152,kozacki,kozacki,1
153,stayathome,stayathome,1
154,monadnock,monadnock,1
155,wayyyyy,wayyyyy,1
156,intergratedbehavior,intergratedbehavior,1
157,tracphone,tracphone,1
158,spaceforce,spaceforce,1
159,canohealth,canohealth,1
160,htelrphonne,htelrphonne,1
161,hoelscher,hoelscher,1
162,macrobid,macrobid,1
163,quicklyrequest,quicklyrequest,1
164,scheduleappointments,scheduleappointments,1
165,agervateing,agervateing,1
166,intermountain,intermountain,1
167,swzwsssswz,swzwsssswz,1
168,jj,je,1
169,jjiiif,jjiiif,1
170,recommendthis,recommendthis,1
171,nessicary,nessicary,1
172,greatdoctor,greatdoctor,1
173,inforitve,inforitve,1
174,opensource,opensource,1
175,myhealthone,myhealthone,1
176,nontechnical,nontechnical,1
177,schwartdenberg,schwartdenberg,1
178,aoonmakes,aoonmakes,1
179,agbreland,agbreland,1
180,lewisgale,lewisgale,1
181,multiplemproviders,multiplemproviders,1
182,aawwwggg,aawwwggg,1
183,skolnick,skolnick,1
