"sentence_id"	"factuality"
"2144069452"	"EXPERIENCE"
"1701873756"	"EXPERIENCE"
"1982252200"	"OPINION"
"1184103892"	"FACT"
"103715285"	"FACT"
"80096348"	"OPINION"
"1537774006"	"OPINION"
"309686524"	"OPINION"
"857650733"	"FACT"
"209143377"	"FACT"
"75451930"	"OPINION"
"1059619413"	"OPINION"
"79098243"	"NOT_LABELED"
"438965657"	"EXPERIENCE"
"554630760"	"EXPERIENCE"
"786250813"	"FACT"
"661421882"	"EXPERIENCE"
"1933143083"	"EXPERIENCE"
"821824609"	"EXPERIENCE"
"1762467300"	"EXPERIENCE"
"865970435"	"OPINION"
"2123180432"	"EXPERIENCE"
"685624654"	"FACT"
"165590111"	"OPINION"
"810001950"	"EXPERIENCE"
"745999961"	"EXPERIENCE"
"495180091"	"EXPERIENCE"
"1174789022"	"OPINION"
"880631068"	"EXPERIENCE"
"1900974505"	"EXPERIENCE"
"999562816"	"EXPERIENCE"
"1630466995"	"EXPERIENCE"
"972169295"	"NOT_LABELED"
"131938681"	"EXPERIENCE"
"1113232075"	"EXPERIENCE"
"391219636"	"EXPERIENCE"
"108669877"	"EXPERIENCE"
"190001559"	"EXPERIENCE"
"1519101743"	"EXPERIENCE"
"257003841"	"EXPERIENCE"
"652686093"	"EXPERIENCE"
"1857605198"	"EXPERIENCE"
"210758696"	"EXPERIENCE"
"1446503486"	"EXPERIENCE"
"1814224506"	"EXPERIENCE"
"900584526"	"EXPERIENCE"
"1848638544"	"EXPERIENCE"
"435251786"	"EXPERIENCE"
"182960000"	"EXPERIENCE"
"1942383454"	"EXPERIENCE"
"6395705"	"EXPERIENCE"
"585314708"	"EXPERIENCE"
"1099052846"	"OPINION"
"530727313"	"EXPERIENCE"
"391763275"	"NOT_LABELED"
"1657674408"	"NOT_LABELED"
"1655339371"	"EXPERIENCE"
"895633330"	"EXPERIENCE"
"438441739"	"EXPERIENCE"
"1481491665"	"NOT_LABELED"
"1939374742"	"NOT_LABELED"
"79654577"	"NOT_LABELED"
"603266172"	"EXPERIENCE"
"139816597"	"EXPERIENCE"
"415423384"	"EXPERIENCE"
"1228199410"	"EXPERIENCE"
"1273213578"	"EXPERIENCE"
"1710833952"	"EXPERIENCE"
"200278792"	"EXPERIENCE"
"9206368"	"EXPERIENCE"
"1390574243"	"OPINION"
"424407887"	"NOT_LABELED"
"165654282"	"OPINION"
"378445840"	"OPINION"
"1814067323"	"OPINION"
"625995024"	"OPINION"
"1242947320"	"FACT"
"557682653"	"EXPERIENCE"
"208124672"	"OPINION"
"355430471"	"EXPERIENCE"
"1499036604"	"EXPERIENCE"
"962806585"	"EXPERIENCE"
"271953895"	"NOT_LABELED"
"1548855631"	"OPINION"
"883304617"	"NOT_LABELED"
"1886418033"	"FACT"
"1523998735"	"EXPERIENCE"
"1492495698"	"EXPERIENCE"
"224891357"	"EXPERIENCE"
"1376859046"	"EXPERIENCE"
"507316075"	"EXPERIENCE"
"1456851812"	"EXPERIENCE"
"169111775"	"EXPERIENCE"
"929790755"	"EXPERIENCE"
"286078848"	"NOT_LABELED"
"1821926006"	"OPINION"
"1500003159"	"NOT_LABELED"
"1190062352"	"NOT_LABELED"
"804218113"	"FACT"
"1344766197"	"EXPERIENCE"
"2041034018"	"EXPERIENCE"
"2094096481"	"EXPERIENCE"
"1403534385"	"FACT"
"863224122"	"EXPERIENCE"
"332970387"	"EXPERIENCE"
"1853361026"	"EXPERIENCE"
"2007483997"	"EXPERIENCE"
"767533047"	"EXPERIENCE"
"1357401015"	"EXPERIENCE"
"962454704"	"EXPERIENCE"
"2035574560"	"EXPERIENCE"
"1286384958"	"FACT"
"1434863727"	"NOT_LABELED"
"1949172815"	"FACT"
"1305914106"	"OPINION"
"315520051"	"OPINION"
"725490940"	"OPINION"
"2023273761"	"NOT_LABELED"
"868786739"	"EXPERIENCE"
"86590937"	"EXPERIENCE"
"1704948452"	"EXPERIENCE"
"885229672"	"EXPERIENCE"
"3112945653"	"NOT_LABELED"
"1086655206"	"EXPERIENCE"
"1358224783"	"EXPERIENCE"
"1329412426"	"OPINION"
"1137865534"	"EXPERIENCE"
"2042921865"	"FACT"
"465493595"	"EXPERIENCE"
"715344654"	"EXPERIENCE"
"1342451629"	"OPINION"
"159367739"	"OPINION"
"1519676998"	"OPINION"
"1672531698"	"NOT_LABELED"
"2338655"	"NOT_LABELED"
"618756076"	"EXPERIENCE"
"1509734053"	"FACT"
"1486948690"	"EXPERIENCE"
"19785328"	"OPINION"
"674379453"	"EXPERIENCE"
"253322414"	"EXPERIENCE"
"1844067178"	"NOT_LABELED"
"656772911"	"EXPERIENCE"
"755530684"	"EXPERIENCE"
"1261710972"	"EXPERIENCE"
"1594645161"	"EXPERIENCE"
"53839806"	"EXPERIENCE"
"206773573"	"EXPERIENCE"
"1892841558"	"EXPERIENCE"
"874177947"	"EXPERIENCE"
"49544601"	"EXPERIENCE"
"389431876"	"EXPERIENCE"
"1729054862"	"EXPERIENCE"
"1439382660"	"EXPERIENCE"
"685258765"	"EXPERIENCE"
"6004217562"	"NOT_LABELED"
"6567729112"	"EXPERIENCE"
"7555306842"	"EXPERIENCE"
"12617109722"	"EXPERIENCE"
"15946451612"	"EXPERIENCE"
"538398062"	"EXPERIENCE"
"2067735732"	"EXPERIENCE"
"8741779472"	"EXPERIENCE"
"495446012"	"EXPERIENCE"
"3894318762"	"EXPERIENCE"
"17290548622"	"EXPERIENCE"
"14393826602"	"EXPERIENCE"
"6852587652"	"EXPERIENCE"
"6004217563"	"NOT_LABELED"
"773554832"	"NOT_LABELED"
"867686264"	"NOT_LABELED"
"201620761"	"FACT"
"1385943785"	"EXPERIENCE"
"651535673"	"EXPERIENCE"
"1892692804"	"EXPERIENCE"
"1958301215"	"EXPERIENCE"
"863359572"	"EXPERIENCE"
"1007656632"	"EXPERIENCE"
"82026770"	"EXPERIENCE"
"1878519193"	"FACT"
"2015805245"	"FACT"
"1356308273"	"FACT"
"1005318889"	"FACT"
"1381772350"	"FACT"
"21146819"	"EXPERIENCE"
"1260894590"	"EXPERIENCE"
"1875256554"	"OPINION"
"921888403"	"FACT"
"349192635"	"FACT"
"8812297"	"FACT"
"208861273"	"FACT"
"100957967"	"OPINION"
"2105097553"	"FACT"
"651674643"	"OPINION"
"333258454"	"FACT"
"364612573"	"FACT"
"570556406"	"FACT"
"1468359625"	"FACT"
"797334711"	"OPINION"
"242465269"	"OPINION"
"128046368"	"OPINION"
"1602030530"	"NOT_LABELED"
"1262268605"	"OPINION"
"1650780388"	"OPINION"
"805312330"	"FACT"
"1195144748"	"OPINION"
"1658950512"	"OPINION"
"118807"	"NOT_LABELED"
"1236188990"	"EXPERIENCE"
"1347652002"	"EXPERIENCE"
"1095665803"	"EXPERIENCE"
"1942192481"	"EXPERIENCE"
"1899537086"	"EXPERIENCE"
"944483712"	"NOT_LABELED"
"677643926"	"EXPERIENCE"
"1992658083"	"OPINION"
"384577879"	"FACT"
"1253498422"	"FACT"
"1948185725"	"EXPERIENCE"
"569851724"	"OPINION"
"1756946058"	"EXPERIENCE"
"1524430790"	"EXPERIENCE"
"1444725157"	"EXPERIENCE"
"2057773559"	"EXPERIENCE"
"427436133"	"FACT"
"1660637497"	"EXPERIENCE"
"252204322"	"EXPERIENCE"
"111854337"	"EXPERIENCE"
"1468676377"	"NOT_LABELED"
"1316271053"	"NOT_LABELED"
"1068372634"	"EXPERIENCE"
"561372900"	"EXPERIENCE"
"1092752055"	"EXPERIENCE"
"1549055012"	"EXPERIENCE"
"1756717648"	"EXPERIENCE"
"1782447522"	"EXPERIENCE"
"910993836"	"EXPERIENCE"
"654101415"	"EXPERIENCE"
"587873942"	"FACT"
"1103949441"	"EXPERIENCE"
"470733824"	"EXPERIENCE"
"2071055189"	"EXPERIENCE"
"1478765426"	"EXPERIENCE"
"1894267810"	"EXPERIENCE"
"5799660"	"EXPERIENCE"
"1683931245"	"EXPERIENCE"
"832594893"	"EXPERIENCE"
"407594881"	"OPINION"
"1462800079"	"EXPERIENCE"
"12013894"	"EXPERIENCE"
"426126406"	"EXPERIENCE"
"1066803052"	"EXPERIENCE"
"359006098"	"OPINION"
"1485406592"	"OPINION"
"1575687804"	"EXPERIENCE"
"1424724701"	"EXPERIENCE"
"482487244"	"EXPERIENCE"
"1808533421"	"OPINION"
"1104452406"	"EXPERIENCE"
"958976580"	"EXPERIENCE"
"1907769156"	"EXPERIENCE"
"409126516"	"OPINION"
"949635875"	"OPINION"
"615497833"	"OPINION"
"1131895319"	"EXPERIENCE"
"875407799"	"EXPERIENCE"
"807398583"	"OPINION"
"1496520915"	"EXPERIENCE"
"1130061994"	"OPINION"
"1340670419"	"EXPERIENCE"
"696935450"	"EXPERIENCE"
"1524408915"	"EXPERIENCE"
"1378753698"	"EXPERIENCE"
"1922287774"	"EXPERIENCE"
"883599624"	"EXPERIENCE"
"1458670597"	"FACT"
"1792168153"	"EXPERIENCE"
"1158309354"	"OPINION"
"2057779653"	"FACT"
"1140188525"	"OPINION"
"1607472108"	"EXPERIENCE"
"1488963595"	"EXPERIENCE"
"2027058232"	"EXPERIENCE"
"1387699406"	"EXPERIENCE"
"1183595541"	"EXPERIENCE"
"1781510037"	"EXPERIENCE"
"733313648"	"EXPERIENCE"
"1439782916"	"EXPERIENCE"
"1126811422"	"EXPERIENCE"
"1530194185"	"EXPERIENCE"
"721240145"	"EXPERIENCE"
"1002922596"	"OPINION"
"1539029798"	"EXPERIENCE"
"798979453"	"OPINION"
"1080286455"	"EXPERIENCE"
"2050980481"	"EXPERIENCE"
"659956706"	"EXPERIENCE"
"376403269"	"OPINION"
"1058368580"	"OPINION"
"1742651851"	"EXPERIENCE"
"658609730"	"EXPERIENCE"
"885062459"	"EXPERIENCE"
"1166551076"	"EXPERIENCE"
"911189318"	"OPINION"
"127858350"	"EXPERIENCE"
"347180712"	"EXPERIENCE"
"1725514119"	"EXPERIENCE"
"1147110587"	"EXPERIENCE"
"8048917"	"EXPERIENCE"
"1366857533"	"EXPERIENCE"
"1946315003"	"EXPERIENCE"
"1169648415"	"EXPERIENCE"
"1719190850"	"EXPERIENCE"
"1361644779"	"EXPERIENCE"
"1606188881"	"EXPERIENCE"
"138983956"	"EXPERIENCE"
"1130923997"	"EXPERIENCE"
"848745467"	"EXPERIENCE"
"195664162"	"OPINION"
"1561773925"	"EXPERIENCE"
"1095391131"	"EXPERIENCE"
"1232021320"	"EXPERIENCE"
"1287594920"	"EXPERIENCE"
"1664406202"	"EXPERIENCE"
"858656895"	"EXPERIENCE"
"658161013"	"EXPERIENCE"
"1195379259"	"EXPERIENCE"
"306124634"	"EXPERIENCE"
"1948884895"	"EXPERIENCE"
"560635392"	"EXPERIENCE"
"2014225830"	"EXPERIENCE"
"1280728753"	"OPINION"
"2139838174"	"FACT"
"821418336"	"OPINION"
"609566955"	"OPINION"
"1908030696"	"EXPERIENCE"
"975665262"	"EXPERIENCE"
"1913640357"	"EXPERIENCE"
"1212604717"	"EXPERIENCE"
"1261458791"	"EXPERIENCE"
"2057974637"	"EXPERIENCE"
"1998987443"	"EXPERIENCE"
"8216275"	"OPINION"
"962712950"	"EXPERIENCE"
"1965512287"	"EXPERIENCE"
"1490114278"	"EXPERIENCE"
"1313548793"	"EXPERIENCE"
"199946225"	"OPINION"
"359967061"	"NOT_LABELED"
"82162752"	"OPINION"
"9627129502"	"EXPERIENCE"
"19655122872"	"EXPERIENCE"
"14901142782"	"EXPERIENCE"
"13135487932"	"EXPERIENCE"
"1999462252"	"OPINION"
"3599670612"	"NOT_LABELED"
"990068620"	"EXPERIENCE"
"1854508881"	"EXPERIENCE"
"788798882"	"EXPERIENCE"
"189259210"	"EXPERIENCE"
"1972815765"	"EXPERIENCE"
"312658193"	"EXPERIENCE"
"1452163413"	"EXPERIENCE"
"649298055"	"EXPERIENCE"
"121414476"	"EXPERIENCE"
"984267967"	"EXPERIENCE"
"1387215379"	"EXPERIENCE"
"915541213"	"OPINION"
"986292217"	"OPINION"
"2135438549"	"EXPERIENCE"
"491387669"	"EXPERIENCE"
"1524481983"	"EXPERIENCE"
"1313861476"	"FACT"
"993260104"	"OPINION"
"1779253057"	"EXPERIENCE"
"1915951749"	"FACT"
"1489093764"	"EXPERIENCE"
"308130336"	"EXPERIENCE"
"197397853"	"EXPERIENCE"
"1635684129"	"FACT"
"605763648"	"NOT_LABELED"
"979704265"	"NOT_LABELED"
"904736239"	"OPINION"
"1926028646"	"EXPERIENCE"
"1239193221"	"OPINION"
"1943170604"	"OPINION"
"855568796"	"EXPERIENCE"
"846775384"	"EXPERIENCE"
"1068050608"	"EXPERIENCE"
"1957731760"	"EXPERIENCE"
"770657730"	"EXPERIENCE"
"1587288236"	"EXPERIENCE"
"1109428682"	"OPINION"
"1949208759"	"EXPERIENCE"
"62876552"	"EXPERIENCE"
"1724190483"	"EXPERIENCE"
"1852836162"	"EXPERIENCE"
"202969713"	"EXPERIENCE"
"966068619"	"EXPERIENCE"
"340371001"	"OPINION"
"587869358"	"FACT"
"1430123166"	"OPINION"
"1132437475"	"EXPERIENCE"
"288326783"	"EXPERIENCE"
"152959411"	"OPINION"
"80641359"	"FACT"
"393459660"	"FACT"
"2117006138"	"FACT"
"653560824"	"FACT"
"704192603"	"OPINION"
"946576076"	"OPINION"
"1083030487"	"NOT_LABELED"
"1274322769"	"EXPERIENCE"
"1432391039"	"EXPERIENCE"
"1872478638"	"EXPERIENCE"
"137019176"	"FACT"
"122516269"	"FACT"
"1162442674"	"EXPERIENCE"
"51465736"	"EXPERIENCE"
"1857791223"	"EXPERIENCE"
"14323910392"	"EXPERIENCE"
"18724786382"	"EXPERIENCE"
"1370191762"	"FACT"
"1225162692"	"FACT"
"11624426742"	"EXPERIENCE"
"514657362"	"EXPERIENCE"
"1401211166"	"OPINION"
"838803872"	"EXPERIENCE"
"1994043714"	"EXPERIENCE"
"2034787650"	"EXPERIENCE"
"1365220209"	"EXPERIENCE"
"1071803045"	"EXPERIENCE"
"175978905"	"EXPERIENCE"
"811249213"	"EXPERIENCE"
"1517490256"	"OPINION"
"249989979"	"EXPERIENCE"
"1058513394"	"OPINION"
"791593327"	"OPINION"
"1819418240"	"OPINION"
"2047091172"	"OPINION"
"922760114"	"OPINION"
"214534415"	"OPINION"
"516377789"	"EXPERIENCE"
"1708335588"	"EXPERIENCE"
"1780221462"	"EXPERIENCE"
"71561518"	"EXPERIENCE"
"2012260687"	"EXPERIENCE"
"809649122"	"EXPERIENCE"
"950242644"	"EXPERIENCE"
"1557001275"	"EXPERIENCE"
"2147243417"	"EXPERIENCE"
"1976678940"	"EXPERIENCE"
"172929321"	"EXPERIENCE"
"1372916915"	"EXPERIENCE"
"1494292010"	"EXPERIENCE"
"2044005811"	"EXPERIENCE"
"500200610"	"OPINION"
"1082317890"	"FACT"
"1391017766"	"FACT"
"2022561038"	"OPINION"
"1418384469"	"OPINION"
"1434408885"	"FACT"
"1696788635"	"NOT_LABELED"
"598718407"	"FACT"
"863739813"	"EXPERIENCE"
"1474160627"	"EXPERIENCE"
"373030238"	"EXPERIENCE"
"1142115680"	"EXPERIENCE"
"1017587291"	"EXPERIENCE"
"1158659783"	"EXPERIENCE"
"784830398"	"OPINION"
"692164929"	"OPINION"
"350365307"	"OPINION"
"2093124622"	"EXPERIENCE"
"25119634"	"EXPERIENCE"
"1930062183"	"EXPERIENCE"
"587227271"	"EXPERIENCE"
"1587285545"	"OPINION"
"931478865"	"OPINION"
"1608886807"	"OPINION"
"641726949"	"OPINION"
"143295480"	"OPINION"
"179081361"	"NOT_LABELED"
"1258979241"	"EXPERIENCE"
"743309736"	"EXPERIENCE"
"587723522"	"OPINION"
"1697165565"	"NOT_LABELED"
"1354656874"	"EXPERIENCE"
"416350754"	"OPINION"
"550648408"	"OPINION"
"581755254"	"FACT"
"977935103"	"OPINION"
"1513592681"	"OPINION"
"191154906"	"EXPERIENCE"
"1064126771"	"FACT"
"457576471"	"FACT"
"1977958423"	"OPINION"
"1934830879"	"OPINION"
"980865653"	"NOT_LABELED"
"1282351103"	"NOT_LABELED"
"497468047"	"OPINION"
"1251757787"	"FACT"
"2092997063"	"OPINION"
"1493645370"	"NOT_LABELED"
"12823511032"	"NOT_LABELED"
"98742700"	"OPINION"
"349783793"	"OPINION"
"774279622"	"EXPERIENCE"
"1089563701"	"EXPERIENCE"
"1504904644"	"EXPERIENCE"
"433207014"	"EXPERIENCE"
"1725468292"	"OPINION"
"357254637"	"EXPERIENCE"
"791189896"	"FACT"
"560704780"	"FACT"
"554082624"	"OPINION"
"1981761520"	"EXPERIENCE"
"1586056249"	"EXPERIENCE"
"1426574193"	"EXPERIENCE"
"1675669851"	"OPINION"
"641759463"	"NOT_LABELED"
"1882507135"	"EXPERIENCE"
"1343717550"	"EXPERIENCE"
"1077849970"	"FACT"
"781829902"	"EXPERIENCE"
"1342986052"	"OPINION"
"1920502244"	"NOT_LABELED"
"730061342"	"NOT_LABELED"
"1956995232"	"EXPERIENCE"
"132786526"	"EXPERIENCE"
"1176657775"	"OPINION"
"641784586"	"EXPERIENCE"
"1618733454"	"EXPERIENCE"
"1974884427"	"EXPERIENCE"
"383568123"	"EXPERIENCE"
"2003370846"	"EXPERIENCE"
"1891725834"	"OPINION"
"1886207243"	"FACT"
"2048183540"	"FACT"
"1370473070"	"NOT_LABELED"
"482805882"	"EXPERIENCE"
"1439667606"	"EXPERIENCE"
"2029660181"	"EXPERIENCE"
"1364246370"	"EXPERIENCE"
"1462426974"	"OPINION"
"776597066"	"EXPERIENCE"
"651391621"	"EXPERIENCE"
"77608563"	"NOT_LABELED"
"316235221"	"EXPERIENCE"
"1763702172"	"EXPERIENCE"
"1171164363"	"EXPERIENCE"
"1366621184"	"EXPERIENCE"
"1214690233"	"OPINION"
"1423063479"	"FACT"
"58081182"	"EXPERIENCE"
"866383959"	"EXPERIENCE"
"1952562175"	"OPINION"
"1808759381"	"FACT"
"367565217"	"FACT"
"107436486"	"FACT"
"428513349"	"FACT"
"1915618563"	"FACT"
"1193204445"	"FACT"
"811032966"	"FACT"
"854022052"	"FACT"
"337010737"	"FACT"
"1728885222"	"FACT"
"428768708"	"FACT"
"2041150951"	"FACT"
"1398462684"	"FACT"
"1831218600"	"FACT"
"1915899846"	"FACT"
"1966381971"	"FACT"
"1800469858"	"FACT"
"526870726"	"FACT"
"1059320352"	"FACT"
"750027766"	"FACT"
"18501046"	"FACT"
"742382288"	"FACT"
"1891083762"	"FACT"
"1332607172"	"FACT"
"51843893"	"FACT"
"1798432786"	"FACT"
"479858996"	"FACT"
"518438932"	"FACT"
"549052849"	"FACT"
"651662709"	"FACT"
"1971046854"	"FACT"
"1071389098"	"FACT"
"21266906"	"FACT"
"1295636773"	"FACT"
"360227193"	"FACT"
"1133388414"	"FACT"
"323065136"	"FACT"
"1544152770"	"FACT"
"412838902"	"FACT"
"343052238"	"FACT"
"695035159"	"FACT"
"1461818250"	"FACT"
"1271745029"	"FACT"
"286002051"	"FACT"
"975474007"	"FACT"
"421533012"	"OPINION"
"529878466"	"FACT"
"1630528356"	"OPINION"
"1428109345"	"FACT"
"1360487130"	"FACT"
"170385249"	"FACT"
"1860316071"	"FACT"
"1607556835"	"FACT"
"168524267"	"FACT"
"833523350"	"FACT"
"269717943"	"FACT"
"660947815"	"OPINION"
"1107430377"	"FACT"
"1768155869"	"FACT"
"663343715"	"FACT"
"70032907"	"EXPERIENCE"
"468816649"	"EXPERIENCE"
"1969603483"	"EXPERIENCE"
"2096888159"	"EXPERIENCE"
"1634663786"	"FACT"
"106786936"	"FACT"
"761306298"	"FACT"
"1984452187"	"OPINION"
"873404829"	"OPINION"
"2040632463"	"OPINION"
"1450964962"	"EXPERIENCE"
"2043195497"	"FACT"
"73517482"	"FACT"
"776862211"	"OPINION"
"700486960"	"OPINION"
"751602393"	"OPINION"
"418079682"	"OPINION"
"313195737"	"OPINION"
"356044524"	"OPINION"
"1042628912"	"FACT"
"1127595717"	"OPINION"
"1293762149"	"OPINION"
"1245350095"	"OPINION"
"584223785"	"OPINION"
"1599592022"	"OPINION"
"251282516"	"OPINION"
"7638859"	"OPINION"
"1636411898"	"FACT"
"1624594524"	"OPINION"
"1286805084"	"FACT"
"2048784087"	"FACT"
"2147328703"	"FACT"
"1667510856"	"FACT"
"158029995"	"FACT"
"408123310"	"OPINION"
"455178306"	"OPINION"
"2060712286"	"FACT"
"1366217561"	"NOT_LABELED"
"120629343"	"FACT"
"897467645"	"FACT"
"8042181132"	"FACT"
"13447661972"	"EXPERIENCE"
"20410340182"	"EXPERIENCE"
"20940964812"	"EXPERIENCE"
"14035343852"	"FACT"
"8632241222"	"EXPERIENCE"
"3329703872"	"EXPERIENCE"
"18533610262"	"EXPERIENCE"
"20074839972"	"EXPERIENCE"
"1828819082"	"EXPERIENCE"
"13574010152"	"EXPERIENCE"
"9624547042"	"EXPERIENCE"
"20355745602"	"EXPERIENCE"
"12863849582"	"FACT"
"219529478"	"FACT"
"278749488"	"OPINION"
"901376471"	"OPINION"
"3155200512"	"OPINION"
"7254909402"	"OPINION"
"20232737612"	"NOT_LABELED"
"335220976"	"EXPERIENCE"
"746970460"	"EXPERIENCE"
"903590719"	"FACT"
"1115667191"	"EXPERIENCE"
"2092999635"	"EXPERIENCE"
"35431793"	"EXPERIENCE"
"1570938462"	"EXPERIENCE"
"253882068"	"EXPERIENCE"
"1410870055"	"EXPERIENCE"
"256763252"	"EXPERIENCE"
"1635077452"	"EXPERIENCE"
"858095667"	"EXPERIENCE"
"1428920478"	"EXPERIENCE"
"451333616"	"EXPERIENCE"
"477357898"	"OPINION"
"266757828"	"EXPERIENCE"
"835221433"	"EXPERIENCE"
"42791714"	"EXPERIENCE"
"473079637"	"EXPERIENCE"
"661684740"	"EXPERIENCE"
"562350129"	"EXPERIENCE"
"788029879"	"EXPERIENCE"
"660011143"	"EXPERIENCE"
"837379179"	"EXPERIENCE"
"1596906259"	"EXPERIENCE"
"1049226417"	"OPINION"
"34229143"	"EXPERIENCE"
"543712168"	"EXPERIENCE"
"412567270"	"EXPERIENCE"
"1198095113"	"OPINION"
"586763719"	"EXPERIENCE"
"59383955"	"EXPERIENCE"
"447505710"	"EXPERIENCE"
"282954833"	"OPINION"
"1124521685"	"EXPERIENCE"
"467358138"	"EXPERIENCE"
"1714450657"	"NOT_LABELED"
"1810023837"	"EXPERIENCE"
"2121470302"	"EXPERIENCE"
"2087548621"	"OPINION"
"1237421857"	"OPINION"
