"sentence_id"	"polarity"
"2120486510"	"NOT_LABELED"
"128937231"	"NEGATIVE"
"1603953479"	"NEGATIVE"
"322377853"	"POSITIVE"
"1867514701"	"NEGATIVE"
"1932414044"	"NEGATIVE"
"644836440"	"NEUTRAL"
"1981584201"	"NEGATIVE"
"690587416"	"NEGATIVE"
"1679128809"	"NEGATIVE"
"1908656022"	"NEGATIVE"
"1878043190"	"POSITIVE"
"868023078"	"NEUTRAL"
"152009135"	"NEUTRAL"
"613591560"	"NEUTRAL"
"1688912719"	"NEGATIVE"
"612703318"	"NEGATIVE"
"48069383"	"NEGATIVE"
"919428087"	"NEUTRAL"
"848326480"	"NEGATIVE"
"105264009"	"NEUTRAL"
"1293256009"	"NEUTRAL"
"1671910197"	"NOT_LABELED"
"1977723636"	"NEGATIVE"
"5922268"	"NEUTRAL"
"1690196307"	"NEUTRAL"
"922182"	"NEUTRAL"
"2128805109"	"NEUTRAL"
"1704826779"	"NEUTRAL"
"897078533"	"NEUTRAL"
"696051937"	"NEGATIVE"
"1301632843"	"NEGATIVE"
"964467454"	"NEUTRAL"
"852631363"	"NEUTRAL"
"1567069889"	"NEGATIVE"
"2345445656"	"NEGATIVE"
"589171702"	"NEUTRAL"
"1372751764"	"NEUTRAL"
"1369037780"	"NEUTRAL"
"641703786"	"NEGATIVE"
"315141950"	"NEUTRAL"
"965448192"	"NEUTRAL"
"813444280"	"NEUTRAL"
"89606540"	"NEUTRAL"
"66344832"	"POSITIVE"
"811325727"	"NEGATIVE"
"805642126"	"NOT_LABELED"
"933917996"	"NEGATIVE"
"2144069452"	"NEUTRAL"
"1701873756"	"NEGATIVE"
"1982252200"	"NEGATIVE"
"1184103892"	"NEGATIVE"
"103715285"	"NEUTRAL"
"80096348"	"NEGATIVE"
"1537774006"	"NEGATIVE"
"309686524"	"NEGATIVE"
"857650733"	"NEGATIVE"
"209143377"	"NEGATIVE"
"75451930"	"NEGATIVE"
"1059619413"	"POSITIVE"
"79098243"	"NOT_LABELED"
"438965657"	"NEUTRAL"
"554630760"	"NEUTRAL"
"786250813"	"NEUTRAL"
"661421882"	"NEGATIVE"
"1933143083"	"NEGATIVE"
"821824609"	"NEGATIVE"
"1762467300"	"NEGATIVE"
"865970435"	"NEGATIVE"
"2123180432"	"NEGATIVE"
"685624654"	"NEUTRAL"
"165590111"	"NEUTRAL"
"810001950"	"NEUTRAL"
"745999961"	"NEGATIVE"
"495180091"	"NEGATIVE"
"1174789022"	"NEGATIVE"
"880631068"	"POSITIVE"
"1900974505"	"NEUTRAL"
"999562816"	"NEUTRAL"
"1630466995"	"NEGATIVE"
"972169295"	"NEUTRAL"
"131938681"	"NEGATIVE"
"1113232075"	"NEGATIVE"
"391219636"	"NEGATIVE"
"108669877"	"NEUTRAL"
"190001559"	"NEGATIVE"
"1519101743"	"NEGATIVE"
"257003841"	"NEGATIVE"
"652686093"	"NEGATIVE"
"1857605198"	"NEGATIVE"
"210758696"	"NEGATIVE"
"1446503486"	"NEGATIVE"
"1814224506"	"NEGATIVE"
"900584526"	"NEUTRAL"
"1848638544"	"POSITIVE"
"435251786"	"POSITIVE"
"182960000"	"NEGATIVE"
"1942383454"	"NEUTRAL"
"6395705"	"NEUTRAL"
"585314708"	"NEGATIVE"
"1099052846"	"NEUTRAL"
"530727313"	"NEUTRAL"
"391763275"	"NOT_LABELED"
"1657674408"	"NOT_LABELED"
"1655339371"	"NEGATIVE"
"895633330"	"NEGATIVE"
"438441739"	"POSITIVE"
"1481491665"	"NOT_LABELED"
"1939374742"	"NOT_LABELED"
"79654577"	"NOT_LABELED"
"603266172"	"NEGATIVE"
"139816597"	"NEGATIVE"
"415423384"	"NEGATIVE"
"1228199410"	"NEGATIVE"
"1273213578"	"NEGATIVE"
"1710833952"	"NEUTRAL"
"200278792"	"NEUTRAL"
"9206368"	"NEUTRAL"
"1390574243"	"NEUTRAL"
"424407887"	"NOT_LABELED"
"165654282"	"NEUTRAL"
"378445840"	"NEGATIVE"
"1814067323"	"POSITIVE"
"625995024"	"NEUTRAL"
"1242947320"	"NEUTRAL"
"557682653"	"NEUTRAL"
"208124672"	"NEUTRAL"
"355430471"	"NEGATIVE"
"1499036604"	"NEGATIVE"
"962806585"	"NEUTRAL"
"271953895"	"NEUTRAL"
"1548855631"	"POSITIVE"
"883304617"	"POSITIVE"
"1886418033"	"NEUTRAL"
"1523998735"	"NEUTRAL"
"1492495698"	"NEUTRAL"
"224891357"	"NEUTRAL"
"1376859046"	"NEGATIVE"
"507316075"	"NEGATIVE"
"1456851812"	"NEUTRAL"
"169111775"	"NEGATIVE"
"929790755"	"NEGATIVE"
"286078848"	"NEUTRAL"
"1821926006"	"NEGATIVE"
"1500003159"	"NEUTRAL"
"1190062352"	"NOT_LABELED"
"804218113"	"NEUTRAL"
"1344766197"	"NEUTRAL"
"2041034018"	"NEUTRAL"
"2094096481"	"NEGATIVE"
"1403534385"	"NEUTRAL"
"863224122"	"NEUTRAL"
"332970387"	"POSITIVE"
"1853361026"	"NEUTRAL"
"2007483997"	"NEGATIVE"
"767533047"	"NEUTRAL"
"1357401015"	"NEGATIVE"
"962454704"	"NEUTRAL"
"2035574560"	"POSITIVE"
"1286384958"	"NEUTRAL"
"1434863727"	"NOT_LABELED"
"1949172815"	"NEUTRAL"
"1305914106"	"POSITIVE"
"315520051"	"NEUTRAL"
"725490940"	"NEUTRAL"
"2023273761"	"NOT_LABELED"
"868786739"	"NEGATIVE"
"86590937"	"NEGATIVE"
"1704948452"	"NEUTRAL"
"885229672"	"NEUTRAL"
"3112945653"	"NOT_LABELED"
"1086655206"	"NEUTRAL"
"1358224783"	"NEGATIVE"
"1329412426"	"NEUTRAL"
"1137865534"	"NEUTRAL"
"2042921865"	"NEUTRAL"
"465493595"	"NEUTRAL"
"715344654"	"NEGATIVE"
"1342451629"	"NEUTRAL"
"159367739"	"NEGATIVE"
"1519676998"	"NEGATIVE"
"1672531698"	"POSITIVE"
"2338655"	"NOT_LABELED"
"618756076"	"NEUTRAL"
"1509734053"	"NEUTRAL"
"1486948690"	"NEUTRAL"
"19785328"	"POSITIVE"
"674379453"	"NEUTRAL"
"253322414"	"NEUTRAL"
"1844067178"	"NEUTRAL"
"656772911"	"NEGATIVE"
"755530684"	"NEGATIVE"
"1261710972"	"NEGATIVE"
"1594645161"	"NEGATIVE"
"53839806"	"NEUTRAL"
"206773573"	"POSITIVE"
"1892841558"	"NEUTRAL"
"874177947"	"NEGATIVE"
"49544601"	"NEGATIVE"
"389431876"	"NEGATIVE"
"1729054862"	"NEGATIVE"
"1439382660"	"NEUTRAL"
"685258765"	"NEGATIVE"
"6004217562"	"NEUTRAL"
"6567729112"	"NEGATIVE"
"7555306842"	"NEGATIVE"
"12617109722"	"NEGATIVE"
"15946451612"	"NEGATIVE"
"538398062"	"NEUTRAL"
"2067735732"	"POSITIVE"
"8741779472"	"NEGATIVE"
"495446012"	"NEGATIVE"
"3894318762"	"NEGATIVE"
"17290548622"	"NEGATIVE"
"14393826602"	"NEUTRAL"
"6852587652"	"NEGATIVE"
"6004217563"	"NEUTRAL"
"773554832"	"POSITIVE"
"867686264"	"NOT_LABELED"
"201620761"	"POSITIVE"
"1385943785"	"NEUTRAL"
"651535673"	"NEGATIVE"
"1892692804"	"NEGATIVE"
"1958301215"	"NEGATIVE"
"863359572"	"NEUTRAL"
"1007656632"	"NEGATIVE"
"82026770"	"NEUTRAL"
"1878519193"	"NEUTRAL"
"2015805245"	"NEUTRAL"
"1356308273"	"NEUTRAL"
"1005318889"	"NEUTRAL"
"1381772350"	"NEUTRAL"
"21146819"	"NEGATIVE"
"1260894590"	"NEGATIVE"
"1875256554"	"POSITIVE"
"921888403"	"NEUTRAL"
"349192635"	"POSITIVE"
"8812297"	"POSITIVE"
"208861273"	"NEUTRAL"
"100957967"	"NEUTRAL"
"2105097553"	"NEUTRAL"
"651674643"	"NEUTRAL"
"333258454"	"NEUTRAL"
"364612573"	"NEUTRAL"
"570556406"	"NEUTRAL"
"1468359625"	"POSITIVE"
"797334711"	"POSITIVE"
"242465269"	"NEUTRAL"
"128046368"	"POSITIVE"
"1602030530"	"NOT_LABELED"
"1262268605"	"NEGATIVE"
"1650780388"	"POSITIVE"
"805312330"	"NEUTRAL"
"1195144748"	"POSITIVE"
"1658950512"	"POSITIVE"
"118807"	"NOT_LABELED"
"1236188990"	"NEGATIVE"
"1347652002"	"NEGATIVE"
"1095665803"	"NEGATIVE"
"1942192481"	"NEGATIVE"
"1899537086"	"NEGATIVE"
"944483712"	"NEUTRAL"
"677643926"	"POSITIVE"
"1992658083"	"NEGATIVE"
"384577879"	"NEUTRAL"
"1253498422"	"NEUTRAL"
"1948185725"	"NEUTRAL"
"569851724"	"POSITIVE"
"1756946058"	"NEGATIVE"
"1524430790"	"NEUTRAL"
"1444725157"	"NEGATIVE"
"2057773559"	"NEUTRAL"
"427436133"	"NEUTRAL"
"1660637497"	"NEGATIVE"
"252204322"	"NEUTRAL"
"111854337"	"NEUTRAL"
"1468676377"	"NOT_LABELED"
"1316271053"	"NOT_LABELED"
"1068372634"	"NEGATIVE"
"561372900"	"NEGATIVE"
"1092752055"	"NEUTRAL"
"1549055012"	"POSITIVE"
"1756717648"	"NEGATIVE"
"1782447522"	"NEUTRAL"
"910993836"	"NEGATIVE"
"654101415"	"POSITIVE"
"587873942"	"NEUTRAL"
"1103949441"	"NEUTRAL"
"470733824"	"NEUTRAL"
"2071055189"	"NEGATIVE"
"1478765426"	"NEUTRAL"
"1894267810"	"NEUTRAL"
"5799660"	"NEGATIVE"
"1683931245"	"NEGATIVE"
"832594893"	"NEGATIVE"
"407594881"	"NEGATIVE"
"1462800079"	"NEGATIVE"
"12013894"	"NEGATIVE"
"426126406"	"NEUTRAL"
"1066803052"	"NEGATIVE"
"359006098"	"NEGATIVE"
"1485406592"	"NEGATIVE"
"1575687804"	"NEUTRAL"
"1424724701"	"NEGATIVE"
"482487244"	"NEGATIVE"
"1808533421"	"NEGATIVE"
"1104452406"	"NEUTRAL"
"958976580"	"NEGATIVE"
"1907769156"	"NEGATIVE"
"409126516"	"POSITIVE"
"949635875"	"NEUTRAL"
"615497833"	"NEGATIVE"
"1131895319"	"NEUTRAL"
"875407799"	"NEGATIVE"
"807398583"	"NEGATIVE"
"1496520915"	"NEUTRAL"
"1130061994"	"POSITIVE"
"1340670419"	"POSITIVE"
"696935450"	"NEGATIVE"
"1524408915"	"NEGATIVE"
"1378753698"	"POSITIVE"
"1922287774"	"NEUTRAL"
"883599624"	"POSITIVE"
"1458670597"	"NEUTRAL"
"1792168153"	"POSITIVE"
"1158309354"	"POSITIVE"
"2057779653"	"NEUTRAL"
"1140188525"	"NEGATIVE"
"1607472108"	"NEGATIVE"
"1488963595"	"NEGATIVE"
"2027058232"	"POSITIVE"
"1387699406"	"NEGATIVE"
"1183595541"	"NEGATIVE"
"1781510037"	"NEGATIVE"
"733313648"	"NEGATIVE"
"1439782916"	"NEGATIVE"
"1126811422"	"POSITIVE"
"1530194185"	"POSITIVE"
"721240145"	"NEGATIVE"
"1002922596"	"NEGATIVE"
"1539029798"	"NEGATIVE"
"798979453"	"NEGATIVE"
"1080286455"	"NEGATIVE"
"2050980481"	"NEGATIVE"
"659956706"	"NEGATIVE"
"376403269"	"POSITIVE"
"1058368580"	"POSITIVE"
"1742651851"	"NEGATIVE"
"658609730"	"NEUTRAL"
"885062459"	"NEGATIVE"
"1166551076"	"NEGATIVE"
"911189318"	"NEGATIVE"
"127858350"	"NEUTRAL"
"347180712"	"NEUTRAL"
"1725514119"	"NEUTRAL"
"1147110587"	"NEUTRAL"
"8048917"	"NEGATIVE"
"1366857533"	"NEGATIVE"
"1946315003"	"NEUTRAL"
"1169648415"	"POSITIVE"
"1719190850"	"POSITIVE"
"1361644779"	"NEGATIVE"
"1606188881"	"NEUTRAL"
"138983956"	"NEGATIVE"
"1130923997"	"NEGATIVE"
"848745467"	"NEGATIVE"
"195664162"	"NEGATIVE"
"1561773925"	"NEUTRAL"
"1095391131"	"POSITIVE"
"1232021320"	"NEGATIVE"
"1287594920"	"NEGATIVE"
"1664406202"	"NEUTRAL"
"858656895"	"POSITIVE"
"658161013"	"POSITIVE"
"1195379259"	"NEUTRAL"
"306124634"	"POSITIVE"
"1948884895"	"POSITIVE"
"560635392"	"NEUTRAL"
"2014225830"	"NEGATIVE"
"1280728753"	"POSITIVE"
"2139838174"	"NEUTRAL"
"821418336"	"NEUTRAL"
"609566955"	"NEUTRAL"
"1908030696"	"POSITIVE"
"975665262"	"NEGATIVE"
"1913640357"	"POSITIVE"
"1212604717"	"NEUTRAL"
"1261458791"	"NEGATIVE"
"2057974637"	"NEUTRAL"
"1998987443"	"NEUTRAL"
"8216275"	"NEUTRAL"
"962712950"	"NEGATIVE"
"1965512287"	"NEGATIVE"
"1490114278"	"POSITIVE"
"1313548793"	"POSITIVE"
"199946225"	"POSITIVE"
"359967061"	"NOT_LABELED"
"82162752"	"NEUTRAL"
"9627129502"	"NEGATIVE"
"19655122872"	"NEGATIVE"
"14901142782"	"POSITIVE"
"13135487932"	"POSITIVE"
"1999462252"	"POSITIVE"
"3599670612"	"NOT_LABELED"
"990068620"	"NEGATIVE"
"1854508881"	"NEUTRAL"
"788798882"	"NEUTRAL"
"189259210"	"POSITIVE"
"1972815765"	"NEGATIVE"
"312658193"	"NEUTRAL"
"1452163413"	"NEGATIVE"
"649298055"	"NEGATIVE"
"121414476"	"NEGATIVE"
"984267967"	"NEUTRAL"
"1387215379"	"NEUTRAL"
"915541213"	"NEUTRAL"
"986292217"	"NEUTRAL"
"2135438549"	"NEUTRAL"
"491387669"	"NEGATIVE"
"1524481983"	"NEGATIVE"
"1313861476"	"NEUTRAL"
"993260104"	"NEUTRAL"
"1779253057"	"POSITIVE"
"1915951749"	"NEUTRAL"
"1489093764"	"POSITIVE"
"308130336"	"NEUTRAL"
"197397853"	"POSITIVE"
"1635684129"	"NEUTRAL"
"605763648"	"NOT_LABELED"
"979704265"	"NOT_LABELED"
"904736239"	"NEGATIVE"
"1926028646"	"NEGATIVE"
"1239193221"	"NEGATIVE"
"1943170604"	"POSITIVE"
"855568796"	"NEUTRAL"
"846775384"	"NEUTRAL"
"1068050608"	"NEGATIVE"
"1957731760"	"NEGATIVE"
"770657730"	"NEUTRAL"
"1587288236"	"NEGATIVE"
"1109428682"	"POSITIVE"
"1949208759"	"POSITIVE"
"62876552"	"NEGATIVE"
"1724190483"	"NEUTRAL"
"1852836162"	"NEGATIVE"
"202969713"	"NEGATIVE"
"966068619"	"NEGATIVE"
"340371001"	"NEGATIVE"
"587869358"	"NEGATIVE"
"1430123166"	"NEUTRAL"
"1132437475"	"NEUTRAL"
"288326783"	"NEUTRAL"
"152959411"	"POSITIVE"
"80641359"	"POSITIVE"
"393459660"	"NEUTRAL"
"2117006138"	"NEUTRAL"
"653560824"	"NEUTRAL"
"704192603"	"POSITIVE"
"946576076"	"POSITIVE"
"1083030487"	"POSITIVE"
"1274322769"	"NEGATIVE"
"1432391039"	"NEGATIVE"
"1872478638"	"NEGATIVE"
"137019176"	"NEGATIVE"
"122516269"	"NEUTRAL"
"1162442674"	"NEUTRAL"
"51465736"	"NEUTRAL"
"1857791223"	"NEGATIVE"
"14323910392"	"NEGATIVE"
"18724786382"	"NEGATIVE"
"1370191762"	"NEGATIVE"
"1225162692"	"NEUTRAL"
"11624426742"	"NEUTRAL"
"514657362"	"NEUTRAL"
"1401211166"	"NEGATIVE"
"838803872"	"NEGATIVE"
"1994043714"	"NEUTRAL"
"2034787650"	"NEUTRAL"
"1365220209"	"NEUTRAL"
"1071803045"	"NEGATIVE"
"175978905"	"POSITIVE"
"811249213"	"NEGATIVE"
"1517490256"	"NEUTRAL"
"249989979"	"NEUTRAL"
"1058513394"	"NEUTRAL"
"791593327"	"POSITIVE"
"1819418240"	"POSITIVE"
"2047091172"	"POSITIVE"
"922760114"	"POSITIVE"
"214534415"	"POSITIVE"
"516377789"	"NEUTRAL"
"1708335588"	"NEUTRAL"
"1780221462"	"NEGATIVE"
"71561518"	"NEUTRAL"
"2012260687"	"NEUTRAL"
"809649122"	"POSITIVE"
"950242644"	"NEGATIVE"
"1557001275"	"NEGATIVE"
"2147243417"	"NEGATIVE"
"1976678940"	"NEGATIVE"
"172929321"	"POSITIVE"
"1372916915"	"POSITIVE"
"1494292010"	"NEUTRAL"
"2044005811"	"NEUTRAL"
"500200610"	"NEUTRAL"
"1082317890"	"NEUTRAL"
"1391017766"	"NEUTRAL"
"2022561038"	"NEUTRAL"
"1418384469"	"NEGATIVE"
"1434408885"	"NEUTRAL"
"1696788635"	"NOT_LABELED"
"598718407"	"NEUTRAL"
"863739813"	"NEUTRAL"
"1474160627"	"POSITIVE"
"373030238"	"NEGATIVE"
"1142115680"	"NEGATIVE"
"1017587291"	"NEGATIVE"
"1158659783"	"NEUTRAL"
"784830398"	"NEGATIVE"
"692164929"	"NEGATIVE"
"350365307"	"NEUTRAL"
"2093124622"	"NEUTRAL"
"25119634"	"NEUTRAL"
"1930062183"	"POSITIVE"
"587227271"	"POSITIVE"
"1587285545"	"POSITIVE"
"931478865"	"POSITIVE"
"1608886807"	"POSITIVE"
"641726949"	"NEUTRAL"
"143295480"	"NEUTRAL"
"179081361"	"POSITIVE"
"1258979241"	"POSITIVE"
"743309736"	"NEGATIVE"
"587723522"	"NEUTRAL"
"1697165565"	"NOT_LABELED"
"1354656874"	"NEUTRAL"
"416350754"	"POSITIVE"
"550648408"	"POSITIVE"
"581755254"	"POSITIVE"
"977935103"	"POSITIVE"
"1513592681"	"NEGATIVE"
"191154906"	"POSITIVE"
"1064126771"	"NEUTRAL"
"457576471"	"NEUTRAL"
"1977958423"	"POSITIVE"
"1934830879"	"POSITIVE"
"980865653"	"POSITIVE"
"1282351103"	"NOT_LABELED"
"497468047"	"NEUTRAL"
"1251757787"	"NEUTRAL"
"2092997063"	"NEUTRAL"
"1493645370"	"NOT_LABELED"
"12823511032"	"NOT_LABELED"
"98742700"	"POSITIVE"
"349783793"	"POSITIVE"
"774279622"	"POSITIVE"
"1089563701"	"POSITIVE"
"1504904644"	"POSITIVE"
"433207014"	"NEUTRAL"
"1725468292"	"POSITIVE"
"357254637"	"NEUTRAL"
"791189896"	"NEUTRAL"
"560704780"	"NEUTRAL"
"554082624"	"NEUTRAL"
"1981761520"	"POSITIVE"
"1586056249"	"NEUTRAL"
"1426574193"	"POSITIVE"
"1675669851"	"POSITIVE"
"641759463"	"NOT_LABELED"
"1882507135"	"NEGATIVE"
"1343717550"	"NEGATIVE"
"1077849970"	"NEUTRAL"
"781829902"	"POSITIVE"
"1342986052"	"NEUTRAL"
"1920502244"	"NOT_LABELED"
"730061342"	"NOT_LABELED"
"1956995232"	"NEUTRAL"
"132786526"	"NEUTRAL"
"1176657775"	"POSITIVE"
"641784586"	"NEGATIVE"
"1618733454"	"NEGATIVE"
"1974884427"	"NEUTRAL"
"383568123"	"NEUTRAL"
"2003370846"	"POSITIVE"
"1891725834"	"POSITIVE"
"1886207243"	"POSITIVE"
"2048183540"	"NEUTRAL"
"1370473070"	"NOT_LABELED"
"482805882"	"NEUTRAL"
"1439667606"	"NEUTRAL"
"2029660181"	"POSITIVE"
"1364246370"	"POSITIVE"
"1462426974"	"NEUTRAL"
"776597066"	"NEUTRAL"
"651391621"	"NEUTRAL"
"77608563"	"NOT_LABELED"
"316235221"	"POSITIVE"
"1763702172"	"NEUTRAL"
"1171164363"	"POSITIVE"
"1366621184"	"POSITIVE"
"1214690233"	"POSITIVE"
"1423063479"	"NEUTRAL"
"58081182"	"NEUTRAL"
"866383959"	"POSITIVE"
"1952562175"	"NEGATIVE"
"1808759381"	"NEGATIVE"
"367565217"	"NEGATIVE"
"107436486"	"NEGATIVE"
"428513349"	"NEGATIVE"
"1915618563"	"NEGATIVE"
"1193204445"	"NEGATIVE"
"811032966"	"NEUTRAL"
"854022052"	"NEGATIVE"
"337010737"	"NEGATIVE"
"1728885222"	"NEUTRAL"
"428768708"	"NEUTRAL"
"2041150951"	"NEGATIVE"
"1398462684"	"NEUTRAL"
"1831218600"	"NEGATIVE"
"1915899846"	"NEGATIVE"
"1966381971"	"NEGATIVE"
"1800469858"	"NEGATIVE"
"526870726"	"NEGATIVE"
"1059320352"	"NEGATIVE"
"750027766"	"NEUTRAL"
"18501046"	"NEUTRAL"
"742382288"	"NEUTRAL"
"1891083762"	"NEGATIVE"
"1332607172"	"NEUTRAL"
"51843893"	"NEUTRAL"
"1798432786"	"NEGATIVE"
"479858996"	"NEGATIVE"
"518438932"	"NEUTRAL"
"549052849"	"NEGATIVE"
"651662709"	"NEGATIVE"
"1971046854"	"NEUTRAL"
"1071389098"	"NEGATIVE"
"21266906"	"NEUTRAL"
"1295636773"	"NEUTRAL"
"360227193"	"NEUTRAL"
"1133388414"	"NEGATIVE"
"323065136"	"NEUTRAL"
"1544152770"	"NEUTRAL"
"412838902"	"NEGATIVE"
"343052238"	"NEUTRAL"
"695035159"	"NEGATIVE"
"1461818250"	"NEGATIVE"
"1271745029"	"NEGATIVE"
"286002051"	"NEGATIVE"
"975474007"	"NEUTRAL"
"421533012"	"NEUTRAL"
"529878466"	"NEGATIVE"
"1630528356"	"NEGATIVE"
"1428109345"	"NEUTRAL"
"1360487130"	"NEUTRAL"
"170385249"	"NEGATIVE"
"1860316071"	"NEUTRAL"
"1607556835"	"NEGATIVE"
"168524267"	"NEUTRAL"
"833523350"	"NEGATIVE"
"269717943"	"NEUTRAL"
"660947815"	"NEUTRAL"
"1107430377"	"NEUTRAL"
"1768155869"	"NEUTRAL"
"663343715"	"NEGATIVE"
"70032907"	"NEUTRAL"
"468816649"	"NEUTRAL"
"1969603483"	"NEUTRAL"
"2096888159"	"NEUTRAL"
"1634663786"	"NEUTRAL"
"106786936"	"NEGATIVE"
"761306298"	"NEGATIVE"
"1984452187"	"NEUTRAL"
"873404829"	"NEUTRAL"
"2040632463"	"NEUTRAL"
"1450964962"	"NEUTRAL"
"2043195497"	"NEGATIVE"
"73517482"	"POSITIVE"
"776862211"	"NEUTRAL"
"700486960"	"NEUTRAL"
"751602393"	"NEUTRAL"
"418079682"	"NEUTRAL"
"313195737"	"NEGATIVE"
"356044524"	"NEUTRAL"
"1042628912"	"NEUTRAL"
"1127595717"	"NEUTRAL"
"1293762149"	"NEUTRAL"
"1245350095"	"NEUTRAL"
"584223785"	"NEUTRAL"
"1599592022"	"NEUTRAL"
"251282516"	"NEUTRAL"
"7638859"	"NEUTRAL"
"1636411898"	"NEUTRAL"
"1624594524"	"NEUTRAL"
"1286805084"	"NEUTRAL"
"2048784087"	"NEUTRAL"
"2147328703"	"NEUTRAL"
"1667510856"	"NEGATIVE"
"158029995"	"NEUTRAL"
"408123310"	"NEUTRAL"
"455178306"	"NEUTRAL"
"2060712286"	"NEGATIVE"
"1366217561"	"POSITIVE"
"120629343"	"NEUTRAL"
"897467645"	"NEUTRAL"
"8042181132"	"NEGATIVE"
"13447661972"	"NEUTRAL"
"20410340182"	"NEGATIVE"
"20940964812"	"NEGATIVE"
"14035343852"	"NEGATIVE"
"8632241222"	"NEUTRAL"
"3329703872"	"POSITIVE"
"18533610262"	"NEUTRAL"
"20074839972"	"NEGATIVE"
"1828819082"	"NEGATIVE"
"13574010152"	"NEGATIVE"
"9624547042"	"NEGATIVE"
"20355745602"	"POSITIVE"
"12863849582"	"NEUTRAL"
"219529478"	"NEUTRAL"
"278749488"	"POSITIVE"
"901376471"	"POSITIVE"
"3155200512"	"NEUTRAL"
"7254909402"	"NEUTRAL"
"20232737612"	"NOT_LABELED"
"335220976"	"NEGATIVE"
"746970460"	"NEGATIVE"
"903590719"	"NEGATIVE"
"1115667191"	"NEGATIVE"
"2092999635"	"NEGATIVE"
